component_index,eigenvalue_index,eigenvalue,n_features
0,0,14.839734249681623,3
0,1,3.1099432670081293,3
0,2,1.5427362368331132,3
1,0,2.224514042047571,3
1,1,0.29574845552282386,3
1,2,0.04028251132345031,3
