component_index,mean_determinant,mean_relative_volume,distance_to_global_mean,mean_vector_str,n_features
0,3.046659411932108e-30,9.764906847537002e-16,1.1177441857059,"[ 0.15821631,-0.18540637,-0.19083057,-0.19617128,-0.21984362,-0.08765488,
  0.008403  , 0.20731376, 0.23611631,-0.21733449,-0.24058775,-0.26924527,
 -0.27989231, 0.34026972,-0.25695099,-0.28026851,-0.35639783,-0.28731325,
 -0.256089  ,-0.29672095,-0.28412873]",21
1,1.6107667264276783e-30,4.526141707735151e-16,3.6111734434493807,"[ 0.68618062,-0.70021029,-0.70056711,-0.87449917,-0.66443309,-0.16578341,
 -0.00422886, 0.32482716, 0.42568072,-0.94353833,-1.01860012,-1.09251811,
 -0.99262913, 0.90750797,-0.84615988,-0.81169118,-1.03675493,-1.03173558,
 -1.01532816,-0.63282791,-0.43861323]",21
2,2.0028666039045702e-30,6.431516053222376e-16,3.1398918390449406,"[ 0.50196604,-0.58170711,-0.59580214,-0.87695917,-0.28863802, 0.09764603,
  0.01742267, 0.18720968, 0.28182548,-0.94815831,-1.0189982 ,-1.08531676,
 -0.97117464, 0.76247535,-0.53767894,-0.52286609,-0.83148419,-0.96772518,
 -0.98266947,-0.35383678,-0.12609005]",21
