component_index,eigenvalue_index,eigenvalue,n_features
0,0,0.0421544024726804,21
0,1,0.01087525557479535,21
0,2,0.005240676124017586,21
0,3,0.00364561969834765,21
0,4,0.002625318131591398,21
0,5,0.0015855755381590762,21
0,6,0.0014107942159745797,21
0,7,0.0010812332284264848,21
0,8,0.0004834847224850496,21
0,9,0.0002757087203777232,21
0,10,0.00018564997013440616,21
0,11,0.00014671743852736396,21
0,12,0.0001440133302998084,21
0,13,0.0001170726842163153,21
0,14,8.73551026002011e-05,21
0,15,4.1622417104872325e-05,21
0,16,1.9255484637155037e-05,21
0,17,1.7062148502892665e-05,21
0,18,1.1791294012226069e-05,21
0,19,1.0000000000001946e-06,21
0,20,9.99999999999837e-07,21
1,0,0.02550262820576795,21
1,1,0.009854219745559516,21
1,2,0.005524104231495688,21
1,3,0.0030692405502836537,21
1,4,0.0019117584687154362,21
1,5,0.0013226655840511208,21
1,6,0.0012098187958841959,21
1,7,0.0005868805046800343,21
1,8,0.0005554920834763656,21
1,9,0.0003445479067911086,21
1,10,0.00016338765072362302,21
1,11,0.0001246838266734821,21
1,12,7.424773622757383e-05,21
1,13,5.370296428085305e-05,21
1,14,3.426546681569449e-05,21
1,15,2.5410722005259896e-05,21
1,16,2.0549313815761025e-05,21
1,17,1.620420453736956e-05,21
1,18,1.4434641598583223e-05,21
1,19,7.630458465113272e-06,21
1,20,9.999999999998312e-07,21
2,0,0.03193391315121622,21
2,1,0.0037097381587456704,21
2,2,0.003062281843094978,21
2,3,0.002117812793697001,21
2,4,0.0016993491079824513,21
2,5,0.0009516236359562387,21
2,6,0.0006382528117763646,21
2,7,0.00026253506923648313,21
2,8,0.0001630939871364127,21
2,9,0.00012934604704794607,21
2,10,0.00011297630373570271,21
2,11,5.6217503562275287e-05,21
2,12,3.2829812558797354e-05,21
2,13,2.6609584871256216e-05,21
2,14,2.019870851421623e-05,21
2,15,1.3835300712528186e-05,21
2,16,9.094957170322072e-06,21
2,17,8.051997344375409e-06,21
2,18,6.984505449639411e-06,21
2,19,4.0845567610187304e-06,21
2,20,1.995160931817439e-06,21
3,0,0.012979892756862302,21
3,1,0.0030374853618516796,21
3,2,0.002451640526090404,21
3,3,0.00189588043699414,21
3,4,0.0016224604976586446,21
3,5,0.0007630549340319963,21
3,6,0.0004579783625407725,21
3,7,0.00027666465593261674,21
3,8,0.0002490944536184705,21
3,9,0.00016335020418029744,21
3,10,0.000118476800833676,21
3,11,7.795439977362323e-05,21
3,12,4.532247408448528e-05,21
3,13,2.816798975998837e-05,21
3,14,2.234002343077553e-05,21
3,15,2.21360997146664e-05,21
3,16,2.1144507368643114e-05,21
3,17,9.72383368149101e-06,21
