component_index,eigenvalue_index,eigenvalue,n_features
3,18,3.862235202328596e-06,21
3,19,9.999999999998826e-07,21
3,20,9.999999999998087e-07,21
4,0,0.014232585716444974,21
4,1,0.004454686303030459,21
4,2,0.00302221821427337,21
4,3,0.001980940149675782,21
4,4,0.0018688562524427257,21
4,5,0.0012204621636571341,21
4,6,0.0009721408708239851,21
4,7,0.000440450534175149,21
4,8,0.0003743831656430788,21
4,9,0.0001694504900267479,21
4,10,0.00010887173673949085,21
4,11,9.074200603148416e-05,21
4,12,7.99306810956378e-05,21
4,13,6.239303814434967e-05,21
4,14,3.36378272994283e-05,21
4,15,2.37570768948157e-05,21
4,16,1.925331706450159e-05,21
4,17,1.50192611586435e-05,21
4,18,7.63311013294947e-06,21
4,19,9.999999999999343e-07,21
4,20,9.999999999998566e-07,21
5,0,0.03773331308757316,21
5,1,0.010741764496541621,21
5,2,0.007980070571734544,21
5,3,0.004015515779452707,21
5,4,0.0020850118955807423,21
5,5,0.0011403670341065923,21
5,6,0.0010111711814178143,21
5,7,0.0007009830119089098,21
5,8,0.0005752767516089308,21
5,9,0.00043867381391305733,21
5,10,0.00020307079909904463,21
5,11,0.0001622010327989081,21
5,12,0.0001138745459849958,21
5,13,0.00010120762713389017,21
5,14,7.94916126782678e-05,21
5,15,3.24111889055686e-05,21
5,16,2.4393182918651493e-05,21
5,17,1.7154264849337986e-05,21
5,18,8.78077187964113e-06,21
5,19,7.2010116202596024e-06,21
5,20,1.000000000000092e-06,21
6,0,0.04166833792627577,21
6,1,0.018526263428306,21
6,2,0.005267034323002642,21
6,3,0.0027207036687071575,21
6,4,0.00146550344362286,21
6,5,0.0009924697235236517,21
6,6,0.0005967889738954732,21
6,7,0.00022074008874537924,21
6,8,0.00010519952696496578,21
6,9,8.015611694887e-05,21
6,10,6.126713956896651e-05,21
6,11,1.748657211443948e-05,21
6,12,6.27359274849254e-06,21
6,13,1.0000000000018086e-06,21
6,14,1.0000000000010592e-06,21
6,15,1.0000000000000957e-06,21
6,16,1.0000000000000709e-06,21
6,17,1.0000000000000288e-06,21
6,18,9.999999999997761e-07,21
6,19,9.999999999996315e-07,21
6,20,9.999999999986004e-07,21
7,0,0.04978725269257232,21
7,1,0.0034349922174205976,21
7,2,0.002896327646454454,21
7,3,0.0015288090893421655,21
7,4,0.0008608062831898219,21
7,5,0.000795944466885392,21
7,6,0.000580849690331015,21
7,7,0.00036372594973386546,21
7,8,0.00020975865179489054,21
7,9,0.0001380808362313247,21
7,10,9.169249998153017e-05,21
7,11,4.1951878932728396e-05,21
7,12,3.0714174296292884e-05,21
7,13,1.7934197351828664e-05,21
7,14,1.4374624658304098e-05,21
7,15,1.1051592877496185e-05,21
7,16,1.071104157601316e-05,21
7,17,8.058002911717664e-06,21
7,18,2.1966888600330575e-06,21
7,19,1.000000000000082e-06,21
7,20,9.999999999999938e-07,21
8,0,0.024258704616924982,21
8,1,0.003803001921089088,21
8,2,0.0028193359016314918,21
8,3,0.0015005594165086568,21
8,4,0.0010936583602806872,21
8,5,0.0004946084264877556,21
8,6,0.00035341452000435113,21
8,7,0.00023125653944298713,21
8,8,0.00010685756396933661,21
8,9,0.00010099229041486807,21
8,10,7.515749685296843e-05,21
8,11,4.796227808286188e-05,21
8,12,3.6546763020326784e-05,21
8,13,1.7903295904437385e-05,21
8,14,1.602610422346534e-05,21
8,15,1.2044150230489156e-05,21
8,16,8.255954970259017e-06,21
8,17,6.256772216112285e-06,21
8,18,4.570333846413453e-06,21
8,19,1.5088306806170709e-06,21
8,20,1.00000000000001e-06,21
9,0,0.013815900622691717,21
9,1,0.005950667794676642,21
9,2,0.0027652441845960715,21
9,3,0.00218015188320152,21
9,4,0.0016327786031319561,21
9,5,0.0005764006556377881,21
9,6,0.0004724548424735461,21
9,7,0.00041914022395953617,21
9,8,0.0002537107601562707,21
9,9,0.00014520327546541092,21
9,10,8.81648638626254e-05,21
9,11,7.514304590038939e-05,21
9,12,4.413748538671534e-05,21
9,13,3.406644586375232e-05,21
9,14,2.9334054476132295e-05,21
9,15,1.546118273370099e-05,21
9,16,1.3536863928217941e-05,21
9,17,1.1175442290756752e-05,21
9,18,8.006617038544989e-06,21
9,19,6.590513830323123e-06,21
9,20,3.851981459826302e-06,21
