,component_0,component_1,component_2,component_3
component_0,0.0,4.468693966148981,3.9887565911239524,0.4038680341697667
component_1,4.468693966148981,0.0,0.7681609140757558,4.218237282463678
component_2,3.9887565911239524,0.7681609140757558,0.0,3.7532435878471158
component_3,0.4038680341697667,4.218237282463678,3.753243587847116,0.0
