component_index,eigenvalue_index,mean_eigenvalue,std_dev_eigenvalue,n_features
0,0,12.863775128570108,9.843189379810536,21
0,1,5.2517570783614405,3.8304816506973567,21
0,2,2.4727014878266322,1.851955514160373,21
0,3,0.9240366683830151,0.7601362806743737,21
0,4,0.5178942066625218,0.5947754611870564,21
0,5,0.242698127606591,0.25802421695361333,21
0,6,0.1284383491335543,0.14448024658895994,21
0,7,0.04800795425830934,0.06752387264501958,21
0,8,0.022827513763635766,0.02388434421922776,21
0,9,0.013048265578086327,0.013154070849609564,21
0,10,0.005942758344921788,0.005591636588881987,21
0,11,0.0033795359526843627,0.0033720447609699375,21
0,12,0.0019821976202108868,0.0025174267595771877,21
0,13,0.001207636492058979,0.0017670301296869519,21
0,14,0.0005685956274640608,0.0008489782404320718,21
0,15,0.0003508111079913313,0.0006033136985432672,21
0,16,0.00019933838817879458,0.0003474371046170802,21
0,17,1.8173628655154284e-05,3.00123818509458e-05,21
0,18,9.999999998697263e-07,3.122869554505341e-16,21
0,19,9.99999999685422e-07,6.654464761389108e-16,21
0,20,9.999999994365685e-07,1.0579518592334526e-15,21
1,0,8.99713887863941,7.166916247540859,21
1,1,3.369426765137779,2.172315629347405,21
1,2,1.4896139121909244,1.295865744421748,21
1,3,0.6098688789393986,0.5410736247723723,21
1,4,0.32225974579528743,0.31707259581551306,21
1,5,0.1671478357405808,0.15486116244740394,21
1,6,0.07137449296000073,0.07069453644123282,21
1,7,0.038714179962097466,0.03196182833686228,21
1,8,0.018639402456747105,0.014571831877168526,21
1,9,0.011194726537118138,0.009067844369056204,21
1,10,0.006785539517267618,0.006763665119310449,21
1,11,0.004601133196842661,0.004422126905135213,21
1,12,0.0032639412753419613,0.0033405711254113042,21
1,13,0.0018718546503527875,0.0021963479465953494,21
1,14,0.0008980742494199441,0.0009925215939535202,21
1,15,0.0006243090380847546,0.000705576920395825,21
1,16,0.0003631905654412305,0.00040225068206526515,21
1,17,3.8442590352965815e-05,4.2903406449975164e-05,21
1,18,9.99999999908548e-07,1.4374108373433344e-16,21
1,19,9.999999998162408e-07,2.243582473931657e-16,21
1,20,9.999999996565774e-07,4.152031397159301e-16,21
2,0,13.975547297610541,6.9386564764995615,21
2,1,4.942967801538087,2.638895539549997,21
2,2,1.65717376304396,1.3260290999117157,21
2,3,0.7158337120761544,0.9275161896971956,21
2,4,0.295475537843979,0.4948803605611028,21
2,5,0.14065101828766702,0.22151001965654618,21
2,6,0.04541332987190204,0.07930774445707309,21
2,7,0.02134993662871997,0.03914975529540709,21
2,8,0.00864750866850487,0.016479848833394952,21
2,9,0.0038498588201950575,0.008203523462926379,21
2,10,0.0016062901127714825,0.003930849732199408,21
2,11,0.0006540082369790827,0.0013179302697237747,21
2,12,0.0002986540771800152,0.0006145155453897668,21
2,13,0.00014952143089980006,0.000331931066024848,21
2,14,4.673420497538177e-05,0.00012743430546972902,21
