component_index,mean_determinant,mean_relative_volume,distance_to_global_mean,mean_vector_str,n_features
0,2.5948772169872614e-38,9.413779447295654e-20,0.7707143343289119,"[-0.29479533,-0.05710728,-0.0162323 ,-0.00256979,-0.01305839,-0.01342703,
 -0.29632112,-0.2997962 ,-0.30265249,-0.2074149 , 0.00591162,-0.0546645 ,
 -0.1296843 ,-0.20002438,-0.2428095 ,-0.25855156, 0.04622947, 0.05583258]",18
1,5.566547774481532e-39,3.2651488274810776e-20,4.39944602764659,"[-0.62974954,-1.27317285,-1.11367359,-1.00389079,-1.37297088,-1.37388648,
 -0.63155857,-0.65493143,-0.75160396,-1.02793636,-0.46111467,-1.36558264,
 -1.14826491,-0.93508655,-0.79635866,-0.75427488,-1.31652514,-1.28873272]",18
2,9.846040891657354e-40,1.2551551908278378e-20,6.303801314142471,"[-0.83760656,-1.90961163,-1.47493866,-1.20222797,-2.01199397,-2.01429507,
 -0.84607139,-0.88270374,-1.02213507,-1.41585027,-0.57521421,-1.9995654 ,
 -1.57113195,-1.24652795,-1.06083987,-1.00732994,-2.09166737,-2.06214124]",18
