component_index,eigenvalue_index,eigenvalue,n_features
0,0,3.386195911949005,21
0,1,1.8379637590776654,21
0,2,1.0811883534015487,21
0,3,0.8089468488906868,21
0,4,0.3791995870843345,21
0,5,0.24917511475428433,21
0,6,0.173210118063713,21
0,7,0.11872413816955846,21
0,8,0.06836684629542007,21
0,9,0.053063816189939814,21
0,10,0.03705970634748158,21
0,11,0.023385104338240304,21
0,12,0.0159610263701233,21
0,13,0.009899847453923345,21
0,14,0.00891943918098461,21
0,15,0.005382779950026171,21
0,16,0.0043171263363953995,21
0,17,0.003072397990534152,21
0,18,0.0007299822289110559,21
0,19,9.99999999991919e-07,21
0,20,9.9999999997582e-07,21
1,0,2.911091899771164,21
1,1,1.6065636693501728,21
1,2,1.0637372568694496,21
1,3,0.7219126319713371,21
1,4,0.6878907997401676,21
1,5,0.4959913084355497,21
1,6,0.3039643838478848,21
1,7,0.16274516627416027,21
1,8,0.12509949835079928,21
1,9,0.11045277218997622,21
1,10,0.06514604333545669,21
1,11,0.058907088994774204,21
1,12,0.05102989753966721,21
1,13,0.028474964359007416,21
1,14,0.024456975755890363,21
1,15,0.01619851267639798,21
1,16,0.011568557933040133,21
1,17,0.00792556776447155,21
1,18,0.003299294938540079,21
1,19,0.0008383618691960785,21
1,20,0.000412465438915303,21
2,0,2.6748302869226706,21
2,1,1.6019038490270923,21
2,2,0.8195767163179848,21
2,3,0.47773014091091154,21
2,4,0.4041911458512899,21
2,5,0.1519832162775956,21
2,6,0.11046752779724561,21
2,7,0.09715688295780738,21
2,8,0.07073433729377632,21
2,9,0.03753943302339336,21
2,10,0.028487177565421955,21
2,11,0.021354612420589923,21
2,12,0.013787693590932884,21
2,13,0.009663739846914895,21
2,14,0.008656793706560263,21
2,15,0.00604075810192952,21
2,16,0.0053528809932104435,21
2,17,0.0034603071534451764,21
2,18,0.0004900586461788418,21
2,19,0.00014432441629567085,21
2,20,1.0000000000001327e-06,21
3,0,3.079675008993676,21
3,1,1.6578460543887328,21
3,2,1.0868134113726553,21
3,3,0.5958666357649591,21
3,4,0.5099665057041787,21
3,5,0.26432564090665756,21
3,6,0.23416560687343504,21
3,7,0.12846685917300604,21
3,8,0.09505044104751502,21
3,9,0.07719966300664591,21
3,10,0.07359632069233077,21
3,11,0.04922209774295421,21
3,12,0.0472514467940534,21
3,13,0.026076096023780915,21
3,14,0.02428675191363308,21
3,15,0.010715015465288092,21
3,16,0.00646512972181854,21
3,17,0.0041733139221888215,21
3,18,0.0007619104999157968,21
3,19,9.999999999696107e-07,21
3,20,9.999999999119672e-07,21
4,0,4.79340758400917,21
4,1,3.584784324725218,21
4,2,1.5867287214473833,21
4,3,0.7308255291547368,21
4,4,0.5701611376355991,21
4,5,0.5024770093389065,21
4,6,0.32283496241169773,21
4,7,0.23539926138396794,21
4,8,0.18654781510536156,21
4,9,0.14845218928454837,21
4,10,0.0900581837124257,21
4,11,0.07064720841307137,21
4,12,0.053106144622741415,21
4,13,0.03422522516486663,21
4,14,0.021284641972187126,21
4,15,0.01835827743232559,21
4,16,0.008107924789479746,21
4,17,0.006690976573434217,21
4,18,0.0029489017685722842,21
4,19,1.0000000000325773e-06,21
4,20,9.99999999995493e-07,21
5,0,5.698646106831594,21
5,1,3.1750065608775695,21
5,2,2.1365398964663984,21
5,3,1.4516550009248745,21
5,4,0.7913677968183593,21
5,5,0.4758014110656776,21
5,6,0.3399117077731675,21
5,7,0.2593920592095435,21
5,8,0.17716775050258526,21
5,9,0.11341159021498329,21
5,10,0.09306401598931656,21
5,11,0.07262053317936572,21
5,12,0.056017723976700566,21
5,13,0.037766168671498165,21
5,14,0.03349291061577281,21
5,15,0.025385780467354804,21
5,16,0.00967906968243659,21
5,17,0.00557248995517266,21
5,18,0.0014950596099935734,21
5,19,1.0000000000680398e-06,21
5,20,9.999999999841583e-07,21
6,0,2.1312575787729164,21
6,1,2.088150645934577,21
6,2,1.2926954840941431,21
6,3,0.9786383053502682,21
6,4,0.6138037479887097,21
6,5,0.4119266862469404,21
6,6,0.19520742160442092,21
6,7,0.14976714531696864,21
6,8,0.11452559351507348,21
6,9,0.08243483310974926,21
6,10,0.06874733819836737,21
6,11,0.05818862622873563,21
6,12,0.04703090046650734,21
6,13,0.041819601064262704,21
6,14,0.031681044834677416,21
6,15,0.022340139767237064,21
6,16,0.016333030145400582,21
6,17,0.009044152390145095,21
6,18,0.005325330280556986,21
6,19,0.0014634275560637864,21
6,20,0.000674259594925935,21
7,0,11.286603225855517,21
7,1,2.433166064080859,21
7,2,2.0512973452104903,21
7,3,1.250431946078881,21
7,4,0.6132070475008616,21
7,5,0.4704384648932058,21
7,6,0.27912553244477795,21
7,7,0.17240510564328718,21
7,8,0.1457940947025691,21
7,9,0.09379395671708775,21
7,10,0.075237690803278,21
7,11,0.06112135540286293,21
7,12,0.050083920133112664,21
7,13,0.03780041532843747,21
7,14,0.030730693647911717,21
7,15,0.02952078095043605,21
7,16,0.024167419897173734,21
7,17,0.020267892753253282,21
7,18,0.013302584773380248,21
7,19,0.01018428364441592,21
7,20,9.99999999950693e-07,21
