component_index,mean_determinant,mean_relative_volume,distance_to_global_mean,mean_vector_str,n_features
0,8.566458548824089e-57,4.584297103966243e-29,0.17410728917141982,"[0.2546628 ,0.59793572,0.71695433,0.89785035,1.09934976,1.13642746,
 0.34173191,0.42371033,0.53734012,0.74375746,0.93272629,1.13502876,
 0.78622072,0.56507031,0.42103882,0.38167234,0.81248047,0.68102347]",18
1,5.628104755396562e-58,8.765732122720526e-30,0.744724870095938,"[0.22620768,0.52075117,0.66499789,0.86996378,1.1039863 ,1.15057023,
 0.29111483,0.34841624,0.42688341,0.57765717,1.10087901,0.89032773,
 0.6233558 ,0.4558549 ,0.34783775,0.31887751,0.49223987,0.41927974]",18
2,5.0453248139775295e-57,3.182087741765758e-29,0.5874486105757746,"[0.20137669,0.55559571,0.69540904,0.88432243,1.10238574,1.14479393,
 0.26084933,0.31820344,0.40722923,0.5979219 ,1.05783077,0.98911802,
 0.68101451,0.47636797,0.34554969,0.30986415,0.63113398,0.54301672]",18
