,component_0,component_1,component_2,component_3,component_4,component_5
component_0,0.0,2.033755397171038,9.238257194881198,3.9409329181616273,1.8670578090851433,2.1564150252885668
component_1,2.033755397171038,0.0,8.465879002535258,3.4874309368817893,0.9503018516212842,1.3210691178767144
component_2,9.238257194881198,8.465879002535258,0.0,6.74135772760836,8.42119691878115,8.102415776858235
component_3,3.9409329181616273,3.4874309368817893,6.74135772760836,0.0,3.137721119498822,3.307230578942164
component_4,1.8670578090851433,0.9503018516212842,8.42119691878115,3.137721119498822,0.0,0.719198791136256
component_5,2.1564150252885668,1.3210691178767144,8.102415776858235,3.307230578942164,0.719198791136256,0.0
