,component_0,component_1,component_2,component_3,component_4,component_5,component_6,component_7
component_0,0.0,0.9817682945571187,1.4011450725389438,0.2790909246252867,0.9462715595799988,0.11791061550869508,0.8730332489567764,1.4871727363379104
component_1,0.9817682945571187,0.0,0.9591485038953145,1.0863944789435855,0.14261027219515054,0.9804019353403602,1.4405121144574615,1.022510830653052
component_2,1.4011450725389438,0.9591485038953145,0.0,1.4851686734234812,0.978970393665516,1.3991600242804296,1.7844361972889926,0.32371928072132494
component_3,0.2790909246252867,1.0863944789435855,1.4851686734234812,0.0,1.0487293218549822,0.23986118269074208,0.7714812481336699,1.6183297470749667
component_4,0.9462715595799988,0.14261027219515054,0.978970393665516,1.0487293218549822,0.0,0.9562437217924901,1.3910745774648647,1.0413566828347909
component_5,0.11791061550869508,0.9804019353403602,1.3991600242804296,0.23986118269074208,0.9562437217924901,0.0,0.864494216334687,1.500483354648825
component_6,0.8730332489567764,1.4405121144574615,1.7844361972889926,0.7714812481336699,1.3910745774648647,0.864494216334687,0.0,1.9119150957691866
component_7,1.4871727363379104,1.022510830653052,0.32371928072132494,1.6183297470749667,1.0413566828347909,1.500483354648825,1.9119150957691864,0.0
