component_index,eigenvalue_index,mean_eigenvalue,std_dev_eigenvalue,n_features
0,0,5.704970232572126,6.268258730052285,18
0,1,1.4062250304516968,1.980123426288667,18
0,2,0.3028553032576798,0.38691726753914113,18
0,3,0.10894539667006733,0.08549766737832971,18
0,4,0.03622183277322408,0.026249988598751054,18
0,5,0.01616114869927269,0.01415629844705585,18
0,6,0.008832451225473988,0.008756429512273739,18
0,7,0.003525875485288504,0.0028324118146503753,18
0,8,0.0023181151411516077,0.0020652702474298085,18
0,9,0.0013636632638556851,0.0012787394265610166,18
0,10,0.0008402926911611378,0.0008979194922898607,18
0,11,0.00041996398417013463,0.00047974656259266904,18
0,12,0.00010070766721277438,0.00014684185623373275,18
0,13,4.340907587513911e-05,5.429250138594408e-05,18
0,14,2.0256819688862993e-05,3.183196240030641e-05,18
0,15,7.314414338283408e-06,9.244706233806985e-06,18
0,16,4.368493742726618e-06,6.919780269633248e-06,18
0,17,9.999999991376776e-07,1.5367625651664515e-15,18
1,0,3.2150543456228595,5.590022324830533,18
1,1,0.8670210481237712,1.1635102011654306,18
1,2,0.2875350444526198,0.35674155368426275,18
1,3,0.10660325850236334,0.12758624855707576,18
1,4,0.03778097315671771,0.02939970735896289,18
1,5,0.019839341341473186,0.015264434606764769,18
1,6,0.011072572779524965,0.006922004914282626,18
1,7,0.005864224359942763,0.003815434179689927,18
1,8,0.0037911475987964884,0.002181064670049689,18
1,9,0.002250129694710951,0.0012827240712697664,18
1,10,0.0014091010037718705,0.0007774402419921442,18
1,11,0.0007213803845977826,0.0004089427165473509,18
1,12,0.00021548328007563048,0.00019366375895019667,18
1,13,7.606969962365169e-05,5.429107933753814e-05,18
1,14,3.417249115438205e-05,2.6627527985953706e-05,18
1,15,1.4336183837648602e-05,1.180332221502142e-05,18
1,16,7.872579830047464e-06,7.995301611193053e-06,18
1,17,9.999999996788546e-07,8.340644885438408e-16,18
2,0,6.213335276229193,4.208598770644216,18
2,1,1.927575694173641,1.709238850337245,18
2,2,0.4449010603747897,0.35977612176972495,18
2,3,0.13905433560388358,0.10551870730608874,18
2,4,0.04643064295534885,0.03787411685136682,18
2,5,0.013005226936557599,0.011170944224735609,18
2,6,0.0042972840320621465,0.005639415564464231,18
2,7,0.002122301290896037,0.004155724349564204,18
2,8,0.00129943239652395,0.002474164509824525,18
2,9,0.0008302276042824019,0.0015037882484248552,18
2,10,0.000496770605728183,0.0008982051141814517,18
2,11,0.00032476648021994507,0.0006360663934003563,18
2,12,7.890481286211562e-05,0.0001909903809731368,18
2,13,1.5136404687449847e-05,2.4580556475413897e-05,18
2,14,7.72494704261119e-06,1.1830032805036016e-05,18
2,15,3.743149817680589e-06,5.986743609102361e-06,18
2,16,9.999999998635927e-07,2.0534093599157474e-16,18
2,17,9.99999999470586e-07,6.632122680216175e-16,18
3,0,5.236534035028383,3.9439159643785753,18
3,1,2.2125345186079124,1.4813045995622243,18
3,2,0.4352067623079656,0.37860781951313094,18
3,3,0.14290802454378254,0.13090163058416246,18
3,4,0.0644361081406472,0.07058373839463251,18
3,5,0.020031435274124817,0.021066780901808448,18
3,6,0.008392417833507974,0.008415485544406645,18
3,7,0.0038114483675063945,0.004482459222261345,18
3,8,0.002059574979683303,0.0027307522361599244,18
3,9,0.0008779628018589254,0.00117501635154542,18
3,10,0.0004157636651418072,0.0006586084956017246,18
3,11,0.00023454654310185998,0.00043357593426888156,18
3,12,7.903761436654192e-05,0.00015270877224002943,18
3,13,2.082659585879887e-05,3.801304341327217e-05,18
3,14,1.0505742463010637e-05,1.9728899843369242e-05,18
3,15,5.445199442048349e-06,9.61433395305626e-06,18
3,16,2.889748333143864e-06,4.649652582655141e-06,18
3,17,9.999999995628452e-07,5.705171148803653e-16,18
4,0,5.409708306136928,4.475423456208367,18
4,1,1.7663892086665818,1.8195285803099075,18
4,2,0.28796886491688567,0.2070442697651957,18
4,3,0.09314282672887354,0.09676024580913381,18
4,4,0.03615226954679522,0.03924431795590537,18
4,5,0.01589596211189418,0.017270558776317675,18
4,6,0.007372332889293144,0.0068692165231368655,18
4,7,0.002963341031880448,0.0036151381665115827,18
4,8,0.0020550014694412063,0.002670311927725075,18
4,9,0.001093196771220431,0.0017527079566996976,18
4,10,0.00045376265356694804,0.0007106773361771317,18
4,11,0.0002453882064104826,0.0004077861289621264,18
4,12,9.083342584496788e-05,0.0001890461214268985,18
4,13,2.6929885776014087e-05,5.173325251530847e-05,18
4,14,9.007338588990301e-06,2.242018267687835e-05,18
4,15,4.497407631326363e-06,8.917305141350186e-06,18
4,16,2.38934098437754e-06,5.3715433771212785e-06,18
4,17,9.999999995122439e-07,5.381380526812128e-16,18
5,0,5.432729180541112,4.882146485894716,18
5,1,1.2047822100314454,1.3144679807456794,18
5,2,0.35558795029396645,0.31303234280584374,18
5,3,0.11881312623809501,0.11890469862330465,18
5,4,0.0441082249444597,0.04155835505167552,18
5,5,0.02200437576617008,0.02089656393995499,18
5,6,0.008097257165373413,0.007307772726235797,18
5,7,0.004353917211949795,0.004429761909066126,18
5,8,0.0018385145111067761,0.0019013225348171502,18
5,9,0.0009196985905130161,0.0010387266851224484,18
5,10,0.0004528450271093479,0.0005505509003414638,18
5,11,0.00021396524246533973,0.0003600897985236297,18
5,12,5.441759442680203e-05,8.976131008461887e-05,18
5,13,1.9131440223620016e-05,3.2699916624700736e-05,18
5,14,6.0768029729439e-06,1.1315874561375335e-05,18
5,15,4.199073213671805e-06,8.743822673174233e-06,18
5,16,2.589856643492493e-06,5.120861070178371e-06,18
5,17,9.999999994110685e-07,8.953036060151006e-16,18
