component_index,eigenvalue_index,eigenvalue,n_features
0,0,3.2330722091713606,18
0,1,1.420129594685734,18
0,2,0.8840520313610614,18
0,3,0.5266976503759627,18
0,4,0.3198911406951273,18
0,5,0.1179383517749142,18
0,6,0.06852444828869297,18
0,7,0.06204860885835624,18
0,8,0.0414805527302665,18
0,9,0.02119748744984503,18
0,10,0.015933271440865912,18
0,11,0.011243211335407975,18
0,12,0.006480347851969789,18
0,13,0.004820282739163707,18
0,14,0.0024964124186796326,18
0,15,0.0011703371862203755,18
0,16,9.99999999995931e-07,18
0,17,9.999999999505578e-07,18
1,0,2.9327627631489754,18
1,1,1.520223076543678,18
1,2,0.917215580385905,18
1,3,0.6917816203977936,18
1,4,0.24921488984358053,18
1,5,0.19298238007240764,18
1,6,0.10665595096981188,18
1,7,0.06051066632224815,18
1,8,0.035803284634277115,18
1,9,0.02410106116775711,18
1,10,0.014670623203790758,18
1,11,0.01009489634573292,18
1,12,0.00856712533158444,18
1,13,0.0047512890356296985,18
1,14,0.0031640572727764838,18
1,15,0.0014439113227887436,18
1,16,0.00032884634447470217,18
1,17,0.00010192971642784284,18
2,0,8.682916535916528,18
2,1,1.2809069395630006,18
2,2,0.6485626165583462,18
2,3,0.2611496024020464,18
2,4,0.1976491357098925,18
2,5,0.08287768217227011,18
2,6,0.06286287122837218,18
2,7,0.02996018872369951,18
2,8,0.027042203264715403,18
2,9,0.01879542126311304,18
2,10,0.016350178209663623,18
2,11,0.012692550254491756,18
2,12,0.010108574457155439,18
2,13,0.006625221625147488,18
2,14,0.0036797162999173067,18
2,15,0.0028665524091515326,18
2,16,1.00000000000682e-06,18
2,17,9.999999999839042e-07,18
3,0,2.3732988784161737,18
3,1,1.010435260016892,18
3,2,0.5671435696616561,18
3,3,0.2905865699081717,18
3,4,0.09619841398981188,18
3,5,0.07119640649036324,18
3,6,0.03738679195997609,18
3,7,0.025338655337066363,18
3,8,0.012542254835375162,18
3,9,0.008313141592067736,18
3,10,0.005025593464716829,18
3,11,0.0037940865261328906,18
3,12,0.0031491544931714554,18
3,13,0.0026156434993279904,18
3,14,0.00035017208953235597,18
3,15,9.697882254986429e-05,18
3,16,3.436405613394667e-05,18
3,17,9.9999999998986e-07,18
4,0,4.692393139376615,18
4,1,1.9956685780592176,18
4,2,0.9865164907539054,18
4,3,0.6060873109943573,18
4,4,0.3760391082086925,18
4,5,0.10670100063830963,18
4,6,0.09682198989177311,18
4,7,0.08418734721720812,18
4,8,0.042744580789286314,18
4,9,0.022156859446966312,18
4,10,0.017419943765144306,18
4,11,0.013012552325419171,18
4,12,0.009703957200230566,18
4,13,0.008932453494910845,18
4,14,0.0042351813117801175,18
4,15,0.0014831559377420417,18
4,16,2.8681417050176032e-05,18
4,17,9.999999999632156e-07,18
5,0,1.36728343550778,18
5,1,0.8185874101679179,18
5,2,0.507047245769996,18
5,3,0.2379786091067803,18
5,4,0.11048338221980046,18
5,5,0.0735351665148214,18
5,6,0.029224651566102294,18
5,7,0.02648569162805465,18
5,8,0.02425874586667245,18
5,9,0.014234952432508975,18
5,10,0.009147523069685993,18
5,11,0.007505011236387666,18
5,12,0.0032147542245494418,18
5,13,0.0022876802153837007,18
5,14,0.0021352004959935243,18
5,15,0.00045299921161760955,18
5,16,1.0000000000295222e-06,18
5,17,9.999999999235813e-07,18
6,0,1.5691479947713955,18
6,1,0.9852507463601432,18
6,2,0.622768752165026,18
6,3,0.46023016193061184,18
6,4,0.17230995656070844,18
6,5,0.10274091805759224,18
6,6,0.05124397351690801,18
6,7,0.032313464008078455,18
6,8,0.01775677483616311,18
6,9,0.011166241885744336,18
6,10,0.008481638866241313,18
6,11,0.007443959381264847,18
6,12,0.004781551233295039,18
6,13,0.0017585550256997327,18
6,14,0.000945673683179891,18
6,15,0.0001023528033315635,18
6,16,6.573793947923023e-05,18
6,17,4.5919435048617125e-05,18
7,0,4.267620922331498,18
7,1,1.7017764244033435,18
7,2,0.8231430968439427,18
7,3,0.6392931282298692,18
7,4,0.3743121914122031,18
7,5,0.20087372244541654,18
7,6,0.13504651621057592,18
7,7,0.06484239003335943,18
7,8,0.042347798713719985,18
7,9,0.03245553364527309,18
7,10,0.018237172099069093,18
7,11,0.012496730079514988,18
7,12,0.006976864106389634,18
7,13,0.004441227863503647,18
7,14,0.003183661491641746,18
7,15,0.0006743506284018558,18
7,16,0.00021500207576544513,18
7,17,1.0000000000720153e-06,18
8,0,15.10877818280849,18
8,1,6.649257520533304,18
8,2,2.3709318608986587,18
8,3,1.0720519383783484,18
8,4,0.48236829608656806,18
8,5,0.19892765587889116,18
8,6,0.13807056522846356,18
8,7,0.08578844567433169,18
8,8,0.04461736602898864,18
8,9,0.04296586681003575,18
8,10,0.024534942479600745,18
8,11,0.014802460502655983,18
8,12,0.011698282397997507,18
8,13,0.007037474649626475,18
8,14,0.004005938999625169,18
8,15,0.0006562721049788462,18
8,16,0.0002907875779520431,18
8,17,1.0000000000443682e-06,18
9,0,6.736715248349685,18
9,1,3.809144410303718,18
9,2,1.6756853232735318,18
9,3,1.4473814140033234,18
9,4,0.7153360085709675,18
9,5,0.49004541742339763,18
9,6,0.2632224545561776,18
9,7,0.20167513134367582,18
9,8,0.08890257520140202,18
9,9,0.05961483494507008,18
9,10,0.04196500010443938,18
9,11,0.029048252309884854,18
9,12,0.020609421631028756,18
9,13,0.01360141335449081,18
9,14,0.008135669378785373,18
9,15,0.006307405117469615,18
9,16,0.0018305580324698512,18
9,17,0.0010568256278328573,18
10,0,1.2053422611251692,18
10,1,0.9125783650598043,18
10,2,0.6139610051825635,18
10,3,0.27406204594076955,18
10,4,0.17047572696293892,18
10,5,0.05752440333057789,18
10,6,0.0524153717418912,18
10,7,0.031067836844596207,18
10,8,0.025467895445186167,18
10,9,0.009782047312272897,18
10,10,0.0062667448276030584,18
10,11,0.0053085077889656615,18
10,12,0.004442925182390732,18
10,13,0.002032587659714567,18
10,14,0.0007692736274275579,18
10,15,0.00015241713438063695,18
10,16,3.2710062345315044e-05,18
10,17,2.456577335288219e-05,18
