component_index,eigenvalue_index,mean_eigenvalue,std_dev_eigenvalue,n_features
0,0,0.08344727302785296,0.03413980301025112,21
0,1,0.046248515737565624,0.02645012139595304,21
0,2,0.015143570791418967,0.004331099936879765,21
0,3,0.008687440278512034,0.004472913392690091,21
0,4,0.005997339341544727,0.0026498833438954,21
0,5,0.0038229184761294143,0.001771422561137501,21
0,6,0.002638988738493818,0.001082392117859719,21
0,7,0.0013701004026189902,0.0006065576192219248,21
0,8,0.0009595335344343826,0.0003587819751548824,21
0,9,0.0006926712417068668,0.0002382383834151288,21
0,10,0.0004132774382383018,0.00016769925730268794,21
0,11,0.00028938016185123825,9.8035670061314e-05,21
0,12,0.00019144847049522697,4.8058849747424714e-05,21
0,13,0.0001276825501907133,3.1152420571552596e-05,21
0,14,9.327825233531261e-05,3.5754646180817333e-05,21
0,15,4.28167656656713e-05,1.251804709494974e-05,21
0,16,2.41717385426815e-05,6.554026481402197e-06,21
0,17,1.6283889392705554e-05,5.523475152253291e-06,21
0,18,1.0752608341650144e-05,3.473871907241984e-06,21
0,19,7.064909018348551e-06,3.5343218678376262e-06,21
0,20,2.7764153520379005e-06,1.3457696462289832e-06,21
1,0,0.2389747224460755,0.17582988866952118,21
1,1,0.06561106512020806,0.03245577200351388,21
1,2,0.02271586765548199,0.015958886934405357,21
1,3,0.013517429251659854,0.008679839275292683,21
1,4,0.007419558693708149,0.0045241747657050945,21
1,5,0.004038976623164953,0.002272615545219364,21
1,6,0.002756408479247765,0.0015945963506685302,21
1,7,0.001526838805000401,0.0010029014593842414,21
1,8,0.0009912311962285265,0.0006299695770937108,21
1,9,0.0006301339280723634,0.0004410313892837395,21
1,10,0.00036539411787412507,0.00027538593906023496,21
1,11,0.0002359404018650051,0.00018825420593889913,21
1,12,0.0001309661151836454,0.00010174104004450485,21
1,13,8.439683350052734e-05,6.605521059197649e-05,21
1,14,5.8926991771262986e-05,5.347276778763183e-05,21
1,15,2.6973822137257247e-05,2.232376583676384e-05,21
1,16,1.4454777588544888e-05,1.2102186086670709e-05,21
1,17,7.609653098590328e-06,7.1376937077529035e-06,21
1,18,5.024876768200083e-06,5.468042720813962e-06,21
1,19,2.840606537493516e-06,3.0550470938507235e-06,21
1,20,1.4539369453682762e-06,9.22044299983834e-07,21
2,0,0.197207943451762,0.14432267096251425,21
2,1,0.03196650909881401,0.021098288539084204,21
2,2,0.013799957013649134,0.015015748318007453,21
2,3,0.006230349407838333,0.006755386825692848,21
2,4,0.003256246173892739,0.002942467813253586,21
2,5,0.002285497611174311,0.002375394158968269,21
2,6,0.0015372213059423338,0.0016819534216244783,21
2,7,0.0008894160215889759,0.001054614002952997,21
2,8,0.0005761599250032932,0.0006579681464304922,21
2,9,0.00033967166580008016,0.0003845937276573174,21
2,10,0.00020434657616114478,0.00023198855929989823,21
2,11,0.0001462935493652253,0.0001722378225082017,21
2,12,9.320202372675105e-05,0.00010189540581690776,21
2,13,6.450114484381026e-05,6.491941042826659e-05,21
2,14,4.593681227272885e-05,4.941540516557361e-05,21
2,15,1.897395052023157e-05,1.9427634980743925e-05,21
2,16,1.189106109638967e-05,1.2252579273331236e-05,21
2,17,7.31283917125877e-06,7.088486864962519e-06,21
2,18,5.325225726478815e-06,4.970777536396824e-06,21
2,19,3.0962655769879318e-06,2.7849557964613485e-06,21
2,20,1.6100626001999823e-06,8.775427164941383e-07,21
