component_index,mean_determinant,mean_relative_volume,distance_to_global_mean,mean_vector_str,n_features
0,3.2373366967329885e-55,2.349260489426142e-28,1.1884582042891827,"[-0.11854557, 0.29366416, 0.26964267, 0.18199917, 0.21210156, 0.23857233,
  0.24682926, 0.50915178, 6.36134089, 0.18364076, 0.18734015, 0.19522978,
  0.7399929 ,-0.16412127, 2.07625001, 0.08490907, 0.17691527, 0.1876018 ,
  0.18701149, 0.47971681, 0.48164887]",21
1,7.951299947823573e-54,6.414066102974878e-28,1.091576931127879,"[ 0.07800752, 0.10473986, 0.0292161 ,-0.27160367, 0.05892989, 0.18187375,
  0.20972866, 0.69603722, 5.91911062,-0.28079771,-0.27994782,-0.26766454,
 -0.41415031, 0.17996686, 3.0639363 ,-0.09198278,-0.06147844,-0.15852998,
 -0.19320335, 0.2430219 , 0.24308751]",21
2,1.0775230562653808e-53,7.372047653512527e-28,8.457474739419174,"[ 1.17896058,-1.94531115,-2.20536471,-1.03574922,-1.93322756,-0.60775858,
 -0.47790953,-1.6756917 , 1.05684599,-1.0085605 ,-0.99965855,-1.05659415,
 -0.30538385,-0.36590842, 0.91640699,-1.24903304,-1.38408719,-1.31959168,
 -1.26354048,-2.41328596,-2.42483635]",21
3,1.354208223197348e-60,3.0953261217934195e-31,3.270397901967845,"[ 0.66995538,-0.65183376,-0.96109003,-0.280695  ,-0.28812921, 0.13798144,
  0.18881511, 0.06292213, 4.20356372,-0.25490592,-0.22630792,-0.26764714,
  1.77542939, 0.42828022, 3.47355231, 0.09478677,-0.15951263,-0.23986216,
 -0.28501589,-0.67303318,-0.68744098]",21
4,1.1702991836628798e-57,1.0147296941452898e-29,1.2558739669208707,"[ 3.24304425e-01, 9.17470954e-02,-5.20514128e-02,-3.99617221e-01,
  1.28435466e-01, 2.61035213e-01, 2.87852805e-01, 8.94810069e-01,
  5.90528529e+00,-3.93162936e-01,-3.82267421e-01,-3.85586650e-01,
  3.47198800e-01, 2.59848111e-01, 2.76569472e+00, 5.83465822e-03,
 -1.72286730e-01,-2.59652565e-01,-3.04765743e-01, 2.95942597e-01,
  2.98281343e-01]",21
5,9.759029109524875e-57,2.39710515548342e-29,1.6339966297882287,"[ 0.37255405, 0.02819596,-0.12455925,-0.55966368, 0.0698055 , 0.25649449,
  0.28953614, 0.73101474, 5.90528529,-0.55386092,-0.5379199 ,-0.54945226,
  0.23908506, 0.40252663, 2.26274084,-0.16328224,-0.29646571,-0.40423704,
 -0.45562921, 0.28799852, 0.29068477]",21
