component_index,eigenvalue_index,eigenvalue,n_features
0,0,0.000903340210282315,3
0,1,3.293494022539036e-05,3
0,2,2.941006333122739e-05,3
1,0,0.00045946779035450414,3
1,1,3.188437892810857e-05,3
1,2,2.003986606061706e-05,3
2,0,0.0008318894360831543,3
2,1,6.069115829769009e-05,3
2,2,3.160616131229743e-05,3
