component_index,mean_determinant,mean_relative_volume,distance_to_global_mean,mean_vector_str,n_features
0,7.117092052942413e-68,1.5049957016386605e-34,0.13346901249443152,"[0.1549074 ,0.70249328,0.78818535,0.87020761,0.99134269,1.01977908,
 0.21973325,0.3037246 ,0.45851738,0.75191579,0.86478839,0.96942141,
 0.74964585,0.5003462 ,0.31880319,0.27514505,0.70669154,0.69154685]",18
1,6.521181917861059e-68,1.241675049129775e-34,1.1364940388030105,"[0.06630441,0.56667269,0.66626574,0.77108579,0.54667052,0.56196156,
 0.09178515,0.12525945,0.18817842,0.33774284,0.81807551,0.59864618,
 0.39861951,0.24230678,0.14614655,0.12412365,0.36863687,0.36293771]",18
2,7.481290654347731e-69,4.1939756808609284e-35,0.892108160410976,"[0.11076385,0.5818461 ,0.68275895,0.78359899,0.5990069 ,0.61607298,
 0.15526016,0.21146796,0.31112396,0.48040129,0.81495139,0.66268751,
 0.482932  ,0.32044635,0.21106789,0.18555499,0.38510514,0.37635236]",18
