component_index,mean_determinant,mean_relative_volume,distance_to_global_mean,mean_vector_str,n_features
0,6.909279400340204e-24,9.423068602716684e-13,1.5129951379716309,"[-0.31554609,-0.41319311,-0.27047428,-0.24862622,-0.04685809, 0.05743995,
 -0.36280811,-0.40406413,-0.43900266,-0.4260115 , 0.29574993,-0.44214903,
 -0.41207222,-0.39930636,-0.37756284,-0.369895  ,-0.42640755,-0.36860695]",18
1,8.113389133241576e-26,1.240126524478004e-13,1.8501334246448795,"[-0.34249316,-0.43230536,-0.20686427,-0.13690561, 0.17763539, 0.24197101,
 -0.39590957,-0.44386077,-0.49545788,-0.5186273 , 0.54708468,-0.52693034,
 -0.48634625,-0.56683998,-0.49449607,-0.46103441,-0.54738306,-0.45546635]",18
2,4.2087758282048215e-26,7.139238476187205e-14,4.0691556318012845,"[-0.91804999,-0.76394417,-0.1863819 , 0.06123693, 0.54782978, 0.70064588,
 -1.03150137,-1.14223361,-1.25496673,-1.17579056, 1.38156262,-0.92226778,
 -0.91585523,-1.19060033,-1.13797178,-1.0911794 ,-0.95844681,-0.74571278]",18
