,component_0,component_1,component_2,component_3,component_4,component_5
component_0,0.0,3.8532706620025445,6.251036743474938,2.012238119897901,2.839965909808823,3.3488762712112474
component_1,3.8532706620025445,0.0,4.198723713136458,3.254128403668873,2.9798624843731236,2.7174280318697903
component_2,6.251036743474938,4.198723713136458,0.0,5.209581424959314,5.261731300885273,4.6589487451929745
component_3,2.012238119897901,3.254128403668873,5.209581424959314,0.0,3.1050233237278992,1.8263780590210297
component_4,2.839965909808823,2.9798624843731236,5.261731300885273,3.1050233237278992,0.0,3.1127109669105057
component_5,3.3488762712112474,2.7174280318697903,4.6589487451929745,1.8263780590210297,3.1127109669105057,0.0
