component_index,mean_determinant,std_dev_determinant,mean_relative_volume,n_features
0,2.9301243899887375e-19,1.2500528691421362e-18,1.527416181364951e-10,21
1,2.2850656172842485e-20,7.618948879827775e-20,5.944253223972553e-11,21
2,2.613071052660603e-23,5.366812217784071e-23,2.858716050400248e-12,21
