component_index,determinant,relative_volume,n_features
0,2.151299607195874e-05,0.0046382104385159955,3
1,0.12172089759448486,0.3488852212325493,3
2,7.338326863507477e-05,0.008566403483088732,3
3,4.3412253647825213e-07,0.0006588797587407372,3
4,5.463366619453349e-08,0.00023373845681559012,3
