component_index,eigenvalue_index,mean_eigenvalue,std_dev_eigenvalue,n_features
0,0,8.385099382245558,4.504264265670151,21
0,1,3.3968892867349423,1.3474368052167538,21
0,2,1.8122374755984694,0.5430842553877744,21
0,3,1.1724595403306652,0.34412625396422464,21
0,4,0.8126357382817865,0.23296246029774786,21
0,5,0.5292524723833578,0.13919162811836697,21
0,6,0.34564191705205216,0.12004707512662353,21
0,7,0.2584420681553832,0.0933491679051398,21
0,8,0.19858325638129184,0.0665065688968211,21
0,9,0.14771987364816402,0.05420563800337694,21
0,10,0.11368452030494047,0.03607208166291415,21
0,11,0.0775068958525333,0.025017958932505465,21
0,12,0.054058120981159655,0.017828122400115318,21
0,13,0.035613558168733454,0.013554979027027611,21
0,14,0.023268243690031457,0.00853899343081127,21
0,15,0.014579835105871602,0.005204836009659388,21
0,16,0.00951404888314348,0.00398007297516188,21
0,17,0.00628289814996386,0.0032785696681555112,21
0,18,0.0037934237916492594,0.002171621886427626,21
0,19,0.0024273821892360063,0.0018678117436084418,21
0,20,0.0009505914493318481,0.001065365393223354,21
1,0,11.028850076492402,5.304480380168689,21
1,1,4.858687229807574,2.0980936322097867,21
1,2,2.172732429645405,0.7771465342079267,21
1,3,1.4050336847209752,0.494291178126605,21
1,4,0.8490165802787561,0.28005769755881427,21
1,5,0.49356218612326,0.26377695734232287,21
1,6,0.2817278727898902,0.15970737365519663,21
1,7,0.165458305151545,0.11614844601565205,21
1,8,0.11515555285113663,0.08780122262970419,21
1,9,0.0813690735852238,0.0730040713902393,21
1,10,0.06231991808978625,0.05699655618521709,21
1,11,0.044639681994629185,0.0431848721244384,21
1,12,0.02692699472993665,0.02725347529030853,21
1,13,0.017404963149319694,0.017432609656656047,21
1,14,0.009962462855046645,0.010052593523044438,21
1,15,0.0065727798540981056,0.007316047905273444,21
1,16,0.004939868808743618,0.005752133106977303,21
1,17,0.00340464355078183,0.0040461252004790295,21
1,18,0.0017494729952915737,0.0020295455483913686,21
1,19,0.0010742905771567884,0.0014346929467528272,21
1,20,0.0004233893966062068,0.0006336805319843237,21
2,0,10.53098771784138,6.997326213689625,21
2,1,5.034302078837882,2.032883857828212,21
2,2,2.3285468176321493,0.9453207961287524,21
2,3,1.2484442183674753,0.4346116941881388,21
2,4,0.7513739116344267,0.27351102394647087,21
2,5,0.4526832057574272,0.2285771060896091,21
2,6,0.25253525861475506,0.18542294678034843,21
2,7,0.1623264891581297,0.12791554651534595,21
2,8,0.11387018305698353,0.09135860817215469,21
2,9,0.08448972420753678,0.06834594860889649,21
2,10,0.057073426638573545,0.05186895187124841,21
2,11,0.04117852660604054,0.040261880672032416,21
2,12,0.0249822315148538,0.02381641152348569,21
2,13,0.018182951999349394,0.017623434500289,21
2,14,0.01162864737152901,0.011738989894400288,21
2,15,0.0070663786156282635,0.006666403748149805,21
2,16,0.004251657053335256,0.004091706275037926,21
2,17,0.002970581551274208,0.0030615570865142904,21
2,18,0.001676340734044096,0.0017356138852726553,21
2,19,0.001012619362526267,0.0011637004896948764,21
2,20,0.0003905108411667834,0.0005383229494612413,21
