component_index,eigenvalue_index,eigenvalue,n_features
0,0,4.054367277403023,21
0,1,2.557000306047635,21
0,2,2.163898860432644,21
0,3,0.9449333380206008,21
0,4,0.7788899249489454,21
0,5,0.3547125470117123,21
0,6,0.29579640387565864,21
0,7,0.15407300917663305,21
0,8,0.09020506660293347,21
0,9,0.08572251426118054,21
0,10,0.07424702105683291,21
0,11,0.0395850753394389,21
0,12,0.0279370315703429,21
0,13,0.025716915992514165,21
0,14,0.01873116348687334,21
0,15,0.014299056577544824,21
0,16,0.010373159813013002,21
0,17,0.006437659882451788,21
0,18,0.002128656455610546,21
0,19,1.000000000009814e-06,21
0,20,9.99999999987253e-07,21
1,0,3.3608537828626406,21
1,1,2.2722783093974472,21
1,2,1.467152442288894,21
1,3,1.060371415064818,21
1,4,0.6171677002749676,21
1,5,0.4408161876665264,21
1,6,0.24800685256657784,21
1,7,0.16702882826250823,21
1,8,0.13517360575722623,21
1,9,0.09637898516284231,21
1,10,0.06325800488419378,21
1,11,0.043089355689010914,21
1,12,0.03610810705264226,21
1,13,0.024468474158626474,21
1,14,0.020357053624036087,21
1,15,0.011134339554386271,21
1,16,0.006272760392941345,21
1,17,0.004358357269603831,21
1,18,0.001057839440798391,21
1,19,8.240517483354382e-05,21
1,20,9.999999998845568e-07,21
2,0,1.833884989991832,21
2,1,1.4048697975861695,21
2,2,0.781846144587397,21
2,3,0.6196786789578959,21
2,4,0.45817729359200454,21
2,5,0.2790300640198136,21
2,6,0.1283145867619351,21
2,7,0.07106446782548521,21
2,8,0.04379868679153516,21
2,9,0.03572363903004346,21
2,10,0.028756565327649725,21
2,11,0.023301135503342202,21
2,12,0.014029076648695422,21
2,13,0.010263560231979281,21
2,14,0.005964706374494937,21
2,15,0.0042296075258588485,21
2,16,0.0030638847713875014,21
2,17,0.001328847169791163,21
2,18,0.0006949158545621388,21
2,19,0.00014583596096842696,21
2,20,5.724743018696607e-05,21
3,0,1.7827540859091353,21
3,1,1.5444451434341586,21
3,2,0.9507926887929422,21
3,3,0.6808396021133729,21
3,4,0.38625538573828244,21
3,5,0.23293963008432916,21
3,6,0.12311103278921263,21
3,7,0.06235675978551196,21
3,8,0.049027598400811015,21
3,9,0.04432827769497611,21
3,10,0.02445315044738731,21
3,11,0.022409363317278077,21
3,12,0.012359466774259087,21
3,13,0.0106518571420728,21
3,14,0.009466230226840728,21
3,15,0.004951553205864403,21
3,16,0.0023590382619203655,21
3,17,0.0010813286381545304,21
3,18,0.00036942192869961253,21
3,19,8.772084348241641e-05,21
3,20,3.9018936093507266e-05,21
4,0,1.6556819599565684,21
4,1,1.2577054169285284,21
4,2,0.7913266876382554,21
4,3,0.37287017385566656,21
4,4,0.30132841046941233,21
4,5,0.12967998636012065,21
4,6,0.09804739719839668,21
4,7,0.07681136869774723,21
4,8,0.03200759139853636,21
4,9,0.026066080805275147,21
4,10,0.01757204742252501,21
4,11,0.011884340895742626,21
4,12,0.011155849368935097,21
4,13,0.006348479065574468,21
