component_index,eigenvalue_index,eigenvalue,n_features
4,14,0.0035679249618771375,21
4,15,0.0021531797707083525,21
4,16,0.0020270029783647837,21
4,17,0.00026866511142177525,21
4,18,7.76280458461216e-05,21
4,19,5.332629080939013e-05,21
4,20,1.0000000000025993e-06,21
5,0,3.0535226567096307,21
5,1,1.4709072995304862,21
5,2,0.8709621180620689,21
5,3,0.429504602427403,21
5,4,0.3273297770584666,21
5,5,0.20444581638750273,21
5,6,0.1255976997292221,21
5,7,0.0708451675418253,21
5,8,0.052289944895484095,21
5,9,0.040032421001672674,21
5,10,0.023799441853310288,21
5,11,0.018446061066729982,21
5,12,0.015126769395171975,21
5,13,0.01378601035476572,21
5,14,0.009768715997820778,21
5,15,0.00777198078249227,21
5,16,0.0030952233303718165,21
5,17,0.0021398945333179114,21
5,18,0.00046838372653253623,21
5,19,1.0000000000048452e-06,21
5,20,9.999999999919508e-07,21
6,0,13.374095843836136,21
6,1,4.84255485927727,21
6,2,2.0319503626317306,21
6,3,0.7891321092747499,21
6,4,0.6030855478468431,21
6,5,0.24200887185720826,21
6,6,0.14582594636995277,21
6,7,0.04341972133017173,21
6,8,0.02831413257504163,21
6,9,0.015616663087340582,21
6,10,0.009591406553252371,21
6,11,0.009326503053842247,21
6,12,0.001598048423457798,21
6,13,1.000000000165871e-06,21
6,14,1.0000000001028088e-06,21
6,15,1.0000000000612123e-06,21
6,16,1.0000000000003165e-06,21
6,17,9.99999999983304e-07,21
6,18,9.999999999331413e-07,21
6,19,9.999999997619452e-07,21
6,20,9.999999996283844e-07,21
7,0,3.8070951335701575,21
7,1,2.5170130319161137,21
7,2,1.0586050230611788,21
7,3,0.7130799042991183,21
7,4,0.5621877750148778,21
7,5,0.2983381082521884,21
7,6,0.26593978272531066,21
7,7,0.10309403535034234,21
7,8,0.07302460438862843,21
7,9,0.0601608876643439,21
7,10,0.04202391101559937,21
7,11,0.03310113275939458,21
7,12,0.017650999215476526,21
7,13,0.014930019014592972,21
7,14,0.013535395281523808,21
7,15,0.008942288946047955,21
7,16,0.00523267000455693,21
7,17,0.002657801393010162,21
7,18,0.0015258661799996067,21
7,19,9.956866685947257e-05,21
7,20,1.0000000000252862e-06,21
8,0,1.606466676575246,21
8,1,1.2316890736219521,21
8,2,0.7137867365536206,21
8,3,0.4015514350711445,21
8,4,0.2988416646701237,21
8,5,0.1853606865643114,21
8,6,0.12192323143327523,21
8,7,0.06666141915909023,21
8,8,0.0443719255867978,21
8,9,0.022027927259312234,21
8,10,0.01781423411018638,21
8,11,0.013287378415123816,21
8,12,0.008468694629672539,21
8,13,0.0065868503210936786,21
8,14,0.004249129414608733,21
8,15,0.003729195932217973,21
8,16,0.001996224967563144,21
8,17,0.0011792436917378833,21
8,18,0.00014459872952429364,21
8,19,4.5161462645244756e-05,21
8,20,2.4684712708210153e-05,21
9,0,7.578693045662703,21
9,1,4.614542741012077,21
9,2,2.494348466307069,21
9,3,1.9075363007855561,21
9,4,1.4599143028343187,21
9,5,1.0088918988649882,21
9,6,0.46444512032410284,21
9,7,0.3396905355543009,21
9,8,0.24138463356934664,21
9,9,0.14485163064778114,21
9,10,0.08124447854524351,21
9,11,0.06577977627472706,21
9,12,0.03905510743886344,21
9,13,0.028558527370220074,21
9,14,0.0248955310336489,21
9,15,0.016353421416443463,21
9,16,0.01163064095770116,21
9,17,0.00770157779351145,21
9,18,0.0055701476170951225,21
9,19,0.004210024260231501,21
9,20,0.0015363042261439727,21
10,0,2.4369516343173165,21
10,1,1.7755851783358634,21
10,2,0.995423206444237,21
10,3,0.7815028325912693,21
10,4,0.5921866267545073,21
10,5,0.36209436128325423,21
10,6,0.12725953549007152,21
10,7,0.09057513642467739,21
10,8,0.05696721878988689,21
10,9,0.05226258095807212,21
10,10,0.048209840697045425,21
10,11,0.022331648007592787,21
10,12,0.014007148989810378,21
10,13,0.01163551541336025,21
10,14,0.007927260705421034,21
10,15,0.006136747016876011,21
10,16,0.004950360539184744,21
10,17,0.0025133168245592176,21
10,18,0.0007015811206676809,21
10,19,3.051951029638222e-05,21
10,20,9.999999999927602e-07,21
