component_index,mean_determinant,mean_relative_volume,distance_to_global_mean,mean_vector_str,n_features
0,2.0292590568784032e-17,1.7376985278653917e-09,1.4470633737656866,"[-0.31154772,-0.28563556,-0.12117286,-0.02758654, 0.21479054, 0.26034424,
 -0.33327828,-0.32428805,-0.32523386,-0.36435656, 0.46275118,-0.2648005 ,
 -0.29500236,-0.30227749,-0.38517193,-0.3826342 ,-0.69856219,-0.67175785]",18
1,2.7130969421287077e-18,8.303625963913315e-10,3.3526718184067748,"[-0.28822626,-0.72382442,-0.8023955 ,-0.36200852, 0.18621014, 0.45691467,
 -0.32828997,-0.3847102 ,-0.48025236,-0.63111376, 0.67178458,-0.7848979 ,
 -0.70885099,-0.58224178,-0.47398688,-0.43132235,-1.94623424,-1.9338885 ]",18
2,2.8551107720270947e-19,3.139694612495058e-10,2.979428034788269,"[-0.48485966,-0.65483211,-0.50167694,-0.20513618, 0.26164487, 0.39636283,
 -0.52431588,-0.55542482,-0.61585548,-0.64772585, 0.6640301 ,-0.6431563 ,
 -0.67183265,-0.75124513,-0.65942047,-0.62846347,-1.50184609,-1.48504886]",18
