Aggregator,AURC,AURC_std,EAURC,EAURC_std
Threshold 0.3,0.06167151314932529,0.010825123128357986,0.02558656094254027,0.006803691165580055
Quantile fg. ratio,0.07895274154957635,0.015285151269851941,0.042867789342791326,0.011270792478018979
Quantile 0.9,0.08777048404151672,0.018717595761113162,0.05168553183473168,0.015306716331010278
Threshold 0.5,0.08800425830112693,0.01843491722530069,0.0519193060943419,0.013940748498043071
Quantile 0.75,0.09305146097090435,0.019790823967198695,0.05696650876411931,0.016372942504897403
Quantile 0.6,0.09491077925112526,0.02003966417495917,0.058825827044340244,0.016554637554812457
Mean,0.09749490786639839,0.0210267788876875,0.061409955659613366,0.01758575603269663
Imbalance-w. class avg.,0.11030952012319996,0.025586991225767502,0.07422456791641492,0.021954412920588574
Equally-w. class avg.,0.11030952012319996,0.025586991225767502,0.07422456791641492,0.021954412920588574
GMM_pixel,0.1125956823574131,0.01672512396353911,0.07651073015062808,0.01360052758197178
Patch 50,0.11340374112707423,0.03205121778294046,0.07731878892028919,0.02912077493359279
GMM,0.12081640227636432,0.01742487400361523,0.08473145006957931,0.014166784718976633
GMM_spatial,0.12471137947338463,0.02323354220925119,0.08862642726659962,0.020310656190932468
Patch 20,0.12542913219860968,0.03500154429361814,0.08934417999182466,0.03191657633819529
Patch 10,0.13959324293578299,0.03768744709547495,0.10350829072899795,0.0345918892248812
Threshold 0.7,0.14450056600474961,0.02434121694193207,0.10841561379796456,0.019484220041692746
