Coverage,Quantile fg. ratio (Mean Risk),Quantile fg. ratio (Std Dev),Threshold 0.7 (Mean Risk),Threshold 0.7 (Std Dev),Patch 20 (Mean Risk),Patch 20 (Std Dev),Patch 50 (Mean Risk),Patch 50 (Std Dev),Threshold 0.5 (Mean Risk),Threshold 0.5 (Std Dev),Patch 10 (Mean Risk),Patch 10 (Std Dev),Quantile 0.9 (Mean Risk),Quantile 0.9 (Std Dev),GMM (Mean Risk),GMM (Std Dev),GMM_pixel (Mean Risk),GMM_pixel (Std Dev),Quantile 0.75 (Mean Risk),Quantile 0.75 (Std Dev),Quantile 0.6 (Mean Risk),Quantile 0.6 (Std Dev),Mean (Mean Risk),Mean (Std Dev),Equally-w. class avg. (Mean Risk),Equally-w. class avg. (Std Dev),Threshold 0.3 (Mean Risk),Threshold 0.3 (Std Dev),GMM_spatial (Mean Risk),GMM_spatial (Std Dev),Imbalance-w. class avg. (Mean Risk),Imbalance-w. class avg. (Std Dev)
0.0,0.4044747138423104,0.0223774053772285,0.4163255252410226,0.014036919312593852,0.40542258647064766,0.02437835475188417,0.48222481892618047,0.027573502280686953,0.40168174518420496,0.032208402054833885,0.39246178583363645,0.03139969839179964,0.41224302658909184,0.03433902823093761,0.43328037312703904,0.03695409818712042,0.41407807036935257,0.036193366729934104,0.3946349515408285,0.029117992029416003,0.37553639326826277,0.03355501560940532,0.37684608798317765,0.03389869219648296,0.3997559239622456,0.0289666417672742,0.42992156434541,0.027447096747806037,0.4277562763003444,0.041627192677765025,0.42110577112878467,0.05404540733675114
0.013333333333333334,0.4044747138423104,0.0223774053772285,0.4163255252410226,0.014036919312593852,0.40542258647064766,0.02437835475188417,0.48222481892618047,0.027573502280686953,0.40168174518420496,0.032208402054833885,0.39246178583363645,0.03139969839179964,0.41224302658909184,0.03433902823093761,0.43328037312703904,0.03695409818712042,0.41407807036935257,0.036193366729934104,0.3946349515408285,0.029117992029416003,0.37553639326826277,0.03355501560940532,0.37684608798317765,0.03389869219648296,0.3997559239622456,0.0289666417672742,0.42992156434541,0.027447096747806037,0.4277562763003444,0.041627192677765025,0.42110577112878467,0.05404540733675114
0.02666666666666667,0.4044747138423104,0.0223774053772285,0.4163255252410226,0.014036919312593852,0.40542258647064766,0.02437835475188417,0.48222481892618047,0.027573502280686953,0.40168174518420496,0.032208402054833885,0.39246178583363645,0.03139969839179964,0.41224302658909184,0.03433902823093761,0.43328037312703904,0.03695409818712042,0.41407807036935257,0.036193366729934104,0.3946349515408285,0.029117992029416003,0.37553639326826277,0.03355501560940532,0.37684608798317765,0.03389869219648296,0.3997559239622456,0.0289666417672742,0.42992156434541,0.027447096747806037,0.4277562763003444,0.041627192677765025,0.42110577112878467,0.05404540733675114
0.04,0.4044747138423104,0.0223774053772285,0.4163255252410226,0.014036919312593852,0.40542258647064766,0.02437835475188417,0.48222481892618047,0.027573502280686953,0.40168174518420496,0.032208402054833885,0.39246178583363645,0.03139969839179964,0.41224302658909184,0.03433902823093761,0.43328037312703904,0.03695409818712042,0.41407807036935257,0.036193366729934104,0.3946349515408285,0.029117992029416003,0.37553639326826277,0.03355501560940532,0.37684608798317765,0.03389869219648296,0.3997559239622456,0.0289666417672742,0.42992156434541,0.027447096747806037,0.4277562763003444,0.041627192677765025,0.42110577112878467,0.05404540733675114
0.05333333333333334,0.4044747138423104,0.0223774053772285,0.4163255252410226,0.014036919312593852,0.40542258647064766,0.02437835475188417,0.48222481892618047,0.027573502280686953,0.40168174518420496,0.032208402054833885,0.39246178583363645,0.03139969839179964,0.41224302658909184,0.03433902823093761,0.43328037312703904,0.03695409818712042,0.41407807036935257,0.036193366729934104,0.3946349515408285,0.029117992029416003,0.37553639326826277,0.03355501560940532,0.37684608798317765,0.03389869219648296,0.3997559239622456,0.0289666417672742,0.42992156434541,0.027447096747806037,0.4277562763003444,0.041627192677765025,0.42110577112878467,0.05404540733675114
0.06666666666666667,0.4044747138423104,0.0223774053772285,0.4163255252410226,0.014036919312593852,0.40542258647064766,0.02437835475188417,0.48222481892618047,0.027573502280686953,0.40168174518420496,0.032208402054833885,0.39246178583363645,0.03139969839179964,0.41224302658909184,0.03433902823093761,0.43328037312703904,0.03695409818712042,0.41407807036935257,0.036193366729934104,0.3946349515408285,0.029117992029416003,0.37553639326826277,0.03355501560940532,0.37684608798317765,0.03389869219648296,0.3997559239622456,0.0289666417672742,0.42992156434541,0.027447096747806037,0.4277562763003444,0.041627192677765025,0.42110577112878467,0.05404540733675114
0.08,0.4044747138423104,0.0223774053772285,0.4163255252410226,0.014036919312593852,0.40542258647064766,0.02437835475188417,0.48222481892618047,0.027573502280686953,0.40168174518420496,0.032208402054833885,0.39246178583363645,0.03139969839179964,0.41224302658909184,0.03433902823093761,0.43328037312703904,0.03695409818712042,0.41407807036935257,0.036193366729934104,0.3946349515408285,0.029117992029416003,0.37553639326826277,0.03355501560940532,0.37684608798317765,0.03389869219648296,0.3997559239622456,0.0289666417672742,0.42992156434541,0.027447096747806037,0.4277562763003444,0.041627192677765025,0.42110577112878467,0.05404540733675114
0.09333333333333334,0.4044747138423104,0.0223774053772285,0.4163255252410226,0.014036919312593852,0.40542258647064766,0.02437835475188417,0.48222481892618047,0.027573502280686953,0.40168174518420496,0.032208402054833885,0.39246178583363645,0.03139969839179964,0.41224302658909184,0.03433902823093761,0.43328037312703904,0.03695409818712042,0.41407807036935257,0.036193366729934104,0.3946349515408285,0.029117992029416003,0.37553639326826277,0.03355501560940532,0.37684608798317765,0.03389869219648296,0.3997559239622456,0.0289666417672742,0.42992156434541,0.027447096747806037,0.4277562763003444,0.041627192677765025,0.42110577112878467,0.05404540733675114
0.10666666666666667,0.4044747138423104,0.0223774053772285,0.4163255252410226,0.014036919312593852,0.40542258647064766,0.02437835475188417,0.48222481892618047,0.027573502280686953,0.40168174518420496,0.032208402054833885,0.39246178583363645,0.03139969839179964,0.41224302658909184,0.03433902823093761,0.43328037312703904,0.03695409818712042,0.41407807036935257,0.036193366729934104,0.3946349515408285,0.029117992029416003,0.37553639326826277,0.03355501560940532,0.37684608798317765,0.03389869219648296,0.3997559239622456,0.0289666417672742,0.42992156434541,0.027447096747806037,0.4277562763003444,0.041627192677765025,0.42110577112878467,0.05404540733675114
0.12,0.4044747138423104,0.0223774053772285,0.4163255252410226,0.014036919312593852,0.40542258647064766,0.02437835475188417,0.48222481892618047,0.027573502280686953,0.40168174518420496,0.032208402054833885,0.39246178583363645,0.03139969839179964,0.41224302658909184,0.03433902823093761,0.43328037312703904,0.03695409818712042,0.41407807036935257,0.036193366729934104,0.3946349515408285,0.029117992029416003,0.37553639326826277,0.03355501560940532,0.37684608798317765,0.03389869219648296,0.3997559239622456,0.0289666417672742,0.42992156434541,0.027447096747806037,0.4277562763003444,0.041627192677765025,0.42110577112878467,0.05404540733675114
