Coverage,Quantile fg. ratio (Mean Risk),Quantile fg. ratio (Std Dev),Patch 10 (Mean Risk),Patch 10 (Std Dev),GMM (Mean Risk),GMM (Std Dev),GMM_pixel (Mean Risk),GMM_pixel (Std Dev),Patch 20 (Mean Risk),Patch 20 (Std Dev),GMM_spatial (Mean Risk),GMM_spatial (Std Dev),Patch 50 (Mean Risk),Patch 50 (Std Dev),Threshold 0.7 (Mean Risk),Threshold 0.7 (Std Dev),Threshold 0.5 (Mean Risk),Threshold 0.5 (Std Dev),Threshold 0.3 (Mean Risk),Threshold 0.3 (Std Dev),Equally-w. class avg. (Mean Risk),Equally-w. class avg. (Std Dev),Imbalance-w. class avg. (Mean Risk),Imbalance-w. class avg. (Std Dev),Mean (Mean Risk),Mean (Std Dev),Quantile 0.6 (Mean Risk),Quantile 0.6 (Std Dev),Quantile 0.75 (Mean Risk),Quantile 0.75 (Std Dev),Quantile 0.9 (Mean Risk),Quantile 0.9 (Std Dev)
0.0,0.15829578137397765,0.027971973751080983,0.15829578137397765,0.027971973751080983,0.1756762491464615,0.05417169556683509,0.21886152601242065,0.07896759829324278,0.21483575177192687,0.10179957756265667,0.21688182055950164,0.09668698625069881,0.33426529800891874,0.08313748454385092,0.33499597656726837,0.08712504119260889,0.32653813898563383,0.056382568833341244,0.11412516701221466,0.054979585128241915,0.10034467315673828,0.03323778874125185,0.13164828491210936,0.06908932312713069,0.16952160930633545,0.0868112196603694,0.12140475583076477,0.052682513631753344,0.07823269534111023,0.06156236177330293,0.13647789812088013,0.06381134280407058
0.009433962264150943,0.15829578137397765,0.027971973751080983,0.15829578137397765,0.027971973751080983,0.1756762491464615,0.05417169556683509,0.21886152601242065,0.07896759829324278,0.21483575177192687,0.10179957756265667,0.21688182055950164,0.09668698625069881,0.33426529800891874,0.08313748454385092,0.33499597656726837,0.08712504119260889,0.32653813898563383,0.056382568833341244,0.11412516701221466,0.054979585128241915,0.10034467315673828,0.03323778874125185,0.13164828491210936,0.06908932312713069,0.16952160930633545,0.0868112196603694,0.12140475583076477,0.052682513631753344,0.07823269534111023,0.06156236177330293,0.13647789812088013,0.06381134280407058
0.018867924528301886,0.15829578137397765,0.027971973751080983,0.15829578137397765,0.027971973751080983,0.1756762491464615,0.05417169556683509,0.21886152601242065,0.07896759829324278,0.21483575177192687,0.10179957756265667,0.21688182055950164,0.09668698625069881,0.33426529800891874,0.08313748454385092,0.33499597656726837,0.08712504119260889,0.32653813898563383,0.056382568833341244,0.11412516701221466,0.054979585128241915,0.10034467315673828,0.03323778874125185,0.13164828491210936,0.06908932312713069,0.16952160930633545,0.0868112196603694,0.12140475583076477,0.052682513631753344,0.07823269534111023,0.06156236177330293,0.13647789812088013,0.06381134280407058
0.02830188679245283,0.15829578137397765,0.027971973751080983,0.15829578137397765,0.027971973751080983,0.1756762491464615,0.05417169556683509,0.21886152601242065,0.07896759829324278,0.21483575177192687,0.10179957756265667,0.21688182055950164,0.09668698625069881,0.33426529800891874,0.08313748454385092,0.33499597656726837,0.08712504119260889,0.32653813898563383,0.056382568833341244,0.11412516701221466,0.054979585128241915,0.10034467315673828,0.03323778874125185,0.13164828491210936,0.06908932312713069,0.16952160930633545,0.0868112196603694,0.12140475583076477,0.052682513631753344,0.07823269534111023,0.06156236177330293,0.13647789812088013,0.06381134280407058
0.03773584905660377,0.15829578137397765,0.027971973751080983,0.15829578137397765,0.027971973751080983,0.1756762491464615,0.05417169556683509,0.21886152601242065,0.07896759829324278,0.21483575177192687,0.10179957756265667,0.21688182055950164,0.09668698625069881,0.33426529800891874,0.08313748454385092,0.33499597656726837,0.08712504119260889,0.32653813898563383,0.056382568833341244,0.11412516701221466,0.054979585128241915,0.10034467315673828,0.03323778874125185,0.13164828491210936,0.06908932312713069,0.16952160930633545,0.0868112196603694,0.12140475583076477,0.052682513631753344,0.07823269534111023,0.06156236177330293,0.13647789812088013,0.06381134280407058
0.04716981132075472,0.15829578137397765,0.027971973751080983,0.15829578137397765,0.027971973751080983,0.1756762491464615,0.05417169556683509,0.21886152601242065,0.07896759829324278,0.21483575177192687,0.10179957756265667,0.21688182055950164,0.09668698625069881,0.33426529800891874,0.08313748454385092,0.33499597656726837,0.08712504119260889,0.32653813898563383,0.056382568833341244,0.11412516701221466,0.054979585128241915,0.10034467315673828,0.03323778874125185,0.13164828491210936,0.06908932312713069,0.16952160930633545,0.0868112196603694,0.12140475583076477,0.052682513631753344,0.07823269534111023,0.06156236177330293,0.13647789812088013,0.06381134280407058
0.05660377358490566,0.15829578137397765,0.027971973751080983,0.15829578137397765,0.027971973751080983,0.1756762491464615,0.05417169556683509,0.21886152601242065,0.07896759829324278,0.21483575177192687,0.10179957756265667,0.21688182055950164,0.09668698625069881,0.33426529800891874,0.08313748454385092,0.33499597656726837,0.08712504119260889,0.32653813898563383,0.056382568833341244,0.11412516701221466,0.054979585128241915,0.10034467315673828,0.03323778874125185,0.13164828491210936,0.06908932312713069,0.16952160930633545,0.0868112196603694,0.12140475583076477,0.052682513631753344,0.07823269534111023,0.06156236177330293,0.13647789812088013,0.06381134280407058
0.0660377358490566,0.15829578137397765,0.027971973751080983,0.15829578137397765,0.027971973751080983,0.1756762491464615,0.05417169556683509,0.21886152601242065,0.07896759829324278,0.21483575177192687,0.10179957756265667,0.21688182055950164,0.09668698625069881,0.33426529800891874,0.08313748454385092,0.33499597656726837,0.08712504119260889,0.32653813898563383,0.056382568833341244,0.11412516701221466,0.054979585128241915,0.10034467315673828,0.03323778874125185,0.13164828491210936,0.06908932312713069,0.16952160930633545,0.0868112196603694,0.12140475583076477,0.052682513631753344,0.07823269534111023,0.06156236177330293,0.13647789812088013,0.06381134280407058
0.07547169811320754,0.15829578137397765,0.027971973751080983,0.15829578137397765,0.027971973751080983,0.1756762491464615,0.05417169556683509,0.21886152601242065,0.07896759829324278,0.21483575177192687,0.10179957756265667,0.21688182055950164,0.09668698625069881,0.33426529800891874,0.08313748454385092,0.33499597656726837,0.08712504119260889,0.32653813898563383,0.056382568833341244,0.11412516701221466,0.054979585128241915,0.10034467315673828,0.03323778874125185,0.13164828491210936,0.06908932312713069,0.16952160930633545,0.0868112196603694,0.12140475583076477,0.052682513631753344,0.07823269534111023,0.06156236177330293,0.13647789812088013,0.06381134280407058
0.08490566037735849,0.15829578137397765,0.027971973751080983,0.15829578137397765,0.027971973751080983,0.1756762491464615,0.05417169556683509,0.21886152601242065,0.07896759829324278,0.21483575177192687,0.10179957756265667,0.21688182055950164,0.09668698625069881,0.33426529800891874,0.08313748454385092,0.33499597656726837,0.08712504119260889,0.32653813898563383,0.056382568833341244,0.11412516701221466,0.054979585128241915,0.10034467315673828,0.03323778874125185,0.13164828491210936,0.06908932312713069,0.16952160930633545,0.0868112196603694,0.12140475583076477,0.052682513631753344,0.07823269534111023,0.06156236177330293,0.13647789812088013,0.06381134280407058
0.09433962264150944,0.15829578137397765,0.027971973751080983,0.15829578137397765,0.027971973751080983,0.1756762491464615,0.05417169556683509,0.21886152601242065,0.07896759829324278,0.21483575177192687,0.10179957756265667,0.21688182055950164,0.09668698625069881,0.33426529800891874,0.08313748454385092,0.33499597656726837,0.08712504119260889,0.32653813898563383,0.056382568833341244,0.11412516701221466,0.054979585128241915,0.10034467315673828,0.03323778874125185,0.13164828491210936,0.06908932312713069,0.16952160930633545,0.0868112196603694,0.12140475583076477,0.052682513631753344,0.07823269534111023,0.06156236177330293,0.13647789812088013,0.06381134280407058
0.10377358490566038,0.15829578137397765,0.027971973751080983,0.15829578137397765,0.027971973751080983,0.1756762491464615,0.05417169556683509,0.21886152601242065,0.07896759829324278,0.21483575177192687,0.10179957756265667,0.21688182055950164,0.09668698625069881,0.33426529800891874,0.08313748454385092,0.33499597656726837,0.08712504119260889,0.32653813898563383,0.056382568833341244,0.11412516701221466,0.054979585128241915,0.10034467315673828,0.03323778874125185,0.13164828491210936,0.06908932312713069,0.16952160930633545,0.0868112196603694,0.12140475583076477,0.052682513631753344,0.07823269534111023,0.06156236177330293,0.13647789812088013,0.06381134280407058
0.11320754716981132,0.15829578137397765,0.027971973751080983,0.15829578137397765,0.027971973751080983,0.1756762491464615,0.05417169556683509,0.21886152601242065,0.07896759829324278,0.21483575177192687,0.10179957756265667,0.21688182055950164,0.09668698625069881,0.33426529800891874,0.08313748454385092,0.33499597656726837,0.08712504119260889,0.32653813898563383,0.056382568833341244,0.11412516701221466,0.054979585128241915,0.10034467315673828,0.03323778874125185,0.13164828491210936,0.06908932312713069,0.16952160930633545,0.0868112196603694,0.12140475583076477,0.052682513631753344,0.07823269534111023,0.06156236177330293,0.13647789812088013,0.06381134280407058
0.12264150943396226,0.15829578137397765,0.027971973751080983,0.15829578137397765,0.027971973751080983,0.1756762491464615,0.05417169556683509,0.21886152601242065,0.07896759829324278,0.21483575177192687,0.10179957756265667,0.21688182055950164,0.09668698625069881,0.33426529800891874,0.08313748454385092,0.33499597656726837,0.08712504119260889,0.32653813898563383,0.056382568833341244,0.11412516701221466,0.054979585128241915,0.10034467315673828,0.03323778874125185,0.13164828491210936,0.06908932312713069,0.16952160930633545,0.0868112196603694,0.12140475583076477,0.052682513631753344,0.07823269534111023,0.06156236177330293,0.13647789812088013,0.06381134280407058
0.1320754716981132,0.15829578137397765,0.027971973751080983,0.15829578137397765,0.027971973751080983,0.1756762491464615,0.05417169556683509,0.21886152601242065,0.07896759829324278,0.21483575177192687,0.10179957756265667,0.21688182055950164,0.09668698625069881,0.33426529800891874,0.08313748454385092,0.33499597656726837,0.08712504119260889,0.32653813898563383,0.056382568833341244,0.11412516701221466,0.054979585128241915,0.10034467315673828,0.03323778874125185,0.13164828491210936,0.06908932312713069,0.16952160930633545,0.0868112196603694,0.12140475583076477,0.052682513631753344,0.07823269534111023,0.06156236177330293,0.13647789812088013,0.06381134280407058
0.14150943396226415,0.15829578137397765,0.027971973751080983,0.15829578137397765,0.027971973751080983,0.1756762491464615,0.05417169556683509,0.21886152601242065,0.07896759829324278,0.21483575177192687,0.10179957756265667,0.21688182055950164,0.09668698625069881,0.33426529800891874,0.08313748454385092,0.33499597656726837,0.08712504119260889,0.32653813898563383,0.056382568833341244,0.11412516701221466,0.054979585128241915,0.10034467315673828,0.03323778874125185,0.13164828491210936,0.06908932312713069,0.16952160930633545,0.0868112196603694,0.12140475583076477,0.052682513631753344,0.07823269534111023,0.06156236177330293,0.13647789812088013,0.06381134280407058
0.1509433962264151,0.15829578137397765,0.027971973751080983,0.15829578137397765,0.027971973751080983,0.1756762491464615,0.05417169556683509,0.21886152601242065,0.07896759829324278,0.21483575177192687,0.10179957756265667,0.21688182055950164,0.09668698625069881,0.33426529800891874,0.08313748454385092,0.33499597656726837,0.08712504119260889,0.32653813898563383,0.056382568833341244,0.11412516701221466,0.054979585128241915,0.10034467315673828,0.03323778874125185,0.13164828491210936,0.06908932312713069,0.16952160930633545,0.0868112196603694,0.12140475583076477,0.052682513631753344,0.07823269534111023,0.06156236177330293,0.13647789812088013,0.06381134280407058
0.16037735849056603,0.15829578137397765,0.027971973751080983,0.15829578137397765,0.027971973751080983,0.1756762491464615,0.05417169556683509,0.21886152601242065,0.07896759829324278,0.21483575177192687,0.10179957756265667,0.21688182055950164,0.09668698625069881,0.33426529800891874,0.08313748454385092,0.33499597656726837,0.08712504119260889,0.32653813898563383,0.056382568833341244,0.11412516701221466,0.054979585128241915,0.10034467315673828,0.03323778874125185,0.13164828491210936,0.06908932312713069,0.16952160930633545,0.0868112196603694,0.12140475583076477,0.052682513631753344,0.07823269534111023,0.06156236177330293,0.13647789812088013,0.06381134280407058
0.16981132075471697,0.15829578137397765,0.027971973751080983,0.15829578137397765,0.027971973751080983,0.1756762491464615,0.05417169556683509,0.21886152601242065,0.07896759829324278,0.21483575177192687,0.10179957756265667,0.21688182055950164,0.09668698625069881,0.33426529800891874,0.08313748454385092,0.33499597656726837,0.08712504119260889,0.32653813898563383,0.056382568833341244,0.11412516701221466,0.054979585128241915,0.10034467315673828,0.03323778874125185,0.13164828491210936,0.06908932312713069,0.16952160930633545,0.0868112196603694,0.12140475583076477,0.052682513631753344,0.07823269534111023,0.06156236177330293,0.13647789812088013,0.06381134280407058
0.1792452830188679,0.15829578137397765,0.027971973751080983,0.15829578137397765,0.027971973751080983,0.1756762491464615,0.05417169556683509,0.21886152601242065,0.07896759829324278,0.21483575177192687,0.10179957756265667,0.21688182055950164,0.09668698625069881,0.33426529800891874,0.08313748454385092,0.33499597656726837,0.08712504119260889,0.32653813898563383,0.056382568833341244,0.11412516701221466,0.054979585128241915,0.10034467315673828,0.03323778874125185,0.13164828491210936,0.06908932312713069,0.16952160930633545,0.0868112196603694,0.12140475583076477,0.052682513631753344,0.07823269534111023,0.06156236177330293,0.13647789812088013,0.06381134280407058
0.18867924528301888,0.15829578137397765,0.027971973751080983,0.15829578137397765,0.027971973751080983,0.1756762491464615,0.05417169556683509,0.21886152601242065,0.07896759829324278,0.21483575177192687,0.10179957756265667,0.21688182055950164,0.09668698625069881,0.33426529800891874,0.08313748454385092,0.33499597656726837,0.08712504119260889,0.32653813898563383,0.056382568833341244,0.11412516701221466,0.054979585128241915,0.10034467315673828,0.03323778874125185,0.13164828491210936,0.06908932312713069,0.16952160930633545,0.0868112196603694,0.12140475583076477,0.052682513631753344,0.07823269534111023,0.06156236177330293,0.13647789812088013,0.06381134280407058
0.19811320754716982,0.15829578137397765,0.027971973751080983,0.15829578137397765,0.027971973751080983,0.1756762491464615,0.05417169556683509,0.21886152601242065,0.07896759829324278,0.21483575177192687,0.10179957756265667,0.21688182055950164,0.09668698625069881,0.33426529800891874,0.08313748454385092,0.33499597656726837,0.08712504119260889,0.32653813898563383,0.056382568833341244,0.11412516701221466,0.054979585128241915,0.10034467315673828,0.03323778874125185,0.13164828491210936,0.06908932312713069,0.16952160930633545,0.0868112196603694,0.12140475583076477,0.052682513631753344,0.07823269534111023,0.06156236177330293,0.13647789812088013,0.06381134280407058
0.20754716981132076,0.15829578137397765,0.027971973751080983,0.15829578137397765,0.027971973751080983,0.1756762491464615,0.05417169556683509,0.21886152601242065,0.07896759829324278,0.21483575177192687,0.10179957756265667,0.21688182055950164,0.09668698625069881,0.33426529800891874,0.08313748454385092,0.33499597656726837,0.08712504119260889,0.32653813898563383,0.056382568833341244,0.11412516701221466,0.054979585128241915,0.10034467315673828,0.03323778874125185,0.13164828491210936,0.06908932312713069,0.16952160930633545,0.0868112196603694,0.12140475583076477,0.052682513631753344,0.07823269534111023,0.06156236177330293,0.13647789812088013,0.06381134280407058
