Coverage,GMM_spatial (Mean Risk),GMM_spatial (Std Dev),GMM (Mean Risk),GMM (Std Dev),GMM_pixel (Mean Risk),GMM_pixel (Std Dev),Threshold 0.7 (Mean Risk),Threshold 0.7 (Std Dev),Quantile fg. ratio (Mean Risk),Quantile fg. ratio (Std Dev),Threshold 0.3 (Mean Risk),Threshold 0.3 (Std Dev),Threshold 0.5 (Mean Risk),Threshold 0.5 (Std Dev),Patch 10 (Mean Risk),Patch 10 (Std Dev),Patch 20 (Mean Risk),Patch 20 (Std Dev),Equally-w. class avg. (Mean Risk),Equally-w. class avg. (Std Dev),Patch 50 (Mean Risk),Patch 50 (Std Dev),Quantile 0.9 (Mean Risk),Quantile 0.9 (Std Dev),Mean (Mean Risk),Mean (Std Dev),Imbalance-w. class avg. (Mean Risk),Imbalance-w. class avg. (Std Dev),Quantile 0.6 (Mean Risk),Quantile 0.6 (Std Dev),Quantile 0.75 (Mean Risk),Quantile 0.75 (Std Dev)
0.0,1.000000000000094,2.3427785953695646e-13,0.9999999999999957,2.1990128235281385e-13,0.9999999999999708,2.2356049964638611e-13,0.9998072289152078,0.0024811867728707967,0.9932381115397501,0.01189969517076403,0.9884255971300832,0.005550659930783236,0.9991111111110843,0.019856273692170103,1.0000000000001237,2.2623563183139443e-13,0.999999999999913,2.326710411076955e-13,0.9914160320067787,0.013778743617370397,0.9999999999998959,2.2418105258768713e-13,0.9999999999998346,2.435046159545632e-13,1.0000000000001008,2.131065396781077e-13,0.34979174153798404,0.36334004335724407,0.5877894414743404,0.17387722833956576,0.6571344712740305,0.14118523181291667
0.0018450184501845018,1.000000000000094,2.3427785953695646e-13,0.9999999999999957,2.1990128235281385e-13,0.9999999999999708,2.2356049964638611e-13,0.9998072289152078,0.0024811867728707967,0.9932381115397501,0.01189969517076403,0.9884255971300832,0.005550659930783236,0.9991111111110843,0.019856273692170103,1.0000000000001237,2.2623563183139443e-13,0.999999999999913,2.326710411076955e-13,0.9914160320067787,0.013778743617370397,0.9999999999998959,2.2418105258768713e-13,0.9999999999998346,2.435046159545632e-13,1.0000000000001008,2.131065396781077e-13,0.34979174153798404,0.36334004335724407,0.5877894414743404,0.17387722833956576,0.6571344712740305,0.14118523181291667
0.0036900369003690036,1.000000000000094,2.3427785953695646e-13,0.9999999999999957,2.1990128235281385e-13,0.9999999999999708,2.2356049964638611e-13,0.9998072289152078,0.0024811867728707967,0.9932381115397501,0.01189969517076403,0.9884255971300832,0.005550659930783236,0.9991111111110843,0.019856273692170103,1.0000000000001237,2.2623563183139443e-13,0.999999999999913,2.326710411076955e-13,0.9914160320067787,0.013778743617370397,0.9999999999998959,2.2418105258768713e-13,0.9999999999998346,2.435046159545632e-13,1.0000000000001008,2.131065396781077e-13,0.34979174153798404,0.36334004335724407,0.5877894414743404,0.17387722833956576,0.6571344712740305,0.14118523181291667
0.005535055350553505,1.000000000000094,2.3427785953695646e-13,0.9999999999999957,2.1990128235281385e-13,0.9999999999999708,2.2356049964638611e-13,0.9998072289152078,0.0024811867728707967,0.9932381115397501,0.01189969517076403,0.9884255971300832,0.005550659930783236,0.9991111111110843,0.019856273692170103,1.0000000000001237,2.2623563183139443e-13,0.999999999999913,2.326710411076955e-13,0.9914160320067787,0.013778743617370397,0.9999999999998959,2.2418105258768713e-13,0.9999999999998346,2.435046159545632e-13,1.0000000000001008,2.131065396781077e-13,0.34979174153798404,0.36334004335724407,0.5877894414743404,0.17387722833956576,0.6571344712740305,0.14118523181291667
0.007380073800738007,1.000000000000094,2.3427785953695646e-13,0.9999999999999957,2.1990128235281385e-13,0.9999999999999708,2.2356049964638611e-13,0.9998072289152078,0.0024811867728707967,0.9932381115397501,0.01189969517076403,0.9884255971300832,0.005550659930783236,0.9991111111110843,0.019856273692170103,1.0000000000001237,2.2623563183139443e-13,0.999999999999913,2.326710411076955e-13,0.9914160320067787,0.013778743617370397,0.9999999999998959,2.2418105258768713e-13,0.9999999999998346,2.435046159545632e-13,1.0000000000001008,2.131065396781077e-13,0.34979174153798404,0.36334004335724407,0.5877894414743404,0.17387722833956576,0.6571344712740305,0.14118523181291667
0.00922509225092251,1.000000000000094,2.3427785953695646e-13,0.9999999999999957,2.1990128235281385e-13,0.9999999999999708,2.2356049964638611e-13,0.9998072289152078,0.0024811867728707967,0.9932381115397501,0.01189969517076403,0.9884255971300832,0.005550659930783236,0.9991111111110843,0.019856273692170103,1.0000000000001237,2.2623563183139443e-13,0.999999999999913,2.326710411076955e-13,0.9914160320067787,0.013778743617370397,0.9999999999998959,2.2418105258768713e-13,0.9999999999998346,2.435046159545632e-13,1.0000000000001008,2.131065396781077e-13,0.34979174153798404,0.36334004335724407,0.5877894414743404,0.17387722833956576,0.6571344712740305,0.14118523181291667
0.01107011070110701,1.000000000000094,2.3427785953695646e-13,0.9999999999999957,2.1990128235281385e-13,0.9999999999999708,2.2356049964638611e-13,0.9998072289152078,0.0024811867728707967,0.9932381115397501,0.01189969517076403,0.9884255971300832,0.005550659930783236,0.9991111111110843,0.019856273692170103,1.0000000000001237,2.2623563183139443e-13,0.999999999999913,2.326710411076955e-13,0.9914160320067787,0.013778743617370397,0.9999999999998959,2.2418105258768713e-13,0.9999999999998346,2.435046159545632e-13,1.0000000000001008,2.131065396781077e-13,0.34979174153798404,0.36334004335724407,0.5877894414743404,0.17387722833956576,0.6571344712740305,0.14118523181291667
0.012915129151291513,1.000000000000094,2.3427785953695646e-13,0.9999999999999957,2.1990128235281385e-13,0.9999999999999708,2.2356049964638611e-13,0.9998072289152078,0.0024811867728707967,0.9932381115397501,0.01189969517076403,0.9884255971300832,0.005550659930783236,0.9991111111110843,0.019856273692170103,1.0000000000001237,2.2623563183139443e-13,0.999999999999913,2.326710411076955e-13,0.9914160320067787,0.013778743617370397,0.9999999999998959,2.2418105258768713e-13,0.9999999999998346,2.435046159545632e-13,1.0000000000001008,2.131065396781077e-13,0.34979174153798404,0.36334004335724407,0.5877894414743404,0.17387722833956576,0.6571344712740305,0.14118523181291667
0.014760147601476014,1.000000000000094,2.3427785953695646e-13,0.9999999999999957,2.1990128235281385e-13,0.9999999999999708,2.2356049964638611e-13,0.9998072289152078,0.0024811867728707967,0.9932381115397501,0.01189969517076403,0.9884255971300832,0.005550659930783236,0.9991111111110843,0.019856273692170103,1.0000000000001237,2.2623563183139443e-13,0.999999999999913,2.326710411076955e-13,0.9914160320067787,0.013778743617370397,0.9999999999998959,2.2418105258768713e-13,0.9999999999998346,2.435046159545632e-13,1.0000000000001008,2.131065396781077e-13,0.34979174153798404,0.36334004335724407,0.5877894414743404,0.17387722833956576,0.6571344712740305,0.14118523181291667
0.016605166051660517,1.000000000000094,2.3427785953695646e-13,0.9999999999999957,2.1990128235281385e-13,0.9999999999999708,2.2356049964638611e-13,0.9998072289152078,0.0024811867728707967,0.9932381115397501,0.01189969517076403,0.9884255971300832,0.005550659930783236,0.9991111111110843,0.019856273692170103,1.0000000000001237,2.2623563183139443e-13,0.999999999999913,2.326710411076955e-13,0.9914160320067787,0.013778743617370397,0.9999999999998959,2.2418105258768713e-13,0.9999999999998346,2.435046159545632e-13,1.0000000000001008,2.131065396781077e-13,0.34979174153798404,0.36334004335724407,0.5877894414743404,0.17387722833956576,0.6571344712740305,0.14118523181291667
0.01845018450184502,1.000000000000094,2.3427785953695646e-13,0.9999999999999957,2.1990128235281385e-13,0.9999999999999708,2.2356049964638611e-13,0.9998072289152078,0.0024811867728707967,0.9932381115397501,0.01189969517076403,0.9884255971300832,0.005550659930783236,0.9991111111110843,0.019856273692170103,1.0000000000001237,2.2623563183139443e-13,0.999999999999913,2.326710411076955e-13,0.9914160320067787,0.013778743617370397,0.9999999999998959,2.2418105258768713e-13,0.9999999999998346,2.435046159545632e-13,1.0000000000001008,2.131065396781077e-13,0.34979174153798404,0.36334004335724407,0.5877894414743404,0.17387722833956576,0.6571344712740305,0.14118523181291667
0.02029520295202952,1.000000000000094,2.3427785953695646e-13,0.9999999999999957,2.1990128235281385e-13,0.9999999999999708,2.2356049964638611e-13,0.9998072289152078,0.0024811867728707967,0.9932381115397501,0.01189969517076403,0.9884255971300832,0.005550659930783236,0.9991111111110843,0.019856273692170103,1.0000000000001237,2.2623563183139443e-13,0.999999999999913,2.326710411076955e-13,0.9914160320067787,0.013778743617370397,0.9999999999998959,2.2418105258768713e-13,0.9999999999998346,2.435046159545632e-13,1.0000000000001008,2.131065396781077e-13,0.34979174153798404,0.36334004335724407,0.5877894414743404,0.17387722833956576,0.6571344712740305,0.14118523181291667
0.02214022140221402,1.000000000000094,2.3427785953695646e-13,0.9999999999999957,2.1990128235281385e-13,0.9999999999999708,2.2356049964638611e-13,0.9998072289152078,0.0024811867728707967,0.9932381115397501,0.01189969517076403,0.9884255971300832,0.005550659930783236,0.9991111111110843,0.019856273692170103,1.0000000000001237,2.2623563183139443e-13,0.999999999999913,2.326710411076955e-13,0.9914160320067787,0.013778743617370397,0.9999999999998959,2.2418105258768713e-13,0.9999999999998346,2.435046159545632e-13,1.0000000000001008,2.131065396781077e-13,0.34979174153798404,0.36334004335724407,0.5877894414743404,0.17387722833956576,0.6571344712740305,0.14118523181291667
0.023985239852398525,1.000000000000094,2.3427785953695646e-13,0.9999999999999957,2.1990128235281385e-13,0.9999999999999708,2.2356049964638611e-13,0.9998072289152078,0.0024811867728707967,0.9932381115397501,0.01189969517076403,0.9884255971300832,0.005550659930783236,0.9991111111110843,0.019856273692170103,1.0000000000001237,2.2623563183139443e-13,0.999999999999913,2.326710411076955e-13,0.9914160320067787,0.013778743617370397,0.9999999999998959,2.2418105258768713e-13,0.9999999999998346,2.435046159545632e-13,1.0000000000001008,2.131065396781077e-13,0.34979174153798404,0.36334004335724407,0.5877894414743404,0.17387722833956576,0.6571344712740305,0.14118523181291667
