Coverage,Quantile fg. ratio (Mean Risk),Quantile fg. ratio (Std Dev),Threshold 0.3 (Mean Risk),Threshold 0.3 (Std Dev),Equally-w. class avg. (Mean Risk),Equally-w. class avg. (Std Dev),Threshold 0.5 (Mean Risk),Threshold 0.5 (Std Dev),GMM_spatial (Mean Risk),GMM_spatial (Std Dev),Quantile 0.9 (Mean Risk),Quantile 0.9 (Std Dev),GMM (Mean Risk),GMM (Std Dev),GMM_pixel (Mean Risk),GMM_pixel (Std Dev),Patch 20 (Mean Risk),Patch 20 (Std Dev),Patch 50 (Mean Risk),Patch 50 (Std Dev),Quantile 0.75 (Mean Risk),Quantile 0.75 (Std Dev),Quantile 0.6 (Mean Risk),Quantile 0.6 (Std Dev),Patch 10 (Mean Risk),Patch 10 (Std Dev),Imbalance-w. class avg. (Mean Risk),Imbalance-w. class avg. (Std Dev),Mean (Mean Risk),Mean (Std Dev),Threshold 0.7 (Mean Risk),Threshold 0.7 (Std Dev)
0.0,0.40930776980902966,0.04089149172688344,0.5494830086314758,0.12699591660063264,0.5495744989081556,0.12813641709878915,0.383204410799912,0.014151125857150173,0.38876742187177077,0.019203179067589726,0.4751399182713243,0.14466094976510308,0.41739102567381453,0.047852157228411546,0.4241885527496807,0.04092265578031165,0.39727081767128913,0.03148887475683167,0.38793686920444487,0.031973915371352364,0.6355157077771036,0.09126785005330819,0.4597178473327937,0.041014807808790806,0.34520333226498884,0.0546614144914099,0.4040560395451399,0.03625014930492823,0.39225322922074907,0.04710681715869322,0.3930030955726634,0.03669961373522642
0.013333333333333334,0.40930776980902966,0.04089149172688344,0.5494830086314758,0.12699591660063264,0.5495744989081556,0.12813641709878915,0.383204410799912,0.014151125857150173,0.38876742187177077,0.019203179067589726,0.4751399182713243,0.14466094976510308,0.41739102567381453,0.047852157228411546,0.4241885527496807,0.04092265578031165,0.39727081767128913,0.03148887475683167,0.38793686920444487,0.031973915371352364,0.6355157077771036,0.09126785005330819,0.4597178473327937,0.041014807808790806,0.34520333226498884,0.0546614144914099,0.4040560395451399,0.03625014930492823,0.39225322922074907,0.04710681715869322,0.3930030955726634,0.03669961373522642
0.02666666666666667,0.40930776980902966,0.04089149172688344,0.5494830086314758,0.12699591660063264,0.5495744989081556,0.12813641709878915,0.383204410799912,0.014151125857150173,0.38876742187177077,0.019203179067589726,0.4751399182713243,0.14466094976510308,0.41739102567381453,0.047852157228411546,0.4241885527496807,0.04092265578031165,0.39727081767128913,0.03148887475683167,0.38793686920444487,0.031973915371352364,0.6355157077771036,0.09126785005330819,0.4597178473327937,0.041014807808790806,0.34520333226498884,0.0546614144914099,0.4040560395451399,0.03625014930492823,0.39225322922074907,0.04710681715869322,0.3930030955726634,0.03669961373522642
0.04,0.40930776980902966,0.04089149172688344,0.5494830086314758,0.12699591660063264,0.5495744989081556,0.12813641709878915,0.383204410799912,0.014151125857150173,0.38876742187177077,0.019203179067589726,0.4751399182713243,0.14466094976510308,0.41739102567381453,0.047852157228411546,0.4241885527496807,0.04092265578031165,0.39727081767128913,0.03148887475683167,0.38793686920444487,0.031973915371352364,0.6355157077771036,0.09126785005330819,0.4597178473327937,0.041014807808790806,0.34520333226498884,0.0546614144914099,0.4040560395451399,0.03625014930492823,0.39225322922074907,0.04710681715869322,0.3930030955726634,0.03669961373522642
0.05333333333333334,0.40930776980902966,0.04089149172688344,0.5494830086314758,0.12699591660063264,0.5495744989081556,0.12813641709878915,0.383204410799912,0.014151125857150173,0.38876742187177077,0.019203179067589726,0.4751399182713243,0.14466094976510308,0.41739102567381453,0.047852157228411546,0.4241885527496807,0.04092265578031165,0.39727081767128913,0.03148887475683167,0.38793686920444487,0.031973915371352364,0.6355157077771036,0.09126785005330819,0.4597178473327937,0.041014807808790806,0.34520333226498884,0.0546614144914099,0.4040560395451399,0.03625014930492823,0.39225322922074907,0.04710681715869322,0.3930030955726634,0.03669961373522642
0.06666666666666667,0.40930776980902966,0.04089149172688344,0.5494830086314758,0.12699591660063264,0.5495744989081556,0.12813641709878915,0.383204410799912,0.014151125857150173,0.38876742187177077,0.019203179067589726,0.4751399182713243,0.14466094976510308,0.41739102567381453,0.047852157228411546,0.4241885527496807,0.04092265578031165,0.39727081767128913,0.03148887475683167,0.38793686920444487,0.031973915371352364,0.6355157077771036,0.09126785005330819,0.4597178473327937,0.041014807808790806,0.34520333226498884,0.0546614144914099,0.4040560395451399,0.03625014930492823,0.39225322922074907,0.04710681715869322,0.3930030955726634,0.03669961373522642
0.08,0.40930776980902966,0.04089149172688344,0.5494830086314758,0.12699591660063264,0.5495744989081556,0.12813641709878915,0.383204410799912,0.014151125857150173,0.38876742187177077,0.019203179067589726,0.4751399182713243,0.14466094976510308,0.41739102567381453,0.047852157228411546,0.4241885527496807,0.04092265578031165,0.39727081767128913,0.03148887475683167,0.38793686920444487,0.031973915371352364,0.6355157077771036,0.09126785005330819,0.4597178473327937,0.041014807808790806,0.34520333226498884,0.0546614144914099,0.4040560395451399,0.03625014930492823,0.39225322922074907,0.04710681715869322,0.3930030955726634,0.03669961373522642
0.09333333333333334,0.40930776980902966,0.04089149172688344,0.5494830086314758,0.12699591660063264,0.5495744989081556,0.12813641709878915,0.383204410799912,0.014151125857150173,0.38876742187177077,0.019203179067589726,0.4751399182713243,0.14466094976510308,0.41739102567381453,0.047852157228411546,0.4241885527496807,0.04092265578031165,0.39727081767128913,0.03148887475683167,0.38793686920444487,0.031973915371352364,0.6355157077771036,0.09126785005330819,0.4597178473327937,0.041014807808790806,0.34520333226498884,0.0546614144914099,0.4040560395451399,0.03625014930492823,0.39225322922074907,0.04710681715869322,0.3930030955726634,0.03669961373522642
0.10666666666666667,0.40930776980902966,0.04089149172688344,0.5494830086314758,0.12699591660063264,0.5495744989081556,0.12813641709878915,0.383204410799912,0.014151125857150173,0.38876742187177077,0.019203179067589726,0.4751399182713243,0.14466094976510308,0.41739102567381453,0.047852157228411546,0.4241885527496807,0.04092265578031165,0.39727081767128913,0.03148887475683167,0.38793686920444487,0.031973915371352364,0.6355157077771036,0.09126785005330819,0.4597178473327937,0.041014807808790806,0.34520333226498884,0.0546614144914099,0.4040560395451399,0.03625014930492823,0.39225322922074907,0.04710681715869322,0.3930030955726634,0.03669961373522642
0.12,0.40930776980902966,0.04089149172688344,0.5494830086314758,0.12699591660063264,0.5495744989081556,0.12813641709878915,0.383204410799912,0.014151125857150173,0.38876742187177077,0.019203179067589726,0.4751399182713243,0.14466094976510308,0.41739102567381453,0.047852157228411546,0.4241885527496807,0.04092265578031165,0.39727081767128913,0.03148887475683167,0.38793686920444487,0.031973915371352364,0.6355157077771036,0.09126785005330819,0.4597178473327937,0.041014807808790806,0.34520333226498884,0.0546614144914099,0.4040560395451399,0.03625014930492823,0.39225322922074907,0.04710681715869322,0.3930030955726634,0.03669961373522642
0.13333333333333333,0.40930776980902966,0.04089149172688344,0.5494830086314758,0.12699591660063264,0.5495744989081556,0.12813641709878915,0.383204410799912,0.014151125857150173,0.38876742187177077,0.019203179067589726,0.4751399182713243,0.14466094976510308,0.41739102567381453,0.047852157228411546,0.4241885527496807,0.04092265578031165,0.39727081767128913,0.03148887475683167,0.38793686920444487,0.031973915371352364,0.6355157077771036,0.09126785005330819,0.4597178473327937,0.041014807808790806,0.34520333226498884,0.0546614144914099,0.4040560395451399,0.03625014930492823,0.39225322922074907,0.04710681715869322,0.3930030955726634,0.03669961373522642
0.14666666666666667,0.40930776980902966,0.04089149172688344,0.5494830086314758,0.12699591660063264,0.5495744989081556,0.12813641709878915,0.383204410799912,0.014151125857150173,0.38876742187177077,0.019203179067589726,0.4751399182713243,0.14466094976510308,0.41739102567381453,0.047852157228411546,0.4241885527496807,0.04092265578031165,0.39727081767128913,0.03148887475683167,0.38793686920444487,0.031973915371352364,0.6355157077771036,0.09126785005330819,0.4597178473327937,0.041014807808790806,0.34520333226498884,0.0546614144914099,0.4040560395451399,0.03625014930492823,0.39225322922074907,0.04710681715869322,0.3930030955726634,0.03669961373522642
0.16,0.40930776980902966,0.04089149172688344,0.5494830086314758,0.12699591660063264,0.5495744989081556,0.12813641709878915,0.383204410799912,0.014151125857150173,0.38876742187177077,0.019203179067589726,0.4751399182713243,0.14466094976510308,0.41739102567381453,0.047852157228411546,0.4241885527496807,0.04092265578031165,0.39727081767128913,0.03148887475683167,0.38793686920444487,0.031973915371352364,0.6355157077771036,0.09126785005330819,0.4597178473327937,0.041014807808790806,0.34520333226498884,0.0546614144914099,0.4040560395451399,0.03625014930492823,0.39225322922074907,0.04710681715869322,0.3930030955726634,0.03669961373522642
0.17333333333333334,0.40930776980902966,0.04089149172688344,0.5494830086314758,0.12699591660063264,0.5495744989081556,0.12813641709878915,0.383204410799912,0.014151125857150173,0.38876742187177077,0.019203179067589726,0.4751399182713243,0.14466094976510308,0.41739102567381453,0.047852157228411546,0.4241885527496807,0.04092265578031165,0.39727081767128913,0.03148887475683167,0.38793686920444487,0.031973915371352364,0.6355157077771036,0.09126785005330819,0.4597178473327937,0.041014807808790806,0.34520333226498884,0.0546614144914099,0.4040560395451399,0.03625014930492823,0.39225322922074907,0.04710681715869322,0.3930030955726634,0.03669961373522642
0.18666666666666668,0.40930776980902966,0.04089149172688344,0.5494830086314758,0.12699591660063264,0.5495744989081556,0.12813641709878915,0.383204410799912,0.014151125857150173,0.38876742187177077,0.019203179067589726,0.4751399182713243,0.14466094976510308,0.41739102567381453,0.047852157228411546,0.4241885527496807,0.04092265578031165,0.39727081767128913,0.03148887475683167,0.38793686920444487,0.031973915371352364,0.6355157077771036,0.09126785005330819,0.4597178473327937,0.041014807808790806,0.34520333226498884,0.0546614144914099,0.4040560395451399,0.03625014930492823,0.39225322922074907,0.04710681715869322,0.3930030955726634,0.03669961373522642
0.2,0.40930776980902966,0.04089149172688344,0.5494830086314758,0.12699591660063264,0.5495744989081556,0.12813641709878915,0.383204410799912,0.014151125857150173,0.38876742187177077,0.019203179067589726,0.4751399182713243,0.14466094976510308,0.41739102567381453,0.047852157228411546,0.4241885527496807,0.04092265578031165,0.39727081767128913,0.03148887475683167,0.38793686920444487,0.031973915371352364,0.6355157077771036,0.09126785005330819,0.4597178473327937,0.041014807808790806,0.34520333226498884,0.0546614144914099,0.4040560395451399,0.03625014930492823,0.39225322922074907,0.04710681715869322,0.3930030955726634,0.03669961373522642
0.21333333333333335,0.40930776980902966,0.04089149172688344,0.5494830086314758,0.12699591660063264,0.5495744989081556,0.12813641709878915,0.383204410799912,0.014151125857150173,0.38876742187177077,0.019203179067589726,0.4751399182713243,0.14466094976510308,0.41739102567381453,0.047852157228411546,0.4241885527496807,0.04092265578031165,0.39727081767128913,0.03148887475683167,0.38793686920444487,0.031973915371352364,0.6355157077771036,0.09126785005330819,0.4597178473327937,0.041014807808790806,0.34520333226498884,0.0546614144914099,0.4040560395451399,0.03625014930492823,0.39225322922074907,0.04710681715869322,0.3930030955726634,0.03669961373522642
0.22666666666666666,0.40930776980902966,0.04089149172688344,0.5494830086314758,0.12699591660063264,0.5495744989081556,0.12813641709878915,0.383204410799912,0.014151125857150173,0.38876742187177077,0.019203179067589726,0.4751399182713243,0.14466094976510308,0.41739102567381453,0.047852157228411546,0.4241885527496807,0.04092265578031165,0.39727081767128913,0.03148887475683167,0.38793686920444487,0.031973915371352364,0.6355157077771036,0.09126785005330819,0.4597178473327937,0.041014807808790806,0.34520333226498884,0.0546614144914099,0.4040560395451399,0.03625014930492823,0.39225322922074907,0.04710681715869322,0.3930030955726634,0.03669961373522642
0.24,0.40930776980902966,0.04089149172688344,0.5494830086314758,0.12699591660063264,0.5495744989081556,0.12813641709878915,0.383204410799912,0.014151125857150173,0.38876742187177077,0.019203179067589726,0.4751399182713243,0.14466094976510308,0.41739102567381453,0.047852157228411546,0.4241885527496807,0.04092265578031165,0.39727081767128913,0.03148887475683167,0.38793686920444487,0.031973915371352364,0.6355157077771036,0.09126785005330819,0.4597178473327937,0.041014807808790806,0.34520333226498884,0.0546614144914099,0.4040560395451399,0.03625014930492823,0.39225322922074907,0.04710681715869322,0.3930030955726634,0.03669961373522642
0.25333333333333335,0.40930776980902966,0.04089149172688344,0.5494830086314758,0.12699591660063264,0.5495744989081556,0.12813641709878915,0.383204410799912,0.014151125857150173,0.38876742187177077,0.019203179067589726,0.4751399182713243,0.14466094976510308,0.41739102567381453,0.047852157228411546,0.4241885527496807,0.04092265578031165,0.39727081767128913,0.03148887475683167,0.38793686920444487,0.031973915371352364,0.6355157077771036,0.09126785005330819,0.4597178473327937,0.041014807808790806,0.34520333226498884,0.0546614144914099,0.4040560395451399,0.03625014930492823,0.39225322922074907,0.04710681715869322,0.3930030955726634,0.03669961373522642
0.26666666666666666,0.40930776980902966,0.04089149172688344,0.5494830086314758,0.12699591660063264,0.5495744989081556,0.12813641709878915,0.383204410799912,0.014151125857150173,0.38876742187177077,0.019203179067589726,0.4751399182713243,0.14466094976510308,0.41739102567381453,0.047852157228411546,0.4241885527496807,0.04092265578031165,0.39727081767128913,0.03148887475683167,0.38793686920444487,0.031973915371352364,0.6355157077771036,0.09126785005330819,0.4597178473327937,0.041014807808790806,0.34520333226498884,0.0546614144914099,0.4040560395451399,0.03625014930492823,0.39225322922074907,0.04710681715869322,0.3930030955726634,0.03669961373522642
0.28,0.40912360792063385,0.040895597022104824,0.5489691369608536,0.12688562161461456,0.5489021776874913,0.12810487041353913,0.3831653308762423,0.01415365987100998,0.38880030747356265,0.019207423957238616,0.47559828540576404,0.14450308073539272,0.4172443828648506,0.04785687177566166,0.4241394602319255,0.04091863267119179,0.3972028271471835,0.03149778694973413,0.3881036782225019,0.03198057751376385,0.6351158113966431,0.09157283604582181,0.4597582448234103,0.040962492503197445,0.34504880535552956,0.05469630798953608,0.404134753971139,0.036270422346413186,0.39209955354883647,0.047132226264609944,0.3930407811500852,0.03664008813009112
0.29333333333333333,0.4090357724897414,0.040895115409107174,0.548514263331095,0.12691687330246734,0.5484616827341636,0.12814805130611456,0.38317789830782056,0.014147866734720222,0.3887644807194009,0.019207989294445345,0.475978728964858,0.1447115177363605,0.4171410487227719,0.04787712766537343,0.4239948347493022,0.04095229867872833,0.39728205086459584,0.03149712643712474,0.3881644051580066,0.0319671288574545,0.6347855034930839,0.0916971226803456,0.45962925516037184,0.04098325800799073,0.3451845857341999,0.054688200061424545,0.4040000802158994,0.03625967537120731,0.39228137836134874,0.047152581392701336,0.39309784620011656,0.036626345992437484
0.30666666666666664,0.40887068600980153,0.04078934638452742,0.5464977933053169,0.1269080193351623,0.5467970897530336,0.1279098416124611,0.38310578082006874,0.01414003584838993,0.3889701903329853,0.01940777254371542,0.4760620010320482,0.14441912570261112,0.41770990365061267,0.04832374658400787,0.4244207428655636,0.04157834493065555,0.3971716555178957,0.0314900200947027,0.38828091237462026,0.031838069779506616,0.6341447321588787,0.09184352798450614,0.45924391230454525,0.040934836623709246,0.3458099350502408,0.054788704733943726,0.4037455724164443,0.03627776692979026,0.3927181330544558,0.04695320524436909,0.3935904058330407,0.036559909553047505
