Coverage,GMM (Mean Risk),GMM (Std Dev),GMM_spatial (Mean Risk),GMM_spatial (Std Dev),GMM_pixel (Mean Risk),GMM_pixel (Std Dev),Quantile fg. ratio (Mean Risk),Quantile fg. ratio (Std Dev),Equally-w. class avg. (Mean Risk),Equally-w. class avg. (Std Dev),Imbalance-w. class avg. (Mean Risk),Imbalance-w. class avg. (Std Dev),Patch 10 (Mean Risk),Patch 10 (Std Dev),Patch 20 (Mean Risk),Patch 20 (Std Dev),Threshold 0.3 (Mean Risk),Threshold 0.3 (Std Dev),Mean (Mean Risk),Mean (Std Dev),Quantile 0.6 (Mean Risk),Quantile 0.6 (Std Dev),Quantile 0.75 (Mean Risk),Quantile 0.75 (Std Dev),Quantile 0.9 (Mean Risk),Quantile 0.9 (Std Dev),Patch 50 (Mean Risk),Patch 50 (Std Dev),Threshold 0.5 (Mean Risk),Threshold 0.5 (Std Dev),Threshold 0.7 (Mean Risk),Threshold 0.7 (Std Dev)
0.0,0.13335961768962443,0.3092562724778837,0.13335961768962443,0.3092562724778837,0.6721805631273892,0.4408119349301411,0.6443035375231412,0.4662259675947714,0.6403623053187039,0.47122241707873,0.4394110764685693,0.37621560873644355,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.6588898679369595,0.44658950609122533,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.0589471378326416,0.05064774221127145,0.10603251087665558,0.0512124919141894,0.0955522278547287,0.11090602030956422
0.009615384615384616,0.13335961768962443,0.3092562724778837,0.13335961768962443,0.3092562724778837,0.6721805631273892,0.4408119349301411,0.6443035375231412,0.4662259675947714,0.6403623053187039,0.47122241707873,0.4394110764685693,0.37621560873644355,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.6588898679369595,0.44658950609122533,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.0589471378326416,0.05064774221127145,0.10603251087665558,0.0512124919141894,0.0955522278547287,0.11090602030956422
0.019230769230769232,0.13335961768962443,0.3092562724778837,0.13335961768962443,0.3092562724778837,0.6721805631273892,0.4408119349301411,0.6443035375231412,0.4662259675947714,0.6403623053187039,0.47122241707873,0.4394110764685693,0.37621560873644355,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.6588898679369595,0.44658950609122533,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.0589471378326416,0.05064774221127145,0.10603251087665558,0.0512124919141894,0.0955522278547287,0.11090602030956422
0.028846153846153848,0.13335961768962443,0.3092562724778837,0.13335961768962443,0.3092562724778837,0.6721805631273892,0.4408119349301411,0.6443035375231412,0.4662259675947714,0.6403623053187039,0.47122241707873,0.4394110764685693,0.37621560873644355,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.6588898679369595,0.44658950609122533,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.0589471378326416,0.05064774221127145,0.10603251087665558,0.0512124919141894,0.0955522278547287,0.11090602030956422
0.038461538461538464,0.13335961768962443,0.3092562724778837,0.13335961768962443,0.3092562724778837,0.6721805631273892,0.4408119349301411,0.6443035375231412,0.4662259675947714,0.6403623053187039,0.47122241707873,0.4394110764685693,0.37621560873644355,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.6588898679369595,0.44658950609122533,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.0589471378326416,0.05064774221127145,0.10603251087665558,0.0512124919141894,0.0955522278547287,0.11090602030956422
0.04807692307692308,0.13335961768962443,0.3092562724778837,0.13335961768962443,0.3092562724778837,0.6721805631273892,0.4408119349301411,0.6443035375231412,0.4662259675947714,0.6403623053187039,0.47122241707873,0.4394110764685693,0.37621560873644355,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.6588898679369595,0.44658950609122533,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.0589471378326416,0.05064774221127145,0.10603251087665558,0.0512124919141894,0.0955522278547287,0.11090602030956422
0.057692307692307696,0.13335961768962443,0.3092562724778837,0.13335961768962443,0.3092562724778837,0.6721805631273892,0.4408119349301411,0.6443035375231412,0.4662259675947714,0.6403623053187039,0.47122241707873,0.4394110764685693,0.37621560873644355,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.6588898679369595,0.44658950609122533,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.0589471378326416,0.05064774221127145,0.10603251087665558,0.0512124919141894,0.0955522278547287,0.11090602030956422
0.0673076923076923,0.13335961768962443,0.3092562724778837,0.13335961768962443,0.3092562724778837,0.6721805631273892,0.4408119349301411,0.6443035375231412,0.4662259675947714,0.6403623053187039,0.47122241707873,0.4394110764685693,0.37621560873644355,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.6588898679369595,0.44658950609122533,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.0589471378326416,0.05064774221127145,0.10603251087665558,0.0512124919141894,0.0955522278547287,0.11090602030956422
0.07692307692307693,0.13335961768962443,0.3092562724778837,0.13335961768962443,0.3092562724778837,0.6721805631273892,0.4408119349301411,0.6443035375231412,0.4662259675947714,0.6403623053187039,0.47122241707873,0.4394110764685693,0.37621560873644355,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.6588898679369595,0.44658950609122533,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.0589471378326416,0.05064774221127145,0.10603251087665558,0.0512124919141894,0.0955522278547287,0.11090602030956422
0.08653846153846154,0.13335961768962443,0.3092562724778837,0.13335961768962443,0.3092562724778837,0.6721805631273892,0.4408119349301411,0.6443035375231412,0.4662259675947714,0.6403623053187039,0.47122241707873,0.4394110764685693,0.37621560873644355,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.6588898679369595,0.44658950609122533,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.6721805631273892,0.4408119349301411,0.0589471378326416,0.05064774221127145,0.10603251087665558,0.0512124919141894,0.0955522278547287,0.11090602030956422
