Coverage,Threshold 0.3 (Mean Risk),Threshold 0.3 (Std Dev),Quantile fg. ratio (Mean Risk),Quantile fg. ratio (Std Dev),Quantile 0.9 (Mean Risk),Quantile 0.9 (Std Dev),Threshold 0.5 (Mean Risk),Threshold 0.5 (Std Dev),Quantile 0.75 (Mean Risk),Quantile 0.75 (Std Dev),Quantile 0.6 (Mean Risk),Quantile 0.6 (Std Dev),Mean (Mean Risk),Mean (Std Dev),Imbalance-w. class avg. (Mean Risk),Imbalance-w. class avg. (Std Dev),Equally-w. class avg. (Mean Risk),Equally-w. class avg. (Std Dev),GMM_pixel (Mean Risk),GMM_pixel (Std Dev),Patch 50 (Mean Risk),Patch 50 (Std Dev),GMM (Mean Risk),GMM (Std Dev),GMM_spatial (Mean Risk),GMM_spatial (Std Dev),Patch 20 (Mean Risk),Patch 20 (Std Dev),Patch 10 (Mean Risk),Patch 10 (Std Dev),Threshold 0.7 (Mean Risk),Threshold 0.7 (Std Dev)
0.0,0.026963390111923217,0.006872494709191745,0.026963390111923217,0.006872494709191745,0.02872541320323944,0.007204631120981802,0.039019359469413754,0.058043755218758236,0.00800548255443573,0.0064330381592672065,0.14450056600474961,0.024341216941932073,0.030585951924324034,0.004253550131300716,0.028571836113929747,0.005503241516287483,0.028436145901679994,0.005654750183406956,0.00985935366153717,0.010896148524716907,0.04099379688501358,0.10964558225269219,0.06861026489734649,0.1600738049786403,0.045377231001853945,0.1120135584115308,0.11791310477256775,0.06068233534063482,0.11993918764591217,0.05848795396303235,0.04284816801548004,0.034481429720646675
0.013888888888888888,0.026963390111923217,0.006872494709191745,0.026963390111923217,0.006872494709191745,0.02872541320323944,0.007204631120981802,0.039019359469413754,0.058043755218758236,0.00800548255443573,0.0064330381592672065,0.14450056600474961,0.024341216941932073,0.030585951924324034,0.004253550131300716,0.028571836113929747,0.005503241516287483,0.028436145901679994,0.005654750183406956,0.00985935366153717,0.010896148524716907,0.04099379688501358,0.10964558225269219,0.06861026489734649,0.1600738049786403,0.045377231001853945,0.1120135584115308,0.11791310477256775,0.06068233534063482,0.11993918764591217,0.05848795396303235,0.04284816801548004,0.034481429720646675
0.027777777777777776,0.026963390111923217,0.006872494709191745,0.026963390111923217,0.006872494709191745,0.02872541320323944,0.007204631120981802,0.039019359469413754,0.058043755218758236,0.00800548255443573,0.0064330381592672065,0.14450056600474961,0.024341216941932073,0.030585951924324034,0.004253550131300716,0.028571836113929747,0.005503241516287483,0.028436145901679994,0.005654750183406956,0.00985935366153717,0.010896148524716907,0.04099379688501358,0.10964558225269219,0.06861026489734649,0.1600738049786403,0.045377231001853945,0.1120135584115308,0.11791310477256775,0.06068233534063482,0.11993918764591217,0.05848795396303235,0.04284816801548004,0.034481429720646675
0.041666666666666664,0.026963390111923217,0.006872494709191745,0.026963390111923217,0.006872494709191745,0.02872541320323944,0.007204631120981802,0.039019359469413754,0.058043755218758236,0.00800548255443573,0.0064330381592672065,0.14450056600474961,0.024341216941932073,0.030585951924324034,0.004253550131300716,0.028571836113929747,0.005503241516287483,0.028436145901679994,0.005654750183406956,0.00985935366153717,0.010896148524716907,0.04099379688501358,0.10964558225269219,0.06861026489734649,0.1600738049786403,0.045377231001853945,0.1120135584115308,0.11791310477256775,0.06068233534063482,0.11993918764591217,0.05848795396303235,0.04284816801548004,0.034481429720646675
0.05555555555555555,0.026963390111923217,0.006872494709191745,0.026963390111923217,0.006872494709191745,0.02872541320323944,0.007204631120981802,0.039019359469413754,0.058043755218758236,0.00800548255443573,0.0064330381592672065,0.14450056600474961,0.024341216941932073,0.030585951924324034,0.004253550131300716,0.028571836113929747,0.005503241516287483,0.028436145901679994,0.005654750183406956,0.00985935366153717,0.010896148524716907,0.04099379688501358,0.10964558225269219,0.06861026489734649,0.1600738049786403,0.045377231001853945,0.1120135584115308,0.11791310477256775,0.06068233534063482,0.11993918764591217,0.05848795396303235,0.04284816801548004,0.034481429720646675
0.06944444444444445,0.026963390111923217,0.006872494709191745,0.026963390111923217,0.006872494709191745,0.02872541320323944,0.007204631120981802,0.039019359469413754,0.058043755218758236,0.00800548255443573,0.0064330381592672065,0.14450056600474961,0.024341216941932073,0.030585951924324034,0.004253550131300716,0.028571836113929747,0.005503241516287483,0.028436145901679994,0.005654750183406956,0.00985935366153717,0.010896148524716907,0.04099379688501358,0.10964558225269219,0.06861026489734649,0.1600738049786403,0.045377231001853945,0.1120135584115308,0.11791310477256775,0.06068233534063482,0.11993918764591217,0.05848795396303235,0.04284816801548004,0.034481429720646675
0.08333333333333333,0.026963390111923217,0.006872494709191745,0.026963390111923217,0.006872494709191745,0.02872541320323944,0.007204631120981802,0.039019359469413754,0.058043755218758236,0.00800548255443573,0.0064330381592672065,0.14450056600474961,0.024341216941932073,0.030585951924324034,0.004253550131300716,0.028571836113929747,0.005503241516287483,0.028436145901679994,0.005654750183406956,0.00985935366153717,0.010896148524716907,0.04099379688501358,0.10964558225269219,0.06861026489734649,0.1600738049786403,0.045377231001853945,0.1120135584115308,0.11791310477256775,0.06068233534063482,0.11993918764591217,0.05848795396303235,0.04284816801548004,0.034481429720646675
0.09722222222222222,0.026963390111923217,0.006872494709191745,0.026963390111923217,0.006872494709191745,0.02872541320323944,0.007204631120981802,0.039019359469413754,0.058043755218758236,0.00800548255443573,0.0064330381592672065,0.14450056600474961,0.024341216941932073,0.030585951924324034,0.004253550131300716,0.028571836113929747,0.005503241516287483,0.028436145901679994,0.005654750183406956,0.00985935366153717,0.010896148524716907,0.04099379688501358,0.10964558225269219,0.06861026489734649,0.1600738049786403,0.045377231001853945,0.1120135584115308,0.11791310477256775,0.06068233534063482,0.11993918764591217,0.05848795396303235,0.04284816801548004,0.034481429720646675
0.1111111111111111,0.026963390111923217,0.006872494709191745,0.026963390111923217,0.006872494709191745,0.02872541320323944,0.007204631120981802,0.039019359469413754,0.058043755218758236,0.00800548255443573,0.0064330381592672065,0.14450056600474961,0.024341216941932073,0.030585951924324034,0.004253550131300716,0.028571836113929747,0.005503241516287483,0.028436145901679994,0.005654750183406956,0.00985935366153717,0.010896148524716907,0.04099379688501358,0.10964558225269219,0.06861026489734649,0.1600738049786403,0.045377231001853945,0.1120135584115308,0.11791310477256775,0.06068233534063482,0.11993918764591217,0.05848795396303235,0.04284816801548004,0.034481429720646675
0.125,0.026963390111923217,0.006872494709191745,0.026963390111923217,0.006872494709191745,0.02872541320323944,0.007204631120981802,0.039019359469413754,0.058043755218758236,0.00800548255443573,0.0064330381592672065,0.14450056600474961,0.024341216941932073,0.030585951924324034,0.004253550131300716,0.028571836113929747,0.005503241516287483,0.028436145901679994,0.005654750183406956,0.00985935366153717,0.010896148524716907,0.04099379688501358,0.10964558225269219,0.06861026489734649,0.1600738049786403,0.045377231001853945,0.1120135584115308,0.11791310477256775,0.06068233534063482,0.11993918764591217,0.05848795396303235,0.04284816801548004,0.034481429720646675
0.1388888888888889,0.026963390111923217,0.006872494709191745,0.026963390111923217,0.006872494709191745,0.02872541320323944,0.007204631120981802,0.039019359469413754,0.058043755218758236,0.00800548255443573,0.0064330381592672065,0.14450056600474961,0.024341216941932073,0.030585951924324034,0.004253550131300716,0.028571836113929747,0.005503241516287483,0.028436145901679994,0.005654750183406956,0.00985935366153717,0.010896148524716907,0.04099379688501358,0.10964558225269219,0.06861026489734649,0.1600738049786403,0.045377231001853945,0.1120135584115308,0.11791310477256775,0.06068233534063482,0.11993918764591217,0.05848795396303235,0.04284816801548004,0.034481429720646675
