Aggregator,AURC,AURC_std,EAURC,EAURC_std
GMM_pixel,0.6146305622895106,0.01614666371045152,0.20182191001193797,0.012163485714004312
GMM_spatial,0.6148620112673518,0.016859369295876222,0.20205335898977927,0.013830546265601503
GMM,0.619761998081965,0.016295975252648906,0.2069533458043923,0.012252702159095874
Threshold 0.7,0.6667112788517138,0.016223360298321533,0.2539026265741411,0.012574131394996036
Quantile fg. ratio,0.6819295016270678,0.016498394388286507,0.26912084934949515,0.012309299868625676
Threshold 0.3,0.6936750017510286,0.01624722951302123,0.280866349473456,0.012143410424987375
Threshold 0.5,0.6970382146542629,0.015988015799035478,0.28422956237669034,0.012463404738487267
Patch 10,0.7176318237219939,0.01600658653230732,0.3048231714444213,0.011829438590155667
Patch 20,0.7406729936824101,0.015529560769473141,0.32786434140483756,0.010999232474777427
Equally-w. class avg.,0.746855311870682,0.015683264037448946,0.3340466595931094,0.010921648116311227
Patch 50,0.750504054979278,0.01474552330477539,0.3376954027017052,0.010067805603243177
Quantile 0.9,0.7621826241742162,0.014233611357425601,0.34937397189664365,0.009991477284486386
Mean,0.7723635668255604,0.01349884925234631,0.3595549145479877,0.009383741969056397
Imbalance-w. class avg.,0.7729683355421364,0.013480594683830045,0.36015968326456393,0.009384517398945906
Quantile 0.6,0.7747031230170996,0.013564974254010884,0.361894470739527,0.009268433534331953
Quantile 0.75,0.7800138498627667,0.013450917273552706,0.36720519758519393,0.009267389845781241
