Aggregator,AURC,AURC_std,EAURC,EAURC_std
GMM,0.5747653773344409,0.03290513185178644,0.11570592295733025,0.01815777990476771
GMM_pixel,0.5770269556639643,0.03289052694877128,0.1179675012868535,0.01813197653910217
GMM_spatial,0.5777637331653819,0.0337765335478516,0.11870427878827113,0.016893106847076265
Quantile fg. ratio,0.6154694454591308,0.0393052475488171,0.15640999108202017,0.021453376696343555
Equally-w. class avg.,0.686014945198651,0.0358225942270971,0.22695549082154015,0.021245816105436015
Patch 20,0.7975504649570175,0.023937274841437317,0.3384910105799067,0.01920133978823518
Imbalance-w. class avg.,0.7981315737336844,0.024401171334456396,0.3390721193565737,0.02251270069630718
Threshold 0.5,0.7983567675372348,0.024324147212759335,0.3392973131601241,0.01793901224436956
Quantile 0.6,0.7993145065203917,0.024533474029354962,0.34025505214328094,0.02218775233340399
Mean,0.7994263252010421,0.02434309668090209,0.3403668708239313,0.022064233449258733
Patch 50,0.7999474816218722,0.02294724184260126,0.3408880272447616,0.01916306922789829
Quantile 0.75,0.8032073889978253,0.023890240211223802,0.34414793462071464,0.021603224657440485
Patch 10,0.8032098855621228,0.02502571225484486,0.34415043118501215,0.019718531015281444
Threshold 0.3,0.8037397914408559,0.022436472103314172,0.3446803370637451,0.017308996630592963
Threshold 0.7,0.8071558833101343,0.023520638960572108,0.3480964289330235,0.018966667897728166
Quantile 0.9,0.8107355954837255,0.02293783855647696,0.3516761411066148,0.021056424929520746
