Aggregator,AURC,AURC_std,EAURC,EAURC_std
Quantile fg. ratio,0.0877362876133901,0.008217502644850126,0.04261910584938791,0.005500199423826985
GMM_spatial,0.10380971309606037,0.010919418464390186,0.05869253133205817,0.007754127699199788
GMM,0.10527895319450618,0.01066735365731132,0.060161771430503996,0.007842742634777572
GMM_pixel,0.1088934083902407,0.011963901921907247,0.0637762266262385,0.009086902392971835
Patch 10,0.11173775547348566,0.014660873678560992,0.06662057370948346,0.011347658510086912
Patch 20,0.1200781381927207,0.01612938427978975,0.0749609564287185,0.01261481729393929
Quantile 0.9,0.12054600138764449,0.016134353155241584,0.07542881962364228,0.01261180961381167
Mean,0.1207035666351922,0.016189849786862356,0.07558638487119,0.012676517939482835
Quantile 0.75,0.1207035666351922,0.016189849786862356,0.07558638487119,0.012676517939482835
Quantile 0.6,0.1207035666351922,0.016189849786862356,0.07558638487119,0.012676517939482835
Patch 50,0.1207035666351922,0.016189849786862356,0.07558638487119,0.012676517939482835
Equally-w. class avg.,0.1244842974705378,0.015404448930239196,0.07936711570653562,0.012029536200241631
Imbalance-w. class avg.,0.1244842974705378,0.015404448930239196,0.07936711570653562,0.012029536200241631
Threshold 0.3,0.16308789213478087,0.03274252750086463,0.11797071037077869,0.03035229357797972
Threshold 0.5,0.2174698712542264,0.04313539672818129,0.17235268949022423,0.04066186211829575
Threshold 0.7,0.22344607013207946,0.04383496805899622,0.17832888836807728,0.041230116921070654
