Coverage,Quantile fg. ratio (Mean Risk),Quantile fg. ratio (Std Dev),Patch 10 (Mean Risk),Patch 10 (Std Dev),Equally-w. class avg. (Mean Risk),Equally-w. class avg. (Std Dev),Imbalance-w. class avg. (Mean Risk),Imbalance-w. class avg. (Std Dev),GMM_pixel (Mean Risk),GMM_pixel (Std Dev),GMM (Mean Risk),GMM (Std Dev),Patch 20 (Mean Risk),Patch 20 (Std Dev),Mean (Mean Risk),Mean (Std Dev),Quantile 0.75 (Mean Risk),Quantile 0.75 (Std Dev),Quantile 0.9 (Mean Risk),Quantile 0.9 (Std Dev),Patch 50 (Mean Risk),Patch 50 (Std Dev),Quantile 0.6 (Mean Risk),Quantile 0.6 (Std Dev),GMM_spatial (Mean Risk),GMM_spatial (Std Dev),Threshold 0.3 (Mean Risk),Threshold 0.3 (Std Dev),Threshold 0.5 (Mean Risk),Threshold 0.5 (Std Dev),Threshold 0.7 (Mean Risk),Threshold 0.7 (Std Dev)
0.0,0.07076951384544372,0.03074072864287039,0.07076951384544372,0.03074072864287039,0.08059182226657867,0.050417586534991114,0.119471207109752,0.028521520219677243,0.22894414491584048,0.019955598858552637,0.22894414491584048,0.019955598858552637,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.09670495629310608,0.03551092180023547,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.11365620613098144,0.03339923348719027,0.09708554744720459,0.05807906540220944,0.03209745752811432,0.0866697114872645
0.00684931506849315,0.07076951384544372,0.03074072864287039,0.07076951384544372,0.03074072864287039,0.08059182226657867,0.050417586534991114,0.119471207109752,0.028521520219677243,0.22894414491584048,0.019955598858552637,0.22894414491584048,0.019955598858552637,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.09670495629310608,0.03551092180023547,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.11365620613098144,0.03339923348719027,0.09708554744720459,0.05807906540220944,0.03209745752811432,0.0866697114872645
0.0136986301369863,0.07076951384544372,0.03074072864287039,0.07076951384544372,0.03074072864287039,0.08059182226657867,0.050417586534991114,0.119471207109752,0.028521520219677243,0.22894414491584048,0.019955598858552637,0.22894414491584048,0.019955598858552637,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.09670495629310608,0.03551092180023547,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.11365620613098144,0.03339923348719027,0.09708554744720459,0.05807906540220944,0.03209745752811432,0.0866697114872645
0.02054794520547945,0.07076951384544372,0.03074072864287039,0.07076951384544372,0.03074072864287039,0.08059182226657867,0.050417586534991114,0.119471207109752,0.028521520219677243,0.22894414491584048,0.019955598858552637,0.22894414491584048,0.019955598858552637,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.09670495629310608,0.03551092180023547,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.11365620613098144,0.03339923348719027,0.09708554744720459,0.05807906540220944,0.03209745752811432,0.0866697114872645
0.0273972602739726,0.07076951384544372,0.03074072864287039,0.07076951384544372,0.03074072864287039,0.08059182226657867,0.050417586534991114,0.119471207109752,0.028521520219677243,0.22894414491584048,0.019955598858552637,0.22894414491584048,0.019955598858552637,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.09670495629310608,0.03551092180023547,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.11365620613098144,0.03339923348719027,0.09708554744720459,0.05807906540220944,0.03209745752811432,0.0866697114872645
0.03424657534246575,0.07076951384544372,0.03074072864287039,0.07076951384544372,0.03074072864287039,0.08059182226657867,0.050417586534991114,0.119471207109752,0.028521520219677243,0.22894414491584048,0.019955598858552637,0.22894414491584048,0.019955598858552637,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.09670495629310608,0.03551092180023547,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.11365620613098144,0.03339923348719027,0.09708554744720459,0.05807906540220944,0.03209745752811432,0.0866697114872645
0.0410958904109589,0.07076951384544372,0.03074072864287039,0.07076951384544372,0.03074072864287039,0.08059182226657867,0.050417586534991114,0.119471207109752,0.028521520219677243,0.22894414491584048,0.019955598858552637,0.22894414491584048,0.019955598858552637,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.09670495629310608,0.03551092180023547,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.11365620613098144,0.03339923348719027,0.09708554744720459,0.05807906540220944,0.03209745752811432,0.0866697114872645
0.04794520547945205,0.07076951384544372,0.03074072864287039,0.07076951384544372,0.03074072864287039,0.08059182226657867,0.050417586534991114,0.119471207109752,0.028521520219677243,0.22894414491584048,0.019955598858552637,0.22894414491584048,0.019955598858552637,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.09670495629310608,0.03551092180023547,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.11365620613098144,0.03339923348719027,0.09708554744720459,0.05807906540220944,0.03209745752811432,0.0866697114872645
0.0547945205479452,0.07076951384544372,0.03074072864287039,0.07076951384544372,0.03074072864287039,0.08059182226657867,0.050417586534991114,0.119471207109752,0.028521520219677243,0.22894414491584048,0.019955598858552637,0.22894414491584048,0.019955598858552637,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.09670495629310608,0.03551092180023547,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.11365620613098144,0.03339923348719027,0.09708554744720459,0.05807906540220944,0.03209745752811432,0.0866697114872645
0.06164383561643835,0.07076951384544372,0.03074072864287039,0.07076951384544372,0.03074072864287039,0.08059182226657867,0.050417586534991114,0.119471207109752,0.028521520219677243,0.22894414491584048,0.019955598858552637,0.22894414491584048,0.019955598858552637,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.09670495629310608,0.03551092180023547,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.11365620613098144,0.03339923348719027,0.09708554744720459,0.05807906540220944,0.03209745752811432,0.0866697114872645
0.0684931506849315,0.07076951384544372,0.03074072864287039,0.07076951384544372,0.03074072864287039,0.08059182226657867,0.050417586534991114,0.119471207109752,0.028521520219677243,0.22894414491584048,0.019955598858552637,0.22894414491584048,0.019955598858552637,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.09670495629310608,0.03551092180023547,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.11365620613098144,0.03339923348719027,0.09708554744720459,0.05807906540220944,0.03209745752811432,0.0866697114872645
0.07534246575342465,0.07076951384544372,0.03074072864287039,0.07076951384544372,0.03074072864287039,0.08059182226657867,0.050417586534991114,0.119471207109752,0.028521520219677243,0.22894414491584048,0.019955598858552637,0.22894414491584048,0.019955598858552637,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.09670495629310608,0.03551092180023547,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.11365620613098144,0.03339923348719027,0.09708554744720459,0.05807906540220944,0.03209745752811432,0.0866697114872645
0.0821917808219178,0.07076951384544372,0.03074072864287039,0.07076951384544372,0.03074072864287039,0.08059182226657867,0.050417586534991114,0.119471207109752,0.028521520219677243,0.22894414491584048,0.019955598858552637,0.22894414491584048,0.019955598858552637,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.09670495629310608,0.03551092180023547,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.11365620613098144,0.03339923348719027,0.09708554744720459,0.05807906540220944,0.03209745752811432,0.0866697114872645
0.08904109589041095,0.07076951384544372,0.03074072864287039,0.07076951384544372,0.03074072864287039,0.08059182226657867,0.050417586534991114,0.119471207109752,0.028521520219677243,0.22894414491584048,0.019955598858552637,0.22894414491584048,0.019955598858552637,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.09670495629310608,0.03551092180023547,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.11365620613098144,0.03339923348719027,0.09708554744720459,0.05807906540220944,0.03209745752811432,0.0866697114872645
0.0958904109589041,0.07076951384544372,0.03074072864287039,0.07076951384544372,0.03074072864287039,0.08059182226657867,0.050417586534991114,0.119471207109752,0.028521520219677243,0.22894414491584048,0.019955598858552637,0.22894414491584048,0.019955598858552637,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.09670495629310608,0.03551092180023547,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.08059182226657867,0.050417586534991114,0.11365620613098144,0.03339923348719027,0.09708554744720459,0.05807906540220944,0.03209745752811432,0.0866697114872645
