Coverage,Equally-w. class avg. (Mean Risk),Equally-w. class avg. (Std Dev),Imbalance-w. class avg. (Mean Risk),Imbalance-w. class avg. (Std Dev),Mean (Mean Risk),Mean (Std Dev),Threshold 0.3 (Mean Risk),Threshold 0.3 (Std Dev),Threshold 0.5 (Mean Risk),Threshold 0.5 (Std Dev),Threshold 0.7 (Mean Risk),Threshold 0.7 (Std Dev),Quantile 0.6 (Mean Risk),Quantile 0.6 (Std Dev),Quantile 0.75 (Mean Risk),Quantile 0.75 (Std Dev),Quantile 0.9 (Mean Risk),Quantile 0.9 (Std Dev),Quantile fg. ratio (Mean Risk),Quantile fg. ratio (Std Dev),Patch 10 (Mean Risk),Patch 10 (Std Dev),Patch 20 (Mean Risk),Patch 20 (Std Dev),Patch 50 (Mean Risk),Patch 50 (Std Dev),GMM (Mean Risk),GMM (Std Dev)
0.19444444444444445,0.1887351402214595,0.0,0.1887351402214595,0.0,0.14745972411973135,0.0,0.04213144949504307,0.0,0.0434957572392055,0.0,0.043822650398526876,0.0,0.14823232804025924,0.0,0.14823232804025924,0.0,0.14792158773967198,0.0,0.03236291663987296,0.0,0.16325282145823752,0.0,0.11043468649898257,0.0,0.10802218850169863,0.0,0.12066462635993958,0.0
0.20833333333333334,0.1961089015007019,0.0,0.1961089015007019,0.0,0.13905385335286458,0.0,0.04515539407730103,0.0,0.04642874797185262,0.0,0.04342261552810669,0.0,0.13977495034535725,0.0,0.13977495034535725,0.0,0.13977495034535725,0.0,0.033566995461781816,0.0,0.16280548522869745,0.0,0.10655180712540945,0.0,0.13064970672130585,0.0,0.11918132305145264,0.0
0.2222222222222222,0.194233238697052,0.0,0.194233238697052,0.0,0.13348602876067162,0.0,0.04394080862402916,0.0,0.04424922913312912,0.0,0.06461263820528984,0.0,0.1414201594889164,0.0,0.13334199413657188,0.0,0.13334199413657188,0.0,0.03455185145139694,0.0,0.15493312058970332,0.0,0.1548430952243507,0.0,0.17743487609550357,0.0,0.11508473753929138,0.0
0.2361111111111111,0.18616606207454905,0.0,0.18616606207454905,0.0,0.14299223352881038,0.0,0.04304120470495785,0.0,0.04312274385901058,0.0,0.0637780182501849,0.0,0.13604065951179056,0.0,0.12843768035664277,0.0,0.1355115070062525,0.0,0.0356744457693661,0.0,0.1461174273315598,0.0,0.1484451990793733,0.0,0.17676801848060944,0.0,0.11053987811593448,0.0
0.25,0.18068409297201368,0.0,0.18068409297201368,0.0,0.14487681786219278,0.0,0.04339028729332818,0.0,0.04352837469842699,0.0,0.060876819822523326,0.0,0.14487681786219278,0.0,0.13769622643788657,0.0,0.14437706271807352,0.0,0.04292021526230706,0.0,0.18647872532407442,0.0,0.1422453352974521,0.0,0.16853910312056541,0.0,0.11824419432216221,0.0
0.2638888888888889,0.17559560035404406,0.0,0.17559560035404406,0.0,0.13919107223811902,0.0,0.04373651742935181,0.0,0.04583077681692023,0.0,0.062266145881853606,0.0,0.13919107223811902,0.0,0.13919107223811902,0.0,0.1455202855561909,0.0,0.04360252305081016,0.0,0.1818437964508408,0.0,0.1377635406036126,0.0,0.16229855347620814,0.0,0.11359287249414544,0.0
0.2777777777777778,0.1671537846326828,0.0,0.1671537846326828,0.0,0.13643165528774262,0.0,0.04434389472007751,0.0,0.04600547254085541,0.0,0.0640735924243927,0.0,0.13643165528774262,0.0,0.13643165528774262,0.0,0.1407427042722702,0.0,0.044413423538208006,0.0,0.1822249125689268,0.0,0.13813724778592587,0.0,0.18050558678805828,0.0,0.1097544014453888,0.0
0.2916666666666667,0.16143523227600826,0.0,0.16143523227600826,0.0,0.1441892697697594,0.0,0.048568101156325566,0.0,0.048501167978559225,0.0,0.06244480609893799,0.0,0.1441892697697594,0.0,0.1560282636256445,0.0,0.1380408008893331,0.0,0.04792223090217227,0.0,0.18022279051088153,0.0,0.13320811837911606,0.0,0.17824590312583105,0.0,0.1086839068503607,0.0
0.3055555555555556,0.1557710604234175,0.0,0.1557710604234175,0.0,0.14161205833608453,0.0,0.05347604101354426,0.0,0.04991525953466242,0.0,0.06184843724424189,0.0,0.16254250434311954,0.0,0.16254250434311954,0.0,0.1566735113208944,0.0,0.0473178354176608,0.0,0.17300228469751097,0.0,0.1294245066290552,0.0,0.18752849745479497,0.0,0.10772057554938576,0.0
0.3194444444444444,0.1575314091599506,0.0,0.1575314091599506,0.0,0.15927937885989313,0.0,0.06352146812107252,0.0,0.049250488695891007,0.0,0.06142857022907423,0.0,0.15927937885989313,0.0,0.15927937885989313,0.0,0.15366555944732999,0.0,0.049539454605268395,0.0,0.1931918648921925,0.0,0.12989215196474738,0.0,0.18185731217913007,0.0,0.10649842801301376,0.0
0.3333333333333333,0.15320243189732233,0.0,0.15320243189732233,0.0,0.16082019979755083,0.0,0.06779550264279048,0.0,0.05274222791194916,0.0,0.06251448889573415,0.0,0.16082019979755083,0.0,0.1546037457883358,0.0,0.14922383551796278,0.0,0.048719855646292366,0.0,0.19230444201578697,0.0,0.1279800928508242,0.0,0.17449102147171894,0.0,0.10556110739707947,0.0
0.3472222222222222,0.14738425493240356,0.0,0.14738425493240356,0.0,0.16196603655815126,0.0,0.06902028560638428,0.0,0.05689424991607666,0.0,0.06533599853515625,0.0,0.15626995921134948,0.0,0.15626995921134948,0.0,0.15522854447364806,0.0,0.05093847513198853,0.0,0.18779671162366868,0.0,0.12973663777112962,0.0,0.1733208879828453,0.0,0.11271949768066407,0.0
0.3611111111111111,0.14625787505736718,0.0,0.14625787505736718,0.0,0.15754673458062685,0.0,0.06782035644237812,0.0,0.0570067992577186,0.0,0.06299681388414823,0.0,0.15754673458062685,0.0,0.15754673458062685,0.0,0.14970269455359533,0.0,0.05500017908903269,0.0,0.18486648081586912,0.0,0.12575816850249583,0.0,0.1686620652102507,0.0,0.11593255859154922,0.0
0.375,0.14194717892894038,0.0,0.14194717892894038,0.0,0.15307550187464114,0.0,0.0666723229266979,0.0,0.0610472250867773,0.0,0.06194602560113977,0.0,0.15307550187464114,0.0,0.15307550187464114,0.0,0.15117541397059406,0.0,0.054363954950262,0.0,0.18239358812570572,0.0,0.1212881006024502,0.0,0.1628433385932887,0.0,0.11816194543132076,0.0
