Coverage,Threshold 0.5 (Mean Risk),Threshold 0.5 (Std Dev),Quantile fg. ratio (Mean Risk),Quantile fg. ratio (Std Dev),Threshold 0.3 (Mean Risk),Threshold 0.3 (Std Dev),Equally-w. class avg. (Mean Risk),Equally-w. class avg. (Std Dev),Patch 50 (Mean Risk),Patch 50 (Std Dev),Patch 20 (Mean Risk),Patch 20 (Std Dev),GMM (Mean Risk),GMM (Std Dev),Patch 10 (Mean Risk),Patch 10 (Std Dev),Quantile 0.9 (Mean Risk),Quantile 0.9 (Std Dev),Quantile 0.75 (Mean Risk),Quantile 0.75 (Std Dev),GMM_pixel (Mean Risk),GMM_pixel (Std Dev),GMM_spatial (Mean Risk),GMM_spatial (Std Dev),Quantile 0.6 (Mean Risk),Quantile 0.6 (Std Dev),Mean (Mean Risk),Mean (Std Dev),Imbalance-w. class avg. (Mean Risk),Imbalance-w. class avg. (Std Dev),Threshold 0.7 (Mean Risk),Threshold 0.7 (Std Dev)
0.0,0.3879063249349087,0.019868556937922884,0.43712186078424314,0.009817063791513168,0.5090161794863339,0.07221651407215918,0.3761264601069579,0.019836666692276378,0.38058381964049265,0.02762223117249695,0.4734759704759171,0.0069478841025057995,0.5090486657787452,0.07218592992982362,0.4442816786896066,0.07316715652717484,0.41560504291491235,0.03715772061484415,0.4005452061406806,0.03428925910647311,0.4298686561219232,0.08012264065914791,0.37634256516635606,0.01551072888378879,0.4036283629915387,0.019624085934960567,0.3910659425065533,0.023395995493620047,0.4328164591649256,0.028347981238864065,0.3833857758752918,0.04137187302988093
0.013333333333333334,0.3879063249349087,0.019868556937922884,0.43712186078424314,0.009817063791513168,0.5090161794863339,0.07221651407215918,0.3761264601069579,0.019836666692276378,0.38058381964049265,0.02762223117249695,0.4734759704759171,0.0069478841025057995,0.5090486657787452,0.07218592992982362,0.4442816786896066,0.07316715652717484,0.41560504291491235,0.03715772061484415,0.4005452061406806,0.03428925910647311,0.4298686561219232,0.08012264065914791,0.37634256516635606,0.01551072888378879,0.4036283629915387,0.019624085934960567,0.3910659425065533,0.023395995493620047,0.4328164591649256,0.028347981238864065,0.3833857758752918,0.04137187302988093
0.02666666666666667,0.3879063249349087,0.019868556937922884,0.43712186078424314,0.009817063791513168,0.5090161794863339,0.07221651407215918,0.3761264601069579,0.019836666692276378,0.38058381964049265,0.02762223117249695,0.4734759704759171,0.0069478841025057995,0.5090486657787452,0.07218592992982362,0.4442816786896066,0.07316715652717484,0.41560504291491235,0.03715772061484415,0.4005452061406806,0.03428925910647311,0.4298686561219232,0.08012264065914791,0.37634256516635606,0.01551072888378879,0.4036283629915387,0.019624085934960567,0.3910659425065533,0.023395995493620047,0.4328164591649256,0.028347981238864065,0.3833857758752918,0.04137187302988093
0.04,0.3879063249349087,0.019868556937922884,0.43712186078424314,0.009817063791513168,0.5090161794863339,0.07221651407215918,0.3761264601069579,0.019836666692276378,0.38058381964049265,0.02762223117249695,0.4734759704759171,0.0069478841025057995,0.5090486657787452,0.07218592992982362,0.4442816786896066,0.07316715652717484,0.41560504291491235,0.03715772061484415,0.4005452061406806,0.03428925910647311,0.4298686561219232,0.08012264065914791,0.37634256516635606,0.01551072888378879,0.4036283629915387,0.019624085934960567,0.3910659425065533,0.023395995493620047,0.4328164591649256,0.028347981238864065,0.3833857758752918,0.04137187302988093
0.05333333333333334,0.3879063249349087,0.019868556937922884,0.43712186078424314,0.009817063791513168,0.5090161794863339,0.07221651407215918,0.3761264601069579,0.019836666692276378,0.38058381964049265,0.02762223117249695,0.4734759704759171,0.0069478841025057995,0.5090486657787452,0.07218592992982362,0.4442816786896066,0.07316715652717484,0.41560504291491235,0.03715772061484415,0.4005452061406806,0.03428925910647311,0.4298686561219232,0.08012264065914791,0.37634256516635606,0.01551072888378879,0.4036283629915387,0.019624085934960567,0.3910659425065533,0.023395995493620047,0.4328164591649256,0.028347981238864065,0.3833857758752918,0.04137187302988093
0.06666666666666667,0.3879063249349087,0.019868556937922884,0.43712186078424314,0.009817063791513168,0.5090161794863339,0.07221651407215918,0.3761264601069579,0.019836666692276378,0.38058381964049265,0.02762223117249695,0.4734759704759171,0.0069478841025057995,0.5090486657787452,0.07218592992982362,0.4442816786896066,0.07316715652717484,0.41560504291491235,0.03715772061484415,0.4005452061406806,0.03428925910647311,0.4298686561219232,0.08012264065914791,0.37634256516635606,0.01551072888378879,0.4036283629915387,0.019624085934960567,0.3910659425065533,0.023395995493620047,0.4328164591649256,0.028347981238864065,0.3833857758752918,0.04137187302988093
0.08,0.3879063249349087,0.019868556937922884,0.43712186078424314,0.009817063791513168,0.5090161794863339,0.07221651407215918,0.3761264601069579,0.019836666692276378,0.38058381964049265,0.02762223117249695,0.4734759704759171,0.0069478841025057995,0.5090486657787452,0.07218592992982362,0.4442816786896066,0.07316715652717484,0.41560504291491235,0.03715772061484415,0.4005452061406806,0.03428925910647311,0.4298686561219232,0.08012264065914791,0.37634256516635606,0.01551072888378879,0.4036283629915387,0.019624085934960567,0.3910659425065533,0.023395995493620047,0.4328164591649256,0.028347981238864065,0.3833857758752918,0.04137187302988093
0.09333333333333334,0.3879063249349087,0.019868556937922884,0.43712186078424314,0.009817063791513168,0.5090161794863339,0.07221651407215918,0.3761264601069579,0.019836666692276378,0.38058381964049265,0.02762223117249695,0.4734759704759171,0.0069478841025057995,0.5090486657787452,0.07218592992982362,0.4442816786896066,0.07316715652717484,0.41560504291491235,0.03715772061484415,0.4005452061406806,0.03428925910647311,0.4298686561219232,0.08012264065914791,0.37634256516635606,0.01551072888378879,0.4036283629915387,0.019624085934960567,0.3910659425065533,0.023395995493620047,0.4328164591649256,0.028347981238864065,0.3833857758752918,0.04137187302988093
0.10666666666666667,0.3879063249349087,0.019868556937922884,0.43712186078424314,0.009817063791513168,0.5090161794863339,0.07221651407215918,0.3761264601069579,0.019836666692276378,0.38058381964049265,0.02762223117249695,0.4734759704759171,0.0069478841025057995,0.5090486657787452,0.07218592992982362,0.4442816786896066,0.07316715652717484,0.41560504291491235,0.03715772061484415,0.4005452061406806,0.03428925910647311,0.4298686561219232,0.08012264065914791,0.37634256516635606,0.01551072888378879,0.4036283629915387,0.019624085934960567,0.3910659425065533,0.023395995493620047,0.4328164591649256,0.028347981238864065,0.3833857758752918,0.04137187302988093
0.12,0.3879063249349087,0.019868556937922884,0.43712186078424314,0.009817063791513168,0.5090161794863339,0.07221651407215918,0.3761264601069579,0.019836666692276378,0.38058381964049265,0.02762223117249695,0.4734759704759171,0.0069478841025057995,0.5090486657787452,0.07218592992982362,0.4442816786896066,0.07316715652717484,0.41560504291491235,0.03715772061484415,0.4005452061406806,0.03428925910647311,0.4298686561219232,0.08012264065914791,0.37634256516635606,0.01551072888378879,0.4036283629915387,0.019624085934960567,0.3910659425065533,0.023395995493620047,0.4328164591649256,0.028347981238864065,0.3833857758752918,0.04137187302988093
0.13333333333333333,0.3879063249349087,0.019868556937922884,0.43712186078424314,0.009817063791513168,0.5090161794863339,0.07221651407215918,0.3761264601069579,0.019836666692276378,0.38058381964049265,0.02762223117249695,0.4734759704759171,0.0069478841025057995,0.5090486657787452,0.07218592992982362,0.4442816786896066,0.07316715652717484,0.41560504291491235,0.03715772061484415,0.4005452061406806,0.03428925910647311,0.4298686561219232,0.08012264065914791,0.37634256516635606,0.01551072888378879,0.4036283629915387,0.019624085934960567,0.3910659425065533,0.023395995493620047,0.4328164591649256,0.028347981238864065,0.3833857758752918,0.04137187302988093
0.14666666666666667,0.3879063249349087,0.019868556937922884,0.43712186078424314,0.009817063791513168,0.5090161794863339,0.07221651407215918,0.3761264601069579,0.019836666692276378,0.38058381964049265,0.02762223117249695,0.4734759704759171,0.0069478841025057995,0.5090486657787452,0.07218592992982362,0.4442816786896066,0.07316715652717484,0.41560504291491235,0.03715772061484415,0.4005452061406806,0.03428925910647311,0.4298686561219232,0.08012264065914791,0.37634256516635606,0.01551072888378879,0.4036283629915387,0.019624085934960567,0.3910659425065533,0.023395995493620047,0.4328164591649256,0.028347981238864065,0.3833857758752918,0.04137187302988093
0.16,0.3879063249349087,0.019868556937922884,0.43712186078424314,0.009817063791513168,0.5090161794863339,0.07221651407215918,0.3761264601069579,0.019836666692276378,0.38058381964049265,0.02762223117249695,0.4734759704759171,0.0069478841025057995,0.5090486657787452,0.07218592992982362,0.4442816786896066,0.07316715652717484,0.41560504291491235,0.03715772061484415,0.4005452061406806,0.03428925910647311,0.4298686561219232,0.08012264065914791,0.37634256516635606,0.01551072888378879,0.4036283629915387,0.019624085934960567,0.3910659425065533,0.023395995493620047,0.4328164591649256,0.028347981238864065,0.3833857758752918,0.04137187302988093
0.17333333333333334,0.3879063249349087,0.019868556937922884,0.43712186078424314,0.009817063791513168,0.5090161794863339,0.07221651407215918,0.3761264601069579,0.019836666692276378,0.38058381964049265,0.02762223117249695,0.4734759704759171,0.0069478841025057995,0.5090486657787452,0.07218592992982362,0.4442816786896066,0.07316715652717484,0.41560504291491235,0.03715772061484415,0.4005452061406806,0.03428925910647311,0.4298686561219232,0.08012264065914791,0.37634256516635606,0.01551072888378879,0.4036283629915387,0.019624085934960567,0.3910659425065533,0.023395995493620047,0.4328164591649256,0.028347981238864065,0.3833857758752918,0.04137187302988093
