Coverage,Quantile fg. ratio (Mean Risk),Quantile fg. ratio (Std Dev),GMM_spatial (Mean Risk),GMM_spatial (Std Dev),GMM (Mean Risk),GMM (Std Dev),GMM_pixel (Mean Risk),GMM_pixel (Std Dev),Patch 10 (Mean Risk),Patch 10 (Std Dev),Patch 20 (Mean Risk),Patch 20 (Std Dev),Quantile 0.9 (Mean Risk),Quantile 0.9 (Std Dev),Mean (Mean Risk),Mean (Std Dev),Quantile 0.75 (Mean Risk),Quantile 0.75 (Std Dev),Quantile 0.6 (Mean Risk),Quantile 0.6 (Std Dev),Patch 50 (Mean Risk),Patch 50 (Std Dev),Equally-w. class avg. (Mean Risk),Equally-w. class avg. (Std Dev),Imbalance-w. class avg. (Mean Risk),Imbalance-w. class avg. (Std Dev),Threshold 0.3 (Mean Risk),Threshold 0.3 (Std Dev),Threshold 0.5 (Mean Risk),Threshold 0.5 (Std Dev),Threshold 0.7 (Mean Risk),Threshold 0.7 (Std Dev)
0.0,0.0674979373216629,0.024740074819825753,0.0674979373216629,0.024740074819825753,0.024963904738426208,0.03927449873976439,0.14427724184119142,0.16269076397405421,0.7804324447212275,0.29367937001433025,0.7858002175984439,0.2803334329209357,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.06407484567165375,0.028396748948458096,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.05427056032949024,0.024669940894825642,0.10916817569732666,0.07761586675263314,0.05350454664230347,0.0389415271221984
0.009615384615384616,0.0674979373216629,0.024740074819825753,0.0674979373216629,0.024740074819825753,0.024963904738426208,0.03927449873976439,0.14427724184119142,0.16269076397405421,0.7804324447212275,0.29367937001433025,0.7858002175984439,0.2803334329209357,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.06407484567165375,0.028396748948458096,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.05427056032949024,0.024669940894825642,0.10916817569732666,0.07761586675263314,0.05350454664230347,0.0389415271221984
0.019230769230769232,0.0674979373216629,0.024740074819825753,0.0674979373216629,0.024740074819825753,0.024963904738426208,0.03927449873976439,0.14427724184119142,0.16269076397405421,0.7804324447212275,0.29367937001433025,0.7858002175984439,0.2803334329209357,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.06407484567165375,0.028396748948458096,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.05427056032949024,0.024669940894825642,0.10916817569732666,0.07761586675263314,0.05350454664230347,0.0389415271221984
0.028846153846153848,0.0674979373216629,0.024740074819825753,0.0674979373216629,0.024740074819825753,0.024963904738426208,0.03927449873976439,0.14427724184119142,0.16269076397405421,0.7804324447212275,0.29367937001433025,0.7858002175984439,0.2803334329209357,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.06407484567165375,0.028396748948458096,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.05427056032949024,0.024669940894825642,0.10916817569732666,0.07761586675263314,0.05350454664230347,0.0389415271221984
0.038461538461538464,0.0674979373216629,0.024740074819825753,0.0674979373216629,0.024740074819825753,0.024963904738426208,0.03927449873976439,0.14427724184119142,0.16269076397405421,0.7804324447212275,0.29367937001433025,0.7858002175984439,0.2803334329209357,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.06407484567165375,0.028396748948458096,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.05427056032949024,0.024669940894825642,0.10916817569732666,0.07761586675263314,0.05350454664230347,0.0389415271221984
0.04807692307692308,0.0674979373216629,0.024740074819825753,0.0674979373216629,0.024740074819825753,0.024963904738426208,0.03927449873976439,0.14427724184119142,0.16269076397405421,0.7804324447212275,0.29367937001433025,0.7858002175984439,0.2803334329209357,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.06407484567165375,0.028396748948458096,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.05427056032949024,0.024669940894825642,0.10916817569732666,0.07761586675263314,0.05350454664230347,0.0389415271221984
0.057692307692307696,0.0674979373216629,0.024740074819825753,0.0674979373216629,0.024740074819825753,0.024963904738426208,0.03927449873976439,0.14427724184119142,0.16269076397405421,0.7804324447212275,0.29367937001433025,0.7858002175984439,0.2803334329209357,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.06407484567165375,0.028396748948458096,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.05427056032949024,0.024669940894825642,0.10916817569732666,0.07761586675263314,0.05350454664230347,0.0389415271221984
0.0673076923076923,0.0674979373216629,0.024740074819825753,0.0674979373216629,0.024740074819825753,0.024963904738426208,0.03927449873976439,0.14427724184119142,0.16269076397405421,0.7804324447212275,0.29367937001433025,0.7858002175984439,0.2803334329209357,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.06407484567165375,0.028396748948458096,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.05427056032949024,0.024669940894825642,0.10916817569732666,0.07761586675263314,0.05350454664230347,0.0389415271221984
0.07692307692307693,0.0674979373216629,0.024740074819825753,0.0674979373216629,0.024740074819825753,0.024963904738426208,0.03927449873976439,0.14427724184119142,0.16269076397405421,0.7804324447212275,0.29367937001433025,0.7858002175984439,0.2803334329209357,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.06407484567165375,0.028396748948458096,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.05427056032949024,0.024669940894825642,0.10916817569732666,0.07761586675263314,0.05350454664230347,0.0389415271221984
0.08653846153846154,0.0674979373216629,0.024740074819825753,0.0674979373216629,0.024740074819825753,0.024963904738426208,0.03927449873976439,0.14427724184119142,0.16269076397405421,0.7804324447212275,0.29367937001433025,0.7858002175984439,0.2803334329209357,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.06407484567165375,0.028396748948458096,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.024963904738426208,0.03927449873976439,0.05427056032949024,0.024669940894825642,0.10916817569732666,0.07761586675263314,0.05350454664230347,0.0389415271221984
