Coverage,GMM_spatial (Mean Risk),GMM_spatial (Std Dev),GMM (Mean Risk),GMM (Std Dev),GMM_pixel (Mean Risk),GMM_pixel (Std Dev),Threshold 0.7 (Mean Risk),Threshold 0.7 (Std Dev),Threshold 0.5 (Mean Risk),Threshold 0.5 (Std Dev),Quantile fg. ratio (Mean Risk),Quantile fg. ratio (Std Dev),Equally-w. class avg. (Mean Risk),Equally-w. class avg. (Std Dev),Imbalance-w. class avg. (Mean Risk),Imbalance-w. class avg. (Std Dev),Patch 10 (Mean Risk),Patch 10 (Std Dev),Threshold 0.3 (Mean Risk),Threshold 0.3 (Std Dev),Patch 20 (Mean Risk),Patch 20 (Std Dev),Quantile 0.9 (Mean Risk),Quantile 0.9 (Std Dev),Quantile 0.75 (Mean Risk),Quantile 0.75 (Std Dev),Quantile 0.6 (Mean Risk),Quantile 0.6 (Std Dev),Mean (Mean Risk),Mean (Std Dev),Patch 50 (Mean Risk),Patch 50 (Std Dev)
0.0,0.1325898970779963,0.24853821121806602,0.1325898970779963,0.24853821121806602,0.6970894629266113,0.4180079550210891,0.23823686344028758,0.06207033718111734,0.16011338737750958,0.01899025694677056,0.16011338737750958,0.01899025694677056,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.697957290103659,0.41661380542516596,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.1396511571407318,0.05144516404512491,0.2239320982694626,0.21562032226385996,0.019722380995750428,0.03579803036933846
0.009615384615384616,0.1325898970779963,0.24853821121806602,0.1325898970779963,0.24853821121806602,0.6970894629266113,0.4180079550210891,0.23823686344028758,0.06207033718111734,0.16011338737750958,0.01899025694677056,0.16011338737750958,0.01899025694677056,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.697957290103659,0.41661380542516596,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.1396511571407318,0.05144516404512491,0.2239320982694626,0.21562032226385996,0.019722380995750428,0.03579803036933846
0.019230769230769232,0.1325898970779963,0.24853821121806602,0.1325898970779963,0.24853821121806602,0.6970894629266113,0.4180079550210891,0.23823686344028758,0.06207033718111734,0.16011338737750958,0.01899025694677056,0.16011338737750958,0.01899025694677056,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.697957290103659,0.41661380542516596,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.1396511571407318,0.05144516404512491,0.2239320982694626,0.21562032226385996,0.019722380995750428,0.03579803036933846
0.028846153846153848,0.1325898970779963,0.24853821121806602,0.1325898970779963,0.24853821121806602,0.6970894629266113,0.4180079550210891,0.23823686344028758,0.06207033718111734,0.16011338737750958,0.01899025694677056,0.16011338737750958,0.01899025694677056,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.697957290103659,0.41661380542516596,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.1396511571407318,0.05144516404512491,0.2239320982694626,0.21562032226385996,0.019722380995750428,0.03579803036933846
0.038461538461538464,0.1325898970779963,0.24853821121806602,0.1325898970779963,0.24853821121806602,0.6970894629266113,0.4180079550210891,0.23823686344028758,0.06207033718111734,0.16011338737750958,0.01899025694677056,0.16011338737750958,0.01899025694677056,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.697957290103659,0.41661380542516596,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.1396511571407318,0.05144516404512491,0.2239320982694626,0.21562032226385996,0.019722380995750428,0.03579803036933846
0.04807692307692308,0.1325898970779963,0.24853821121806602,0.1325898970779963,0.24853821121806602,0.6970894629266113,0.4180079550210891,0.23823686344028758,0.06207033718111734,0.16011338737750958,0.01899025694677056,0.16011338737750958,0.01899025694677056,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.697957290103659,0.41661380542516596,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.1396511571407318,0.05144516404512491,0.2239320982694626,0.21562032226385996,0.019722380995750428,0.03579803036933846
0.057692307692307696,0.1325898970779963,0.24853821121806602,0.1325898970779963,0.24853821121806602,0.6970894629266113,0.4180079550210891,0.23823686344028758,0.06207033718111734,0.16011338737750958,0.01899025694677056,0.16011338737750958,0.01899025694677056,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.697957290103659,0.41661380542516596,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.1396511571407318,0.05144516404512491,0.2239320982694626,0.21562032226385996,0.019722380995750428,0.03579803036933846
0.0673076923076923,0.1325898970779963,0.24853821121806602,0.1325898970779963,0.24853821121806602,0.6970894629266113,0.4180079550210891,0.23823686344028758,0.06207033718111734,0.16011338737750958,0.01899025694677056,0.16011338737750958,0.01899025694677056,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.697957290103659,0.41661380542516596,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.1396511571407318,0.05144516404512491,0.2239320982694626,0.21562032226385996,0.019722380995750428,0.03579803036933846
0.07692307692307693,0.1325898970779963,0.24853821121806602,0.1325898970779963,0.24853821121806602,0.6970894629266113,0.4180079550210891,0.23823686344028758,0.06207033718111734,0.16011338737750958,0.01899025694677056,0.16011338737750958,0.01899025694677056,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.697957290103659,0.41661380542516596,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.1396511571407318,0.05144516404512491,0.2239320982694626,0.21562032226385996,0.019722380995750428,0.03579803036933846
0.08653846153846154,0.1325898970779963,0.24853821121806602,0.1325898970779963,0.24853821121806602,0.6970894629266113,0.4180079550210891,0.23823686344028758,0.06207033718111734,0.16011338737750958,0.01899025694677056,0.16011338737750958,0.01899025694677056,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.697957290103659,0.41661380542516596,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.6970894629266113,0.4180079550210891,0.1396511571407318,0.05144516404512491,0.2239320982694626,0.21562032226385996,0.019722380995750428,0.03579803036933846
