Coverage,Threshold 0.5 (Mean Risk),Threshold 0.5 (Std Dev),Threshold 0.3 (Mean Risk),Threshold 0.3 (Std Dev),Equally-w. class avg. (Mean Risk),Equally-w. class avg. (Std Dev),Quantile fg. ratio (Mean Risk),Quantile fg. ratio (Std Dev),GMM_spatial (Mean Risk),GMM_spatial (Std Dev),GMM (Mean Risk),GMM (Std Dev),GMM_pixel (Mean Risk),GMM_pixel (Std Dev),Quantile 0.9 (Mean Risk),Quantile 0.9 (Std Dev),Patch 20 (Mean Risk),Patch 20 (Std Dev),Quantile 0.6 (Mean Risk),Quantile 0.6 (Std Dev),Quantile 0.75 (Mean Risk),Quantile 0.75 (Std Dev),Threshold 0.7 (Mean Risk),Threshold 0.7 (Std Dev),Patch 50 (Mean Risk),Patch 50 (Std Dev),Imbalance-w. class avg. (Mean Risk),Imbalance-w. class avg. (Std Dev),Mean (Mean Risk),Mean (Std Dev),Patch 10 (Mean Risk),Patch 10 (Std Dev)
0.0,0.3992518048923388,0.025120624699999507,0.5225956676868194,0.09766142647182151,0.5170001955482748,0.10680229920829964,0.3246030680792446,0.08967380786413756,0.3190058934875551,0.06569087853726015,0.3945527165404457,0.07303374748761987,0.39367272336310155,0.07357560662300669,0.4273722620908696,0.06427232581931133,0.42552985401026716,0.040303387910306694,0.3480916540509129,0.05745168894819283,0.590098644740509,0.06654380243055573,0.5302986302341413,0.05460288507934373,0.42450359795384557,0.06557070444752648,0.3783748002725409,0.031784158452598965,0.437061278399018,0.09774389660817231,0.41191097501986274,0.01678295735335152
0.013333333333333334,0.3992518048923388,0.025120624699999507,0.5225956676868194,0.09766142647182151,0.5170001955482748,0.10680229920829964,0.3246030680792446,0.08967380786413756,0.3190058934875551,0.06569087853726015,0.3945527165404457,0.07303374748761987,0.39367272336310155,0.07357560662300669,0.4273722620908696,0.06427232581931133,0.42552985401026716,0.040303387910306694,0.3480916540509129,0.05745168894819283,0.590098644740509,0.06654380243055573,0.5302986302341413,0.05460288507934373,0.42450359795384557,0.06557070444752648,0.3783748002725409,0.031784158452598965,0.437061278399018,0.09774389660817231,0.41191097501986274,0.01678295735335152
0.02666666666666667,0.3992518048923388,0.025120624699999507,0.5225956676868194,0.09766142647182151,0.5170001955482748,0.10680229920829964,0.3246030680792446,0.08967380786413756,0.3190058934875551,0.06569087853726015,0.3945527165404457,0.07303374748761987,0.39367272336310155,0.07357560662300669,0.4273722620908696,0.06427232581931133,0.42552985401026716,0.040303387910306694,0.3480916540509129,0.05745168894819283,0.590098644740509,0.06654380243055573,0.5302986302341413,0.05460288507934373,0.42450359795384557,0.06557070444752648,0.3783748002725409,0.031784158452598965,0.437061278399018,0.09774389660817231,0.41191097501986274,0.01678295735335152
0.04,0.3992518048923388,0.025120624699999507,0.5225956676868194,0.09766142647182151,0.5170001955482748,0.10680229920829964,0.3246030680792446,0.08967380786413756,0.3190058934875551,0.06569087853726015,0.3945527165404457,0.07303374748761987,0.39367272336310155,0.07357560662300669,0.4273722620908696,0.06427232581931133,0.42552985401026716,0.040303387910306694,0.3480916540509129,0.05745168894819283,0.590098644740509,0.06654380243055573,0.5302986302341413,0.05460288507934373,0.42450359795384557,0.06557070444752648,0.3783748002725409,0.031784158452598965,0.437061278399018,0.09774389660817231,0.41191097501986274,0.01678295735335152
0.05333333333333334,0.3992518048923388,0.025120624699999507,0.5225956676868194,0.09766142647182151,0.5170001955482748,0.10680229920829964,0.3246030680792446,0.08967380786413756,0.3190058934875551,0.06569087853726015,0.3945527165404457,0.07303374748761987,0.39367272336310155,0.07357560662300669,0.4273722620908696,0.06427232581931133,0.42552985401026716,0.040303387910306694,0.3480916540509129,0.05745168894819283,0.590098644740509,0.06654380243055573,0.5302986302341413,0.05460288507934373,0.42450359795384557,0.06557070444752648,0.3783748002725409,0.031784158452598965,0.437061278399018,0.09774389660817231,0.41191097501986274,0.01678295735335152
0.06666666666666667,0.3992518048923388,0.025120624699999507,0.5225956676868194,0.09766142647182151,0.5170001955482748,0.10680229920829964,0.3246030680792446,0.08967380786413756,0.3190058934875551,0.06569087853726015,0.3945527165404457,0.07303374748761987,0.39367272336310155,0.07357560662300669,0.4273722620908696,0.06427232581931133,0.42552985401026716,0.040303387910306694,0.3480916540509129,0.05745168894819283,0.590098644740509,0.06654380243055573,0.5302986302341413,0.05460288507934373,0.42450359795384557,0.06557070444752648,0.3783748002725409,0.031784158452598965,0.437061278399018,0.09774389660817231,0.41191097501986274,0.01678295735335152
0.08,0.3992518048923388,0.025120624699999507,0.5225956676868194,0.09766142647182151,0.5170001955482748,0.10680229920829964,0.3246030680792446,0.08967380786413756,0.3190058934875551,0.06569087853726015,0.3945527165404457,0.07303374748761987,0.39367272336310155,0.07357560662300669,0.4273722620908696,0.06427232581931133,0.42552985401026716,0.040303387910306694,0.3480916540509129,0.05745168894819283,0.590098644740509,0.06654380243055573,0.5302986302341413,0.05460288507934373,0.42450359795384557,0.06557070444752648,0.3783748002725409,0.031784158452598965,0.437061278399018,0.09774389660817231,0.41191097501986274,0.01678295735335152
0.09333333333333334,0.3992518048923388,0.025120624699999507,0.5225956676868194,0.09766142647182151,0.5170001955482748,0.10680229920829964,0.3246030680792446,0.08967380786413756,0.3190058934875551,0.06569087853726015,0.3945527165404457,0.07303374748761987,0.39367272336310155,0.07357560662300669,0.4273722620908696,0.06427232581931133,0.42552985401026716,0.040303387910306694,0.3480916540509129,0.05745168894819283,0.590098644740509,0.06654380243055573,0.5302986302341413,0.05460288507934373,0.42450359795384557,0.06557070444752648,0.3783748002725409,0.031784158452598965,0.437061278399018,0.09774389660817231,0.41191097501986274,0.01678295735335152
0.10666666666666667,0.3992518048923388,0.025120624699999507,0.5225956676868194,0.09766142647182151,0.5170001955482748,0.10680229920829964,0.3246030680792446,0.08967380786413756,0.3190058934875551,0.06569087853726015,0.3945527165404457,0.07303374748761987,0.39367272336310155,0.07357560662300669,0.4273722620908696,0.06427232581931133,0.42552985401026716,0.040303387910306694,0.3480916540509129,0.05745168894819283,0.590098644740509,0.06654380243055573,0.5302986302341413,0.05460288507934373,0.42450359795384557,0.06557070444752648,0.3783748002725409,0.031784158452598965,0.437061278399018,0.09774389660817231,0.41191097501986274,0.01678295735335152
0.12,0.3992518048923388,0.025120624699999507,0.5225956676868194,0.09766142647182151,0.5170001955482748,0.10680229920829964,0.3246030680792446,0.08967380786413756,0.3190058934875551,0.06569087853726015,0.3945527165404457,0.07303374748761987,0.39367272336310155,0.07357560662300669,0.4273722620908696,0.06427232581931133,0.42552985401026716,0.040303387910306694,0.3480916540509129,0.05745168894819283,0.590098644740509,0.06654380243055573,0.5302986302341413,0.05460288507934373,0.42450359795384557,0.06557070444752648,0.3783748002725409,0.031784158452598965,0.437061278399018,0.09774389660817231,0.41191097501986274,0.01678295735335152
