Coverage,Equally-w. class avg. (Mean Risk),Equally-w. class avg. (Std Dev),Quantile fg. ratio (Mean Risk),Quantile fg. ratio (Std Dev),Threshold 0.5 (Mean Risk),Threshold 0.5 (Std Dev),GMM_spatial (Mean Risk),GMM_spatial (Std Dev),Quantile 0.9 (Mean Risk),Quantile 0.9 (Std Dev),Threshold 0.3 (Mean Risk),Threshold 0.3 (Std Dev),GMM (Mean Risk),GMM (Std Dev),Patch 20 (Mean Risk),Patch 20 (Std Dev),Quantile 0.75 (Mean Risk),Quantile 0.75 (Std Dev),Patch 10 (Mean Risk),Patch 10 (Std Dev),GMM_pixel (Mean Risk),GMM_pixel (Std Dev),Quantile 0.6 (Mean Risk),Quantile 0.6 (Std Dev),Patch 50 (Mean Risk),Patch 50 (Std Dev),Imbalance-w. class avg. (Mean Risk),Imbalance-w. class avg. (Std Dev),Mean (Mean Risk),Mean (Std Dev),Threshold 0.7 (Mean Risk),Threshold 0.7 (Std Dev)
0.0,0.38353492420720575,0.04102372630542515,0.3962126277062469,0.07261266435065536,0.39269371474704884,0.04316799754418212,0.37608630209475036,0.03444579265915047,0.40780322166064353,0.060126373140369005,0.45652846923212415,0.15408751693756567,0.3753997609219525,0.03619550409284179,0.37881047053568073,0.03851041132980014,0.3768366202020571,0.038233922406812205,0.34720403033197905,0.042235994954855874,0.3775307729795502,0.05929291598238679,0.4862748867736201,0.07799356138863013,0.3593509819535954,0.06456618271128076,0.3560763552203155,0.019946105694776985,0.37565958396161675,0.040734059099461574,0.40828561453161816,0.042617175720860566
0.013333333333333334,0.38353492420720575,0.04102372630542515,0.3962126277062469,0.07261266435065536,0.39269371474704884,0.04316799754418212,0.37608630209475036,0.03444579265915047,0.40780322166064353,0.060126373140369005,0.45652846923212415,0.15408751693756567,0.3753997609219525,0.03619550409284179,0.37881047053568073,0.03851041132980014,0.3768366202020571,0.038233922406812205,0.34720403033197905,0.042235994954855874,0.3775307729795502,0.05929291598238679,0.4862748867736201,0.07799356138863013,0.3593509819535954,0.06456618271128076,0.3560763552203155,0.019946105694776985,0.37565958396161675,0.040734059099461574,0.40828561453161816,0.042617175720860566
0.02666666666666667,0.38353492420720575,0.04102372630542515,0.3962126277062469,0.07261266435065536,0.39269371474704884,0.04316799754418212,0.37608630209475036,0.03444579265915047,0.40780322166064353,0.060126373140369005,0.45652846923212415,0.15408751693756567,0.3753997609219525,0.03619550409284179,0.37881047053568073,0.03851041132980014,0.3768366202020571,0.038233922406812205,0.34720403033197905,0.042235994954855874,0.3775307729795502,0.05929291598238679,0.4862748867736201,0.07799356138863013,0.3593509819535954,0.06456618271128076,0.3560763552203155,0.019946105694776985,0.37565958396161675,0.040734059099461574,0.40828561453161816,0.042617175720860566
0.04,0.38353492420720575,0.04102372630542515,0.3962126277062469,0.07261266435065536,0.39269371474704884,0.04316799754418212,0.37608630209475036,0.03444579265915047,0.40780322166064353,0.060126373140369005,0.45652846923212415,0.15408751693756567,0.3753997609219525,0.03619550409284179,0.37881047053568073,0.03851041132980014,0.3768366202020571,0.038233922406812205,0.34720403033197905,0.042235994954855874,0.3775307729795502,0.05929291598238679,0.4862748867736201,0.07799356138863013,0.3593509819535954,0.06456618271128076,0.3560763552203155,0.019946105694776985,0.37565958396161675,0.040734059099461574,0.40828561453161816,0.042617175720860566
0.05333333333333334,0.38353492420720575,0.04102372630542515,0.3962126277062469,0.07261266435065536,0.39269371474704884,0.04316799754418212,0.37608630209475036,0.03444579265915047,0.40780322166064353,0.060126373140369005,0.45652846923212415,0.15408751693756567,0.3753997609219525,0.03619550409284179,0.37881047053568073,0.03851041132980014,0.3768366202020571,0.038233922406812205,0.34720403033197905,0.042235994954855874,0.3775307729795502,0.05929291598238679,0.4862748867736201,0.07799356138863013,0.3593509819535954,0.06456618271128076,0.3560763552203155,0.019946105694776985,0.37565958396161675,0.040734059099461574,0.40828561453161816,0.042617175720860566
0.06666666666666667,0.38353492420720575,0.04102372630542515,0.3962126277062469,0.07261266435065536,0.39269371474704884,0.04316799754418212,0.37608630209475036,0.03444579265915047,0.40780322166064353,0.060126373140369005,0.45652846923212415,0.15408751693756567,0.3753997609219525,0.03619550409284179,0.37881047053568073,0.03851041132980014,0.3768366202020571,0.038233922406812205,0.34720403033197905,0.042235994954855874,0.3775307729795502,0.05929291598238679,0.4862748867736201,0.07799356138863013,0.3593509819535954,0.06456618271128076,0.3560763552203155,0.019946105694776985,0.37565958396161675,0.040734059099461574,0.40828561453161816,0.042617175720860566
0.08,0.38353492420720575,0.04102372630542515,0.3962126277062469,0.07261266435065536,0.39269371474704884,0.04316799754418212,0.37608630209475036,0.03444579265915047,0.40780322166064353,0.060126373140369005,0.45652846923212415,0.15408751693756567,0.3753997609219525,0.03619550409284179,0.37881047053568073,0.03851041132980014,0.3768366202020571,0.038233922406812205,0.34720403033197905,0.042235994954855874,0.3775307729795502,0.05929291598238679,0.4862748867736201,0.07799356138863013,0.3593509819535954,0.06456618271128076,0.3560763552203155,0.019946105694776985,0.37565958396161675,0.040734059099461574,0.40828561453161816,0.042617175720860566
0.09333333333333334,0.38353492420720575,0.04102372630542515,0.3962126277062469,0.07261266435065536,0.39269371474704884,0.04316799754418212,0.37608630209475036,0.03444579265915047,0.40780322166064353,0.060126373140369005,0.45652846923212415,0.15408751693756567,0.3753997609219525,0.03619550409284179,0.37881047053568073,0.03851041132980014,0.3768366202020571,0.038233922406812205,0.34720403033197905,0.042235994954855874,0.3775307729795502,0.05929291598238679,0.4862748867736201,0.07799356138863013,0.3593509819535954,0.06456618271128076,0.3560763552203155,0.019946105694776985,0.37565958396161675,0.040734059099461574,0.40828561453161816,0.042617175720860566
0.10666666666666667,0.38353492420720575,0.04102372630542515,0.3962126277062469,0.07261266435065536,0.39269371474704884,0.04316799754418212,0.37608630209475036,0.03444579265915047,0.40780322166064353,0.060126373140369005,0.45652846923212415,0.15408751693756567,0.3753997609219525,0.03619550409284179,0.37881047053568073,0.03851041132980014,0.3768366202020571,0.038233922406812205,0.34720403033197905,0.042235994954855874,0.3775307729795502,0.05929291598238679,0.4862748867736201,0.07799356138863013,0.3593509819535954,0.06456618271128076,0.3560763552203155,0.019946105694776985,0.37565958396161675,0.040734059099461574,0.40828561453161816,0.042617175720860566
0.12,0.38353492420720575,0.04102372630542515,0.3962126277062469,0.07261266435065536,0.39269371474704884,0.04316799754418212,0.37608630209475036,0.03444579265915047,0.40780322166064353,0.060126373140369005,0.45652846923212415,0.15408751693756567,0.3753997609219525,0.03619550409284179,0.37881047053568073,0.03851041132980014,0.3768366202020571,0.038233922406812205,0.34720403033197905,0.042235994954855874,0.3775307729795502,0.05929291598238679,0.4862748867736201,0.07799356138863013,0.3593509819535954,0.06456618271128076,0.3560763552203155,0.019946105694776985,0.37565958396161675,0.040734059099461574,0.40828561453161816,0.042617175720860566
