Coverage,Threshold 0.7 (Mean Risk),Threshold 0.7 (Std Dev),Quantile fg. ratio (Mean Risk),Quantile fg. ratio (Std Dev),Threshold 0.5 (Mean Risk),Threshold 0.5 (Std Dev),Patch 20 (Mean Risk),Patch 20 (Std Dev),Patch 10 (Mean Risk),Patch 10 (Std Dev),Patch 50 (Mean Risk),Patch 50 (Std Dev),GMM (Mean Risk),GMM (Std Dev),Equally-w. class avg. (Mean Risk),Equally-w. class avg. (Std Dev),GMM_pixel (Mean Risk),GMM_pixel (Std Dev),Quantile 0.9 (Mean Risk),Quantile 0.9 (Std Dev),Threshold 0.3 (Mean Risk),Threshold 0.3 (Std Dev),Quantile 0.75 (Mean Risk),Quantile 0.75 (Std Dev),Quantile 0.6 (Mean Risk),Quantile 0.6 (Std Dev),Mean (Mean Risk),Mean (Std Dev),GMM_spatial (Mean Risk),GMM_spatial (Std Dev),Imbalance-w. class avg. (Mean Risk),Imbalance-w. class avg. (Std Dev)
0.0,0.42908001692826897,0.018641996408484292,0.4354484578387585,0.007991339572832198,0.42791315513520706,0.01909333089913254,0.4349644565408097,0.012705751865379157,0.42032937870718107,0.028434949055291755,0.3698183531877652,0.013094548085443816,0.4269551864429848,0.01907460458813073,0.4269551864429852,0.019074604588130924,0.4262744715346049,0.015051589537471911,0.39063336793566256,0.031213105870283253,0.3885240389795392,0.029379586665210403,0.3907454807784132,0.040883784377537334,0.4028038259111014,0.024421864214640134,0.4293214409229985,0.00857332674570034,0.4447697965636141,0.04431749202073511,0.4441797521604628,0.02893172203686507
0.013333333333333334,0.42908001692826897,0.018641996408484292,0.4354484578387585,0.007991339572832198,0.42791315513520706,0.01909333089913254,0.4349644565408097,0.012705751865379157,0.42032937870718107,0.028434949055291755,0.3698183531877652,0.013094548085443816,0.4269551864429848,0.01907460458813073,0.4269551864429852,0.019074604588130924,0.4262744715346049,0.015051589537471911,0.39063336793566256,0.031213105870283253,0.3885240389795392,0.029379586665210403,0.3907454807784132,0.040883784377537334,0.4028038259111014,0.024421864214640134,0.4293214409229985,0.00857332674570034,0.4447697965636141,0.04431749202073511,0.4441797521604628,0.02893172203686507
0.02666666666666667,0.42908001692826897,0.018641996408484292,0.4354484578387585,0.007991339572832198,0.42791315513520706,0.01909333089913254,0.4349644565408097,0.012705751865379157,0.42032937870718107,0.028434949055291755,0.3698183531877652,0.013094548085443816,0.4269551864429848,0.01907460458813073,0.4269551864429852,0.019074604588130924,0.4262744715346049,0.015051589537471911,0.39063336793566256,0.031213105870283253,0.3885240389795392,0.029379586665210403,0.3907454807784132,0.040883784377537334,0.4028038259111014,0.024421864214640134,0.4293214409229985,0.00857332674570034,0.4447697965636141,0.04431749202073511,0.4441797521604628,0.02893172203686507
0.04,0.42908001692826897,0.018641996408484292,0.4354484578387585,0.007991339572832198,0.42791315513520706,0.01909333089913254,0.4349644565408097,0.012705751865379157,0.42032937870718107,0.028434949055291755,0.3698183531877652,0.013094548085443816,0.4269551864429848,0.01907460458813073,0.4269551864429852,0.019074604588130924,0.4262744715346049,0.015051589537471911,0.39063336793566256,0.031213105870283253,0.3885240389795392,0.029379586665210403,0.3907454807784132,0.040883784377537334,0.4028038259111014,0.024421864214640134,0.4293214409229985,0.00857332674570034,0.4447697965636141,0.04431749202073511,0.4441797521604628,0.02893172203686507
0.05333333333333334,0.42908001692826897,0.018641996408484292,0.4354484578387585,0.007991339572832198,0.42791315513520706,0.01909333089913254,0.4349644565408097,0.012705751865379157,0.42032937870718107,0.028434949055291755,0.3698183531877652,0.013094548085443816,0.4269551864429848,0.01907460458813073,0.4269551864429852,0.019074604588130924,0.4262744715346049,0.015051589537471911,0.39063336793566256,0.031213105870283253,0.3885240389795392,0.029379586665210403,0.3907454807784132,0.040883784377537334,0.4028038259111014,0.024421864214640134,0.4293214409229985,0.00857332674570034,0.4447697965636141,0.04431749202073511,0.4441797521604628,0.02893172203686507
0.06666666666666667,0.42908001692826897,0.018641996408484292,0.4354484578387585,0.007991339572832198,0.42791315513520706,0.01909333089913254,0.4349644565408097,0.012705751865379157,0.42032937870718107,0.028434949055291755,0.3698183531877652,0.013094548085443816,0.4269551864429848,0.01907460458813073,0.4269551864429852,0.019074604588130924,0.4262744715346049,0.015051589537471911,0.39063336793566256,0.031213105870283253,0.3885240389795392,0.029379586665210403,0.3907454807784132,0.040883784377537334,0.4028038259111014,0.024421864214640134,0.4293214409229985,0.00857332674570034,0.4447697965636141,0.04431749202073511,0.4441797521604628,0.02893172203686507
0.08,0.42908001692826897,0.018641996408484292,0.4354484578387585,0.007991339572832198,0.42791315513520706,0.01909333089913254,0.4349644565408097,0.012705751865379157,0.42032937870718107,0.028434949055291755,0.3698183531877652,0.013094548085443816,0.4269551864429848,0.01907460458813073,0.4269551864429852,0.019074604588130924,0.4262744715346049,0.015051589537471911,0.39063336793566256,0.031213105870283253,0.3885240389795392,0.029379586665210403,0.3907454807784132,0.040883784377537334,0.4028038259111014,0.024421864214640134,0.4293214409229985,0.00857332674570034,0.4447697965636141,0.04431749202073511,0.4441797521604628,0.02893172203686507
0.09333333333333334,0.42908001692826897,0.018641996408484292,0.4354484578387585,0.007991339572832198,0.42791315513520706,0.01909333089913254,0.4349644565408097,0.012705751865379157,0.42032937870718107,0.028434949055291755,0.3698183531877652,0.013094548085443816,0.4269551864429848,0.01907460458813073,0.4269551864429852,0.019074604588130924,0.4262744715346049,0.015051589537471911,0.39063336793566256,0.031213105870283253,0.3885240389795392,0.029379586665210403,0.3907454807784132,0.040883784377537334,0.4028038259111014,0.024421864214640134,0.4293214409229985,0.00857332674570034,0.4447697965636141,0.04431749202073511,0.4441797521604628,0.02893172203686507
0.10666666666666667,0.42908001692826897,0.018641996408484292,0.4354484578387585,0.007991339572832198,0.42791315513520706,0.01909333089913254,0.4349644565408097,0.012705751865379157,0.42032937870718107,0.028434949055291755,0.3698183531877652,0.013094548085443816,0.4269551864429848,0.01907460458813073,0.4269551864429852,0.019074604588130924,0.4262744715346049,0.015051589537471911,0.39063336793566256,0.031213105870283253,0.3885240389795392,0.029379586665210403,0.3907454807784132,0.040883784377537334,0.4028038259111014,0.024421864214640134,0.4293214409229985,0.00857332674570034,0.4447697965636141,0.04431749202073511,0.4441797521604628,0.02893172203686507
0.12,0.42908001692826897,0.018641996408484292,0.4354484578387585,0.007991339572832198,0.42791315513520706,0.01909333089913254,0.4349644565408097,0.012705751865379157,0.42032937870718107,0.028434949055291755,0.3698183531877652,0.013094548085443816,0.4269551864429848,0.01907460458813073,0.4269551864429852,0.019074604588130924,0.4262744715346049,0.015051589537471911,0.39063336793566256,0.031213105870283253,0.3885240389795392,0.029379586665210403,0.3907454807784132,0.040883784377537334,0.4028038259111014,0.024421864214640134,0.4293214409229985,0.00857332674570034,0.4447697965636141,0.04431749202073511,0.4441797521604628,0.02893172203686507
