Coverage,Quantile fg. ratio (Mean Risk),Quantile fg. ratio (Std Dev),Equally-w. class avg. (Mean Risk),Equally-w. class avg. (Std Dev),Imbalance-w. class avg. (Mean Risk),Imbalance-w. class avg. (Std Dev),GMM_spatial (Mean Risk),GMM_spatial (Std Dev),Patch 10 (Mean Risk),Patch 10 (Std Dev),Patch 20 (Mean Risk),Patch 20 (Std Dev),Mean (Mean Risk),Mean (Std Dev),Quantile 0.75 (Mean Risk),Quantile 0.75 (Std Dev),Quantile 0.9 (Mean Risk),Quantile 0.9 (Std Dev),Patch 50 (Mean Risk),Patch 50 (Std Dev),Quantile 0.6 (Mean Risk),Quantile 0.6 (Std Dev),GMM_pixel (Mean Risk),GMM_pixel (Std Dev),GMM (Mean Risk),GMM (Std Dev),Threshold 0.3 (Mean Risk),Threshold 0.3 (Std Dev),Threshold 0.5 (Mean Risk),Threshold 0.5 (Std Dev),Threshold 0.7 (Mean Risk),Threshold 0.7 (Std Dev)
0.0,0.075222705245018,0.10893100553046896,0.075222705245018,0.10893100553046896,0.11441915130615235,0.058234481674109,0.06918926441669464,0.10726784447680562,0.07547441041469574,0.10529874502837924,0.1346123317121218,0.12329100333014666,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.07578098225593567,0.05169623743274849,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.08866921091079712,0.0836351483709076,0.07453001737594604,0.10450785101258014,0.0949261463880539,0.05297990013957153
0.00684931506849315,0.075222705245018,0.10893100553046896,0.075222705245018,0.10893100553046896,0.11441915130615235,0.058234481674109,0.06918926441669464,0.10726784447680562,0.07547441041469574,0.10529874502837924,0.1346123317121218,0.12329100333014666,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.07578098225593567,0.05169623743274849,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.08866921091079712,0.0836351483709076,0.07453001737594604,0.10450785101258014,0.0949261463880539,0.05297990013957153
0.0136986301369863,0.075222705245018,0.10893100553046896,0.075222705245018,0.10893100553046896,0.11441915130615235,0.058234481674109,0.06918926441669464,0.10726784447680562,0.07547441041469574,0.10529874502837924,0.1346123317121218,0.12329100333014666,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.07578098225593567,0.05169623743274849,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.08866921091079712,0.0836351483709076,0.07453001737594604,0.10450785101258014,0.0949261463880539,0.05297990013957153
0.02054794520547945,0.075222705245018,0.10893100553046896,0.075222705245018,0.10893100553046896,0.11441915130615235,0.058234481674109,0.06918926441669464,0.10726784447680562,0.07547441041469574,0.10529874502837924,0.1346123317121218,0.12329100333014666,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.07578098225593567,0.05169623743274849,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.08866921091079712,0.0836351483709076,0.07453001737594604,0.10450785101258014,0.0949261463880539,0.05297990013957153
0.0273972602739726,0.075222705245018,0.10893100553046896,0.075222705245018,0.10893100553046896,0.11441915130615235,0.058234481674109,0.06918926441669464,0.10726784447680562,0.07547441041469574,0.10529874502837924,0.1346123317121218,0.12329100333014666,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.07578098225593567,0.05169623743274849,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.08866921091079712,0.0836351483709076,0.07453001737594604,0.10450785101258014,0.0949261463880539,0.05297990013957153
0.03424657534246575,0.075222705245018,0.10893100553046896,0.075222705245018,0.10893100553046896,0.11441915130615235,0.058234481674109,0.06918926441669464,0.10726784447680562,0.07547441041469574,0.10529874502837924,0.1346123317121218,0.12329100333014666,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.07578098225593567,0.05169623743274849,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.08866921091079712,0.0836351483709076,0.07453001737594604,0.10450785101258014,0.0949261463880539,0.05297990013957153
0.0410958904109589,0.075222705245018,0.10893100553046896,0.075222705245018,0.10893100553046896,0.11441915130615235,0.058234481674109,0.06918926441669464,0.10726784447680562,0.07547441041469574,0.10529874502837924,0.1346123317121218,0.12329100333014666,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.07578098225593567,0.05169623743274849,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.08866921091079712,0.0836351483709076,0.07453001737594604,0.10450785101258014,0.0949261463880539,0.05297990013957153
0.04794520547945205,0.075222705245018,0.10893100553046896,0.075222705245018,0.10893100553046896,0.11441915130615235,0.058234481674109,0.06918926441669464,0.10726784447680562,0.07547441041469574,0.10529874502837924,0.1346123317121218,0.12329100333014666,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.07578098225593567,0.05169623743274849,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.08866921091079712,0.0836351483709076,0.07453001737594604,0.10450785101258014,0.0949261463880539,0.05297990013957153
0.0547945205479452,0.075222705245018,0.10893100553046896,0.075222705245018,0.10893100553046896,0.11441915130615235,0.058234481674109,0.06918926441669464,0.10726784447680562,0.07547441041469574,0.10529874502837924,0.1346123317121218,0.12329100333014666,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.07578098225593567,0.05169623743274849,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.08866921091079712,0.0836351483709076,0.07453001737594604,0.10450785101258014,0.0949261463880539,0.05297990013957153
0.06164383561643835,0.075222705245018,0.10893100553046896,0.075222705245018,0.10893100553046896,0.11441915130615235,0.058234481674109,0.06918926441669464,0.10726784447680562,0.07547441041469574,0.10529874502837924,0.1346123317121218,0.12329100333014666,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.07578098225593567,0.05169623743274849,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.08866921091079712,0.0836351483709076,0.07453001737594604,0.10450785101258014,0.0949261463880539,0.05297990013957153
0.0684931506849315,0.075222705245018,0.10893100553046896,0.075222705245018,0.10893100553046896,0.11441915130615235,0.058234481674109,0.06918926441669464,0.10726784447680562,0.07547441041469574,0.10529874502837924,0.1346123317121218,0.12329100333014666,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.07578098225593567,0.05169623743274849,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.08866921091079712,0.0836351483709076,0.07453001737594604,0.10450785101258014,0.0949261463880539,0.05297990013957153
0.07534246575342465,0.075222705245018,0.10893100553046896,0.075222705245018,0.10893100553046896,0.11441915130615235,0.058234481674109,0.06918926441669464,0.10726784447680562,0.07547441041469574,0.10529874502837924,0.1346123317121218,0.12329100333014666,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.07578098225593567,0.05169623743274849,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.11441915130615235,0.058234481674109,0.08866921091079712,0.0836351483709076,0.07453001737594604,0.10450785101258014,0.0949261463880539,0.05297990013957153
