Aggregator,AURC,AURC_std,EAURC,EAURC_std
Quantile fg. ratio,0.13868234687560715,0.012131298279905557,0.06146595169586279,0.007536770671478513
Patch 10,0.14090035824174987,0.01354652686855215,0.06368396306200548,0.008498236156975843
Equally-w. class avg.,0.14419512978778462,0.014370870458143455,0.06697873460804027,0.008650846112497952
Imbalance-w. class avg.,0.14419512978778462,0.014370870458143455,0.06697873460804027,0.008650846112497952
GMM_pixel,0.14942795750305954,0.013998334403371846,0.07221156232331517,0.008548366296240072
GMM,0.14953922638570663,0.013959910845133063,0.07232283120596225,0.008373481748750102
Patch 20,0.14996099677558708,0.014798990548550838,0.07274460159584273,0.009452610065342227
Mean,0.15093856204751102,0.014844785423107255,0.07372216686776666,0.009448694025926676
Quantile 0.75,0.15093856204751102,0.014844785423107255,0.07372216686776666,0.009448694025926676
Quantile 0.9,0.15093856204751102,0.014844785423107255,0.07372216686776666,0.009448694025926676
Patch 50,0.15093856204751102,0.014844785423107255,0.07372216686776666,0.009448694025926676
Quantile 0.6,0.15093856204751102,0.014844785423107255,0.07372216686776666,0.009448694025926676
GMM_spatial,0.16432326480763396,0.016630503119948545,0.08710686962788962,0.012501470064101655
Threshold 0.3,0.19130841183271424,0.020367579693736673,0.11409201665296989,0.01538423119740638
Threshold 0.5,0.2289441449158404,0.01995559885855263,0.15172774973609604,0.013820020228614586
Threshold 0.7,0.2289441449158404,0.01995559885855263,0.15172774973609604,0.013820020228614586
