Coverage,GMM_pixel (Mean Risk),GMM_pixel (Std Dev),GMM (Mean Risk),GMM (Std Dev),GMM_spatial (Mean Risk),GMM_spatial (Std Dev),Quantile fg. ratio (Mean Risk),Quantile fg. ratio (Std Dev),Equally-w. class avg. (Mean Risk),Equally-w. class avg. (Std Dev),Imbalance-w. class avg. (Mean Risk),Imbalance-w. class avg. (Std Dev),Patch 10 (Mean Risk),Patch 10 (Std Dev),Threshold 0.3 (Mean Risk),Threshold 0.3 (Std Dev),Patch 20 (Mean Risk),Patch 20 (Std Dev),Patch 50 (Mean Risk),Patch 50 (Std Dev),Quantile 0.9 (Mean Risk),Quantile 0.9 (Std Dev),Mean (Mean Risk),Mean (Std Dev),Quantile 0.6 (Mean Risk),Quantile 0.6 (Std Dev),Quantile 0.75 (Mean Risk),Quantile 0.75 (Std Dev),Threshold 0.5 (Mean Risk),Threshold 0.5 (Std Dev),Threshold 0.7 (Mean Risk),Threshold 0.7 (Std Dev)
0.0,0.6709067931256723,0.43830916105392476,0.6709067931256723,0.43830916105392476,0.723876869925065,0.37587742818884684,0.6603037244162988,0.4535133805383932,0.6798326977572869,0.42657237507454,0.6662104840360116,0.4463804930204035,0.723876869925065,0.37587742818884684,0.723876869925065,0.37587742818884684,0.723876869925065,0.37587742818884684,0.6528813394389581,0.4634351344803453,0.7188135775409173,0.3848062707153448,0.7188135775409173,0.3848062707153448,0.723876869925065,0.37587742818884684,0.09163911426067352,0.05029277005917666,0.07039569866657257,0.02033953662245826,0.16676575326919554,0.028495387278332417
0.009615384615384616,0.6709067931256723,0.43830916105392476,0.6709067931256723,0.43830916105392476,0.723876869925065,0.37587742818884684,0.6603037244162988,0.4535133805383932,0.6798326977572869,0.42657237507454,0.6662104840360116,0.4463804930204035,0.723876869925065,0.37587742818884684,0.723876869925065,0.37587742818884684,0.723876869925065,0.37587742818884684,0.6528813394389581,0.4634351344803453,0.7188135775409173,0.3848062707153448,0.7188135775409173,0.3848062707153448,0.723876869925065,0.37587742818884684,0.09163911426067352,0.05029277005917666,0.07039569866657257,0.02033953662245826,0.16676575326919554,0.028495387278332417
0.019230769230769232,0.6709067931256723,0.43830916105392476,0.6709067931256723,0.43830916105392476,0.723876869925065,0.37587742818884684,0.6603037244162988,0.4535133805383932,0.6798326977572869,0.42657237507454,0.6662104840360116,0.4463804930204035,0.723876869925065,0.37587742818884684,0.723876869925065,0.37587742818884684,0.723876869925065,0.37587742818884684,0.6528813394389581,0.4634351344803453,0.7188135775409173,0.3848062707153448,0.7188135775409173,0.3848062707153448,0.723876869925065,0.37587742818884684,0.09163911426067352,0.05029277005917666,0.07039569866657257,0.02033953662245826,0.16676575326919554,0.028495387278332417
0.028846153846153848,0.6709067931256723,0.43830916105392476,0.6709067931256723,0.43830916105392476,0.723876869925065,0.37587742818884684,0.6603037244162988,0.4535133805383932,0.6798326977572869,0.42657237507454,0.6662104840360116,0.4463804930204035,0.723876869925065,0.37587742818884684,0.723876869925065,0.37587742818884684,0.723876869925065,0.37587742818884684,0.6528813394389581,0.4634351344803453,0.7188135775409173,0.3848062707153448,0.7188135775409173,0.3848062707153448,0.723876869925065,0.37587742818884684,0.09163911426067352,0.05029277005917666,0.07039569866657257,0.02033953662245826,0.16676575326919554,0.028495387278332417
0.038461538461538464,0.6709067931256723,0.43830916105392476,0.6709067931256723,0.43830916105392476,0.723876869925065,0.37587742818884684,0.6603037244162988,0.4535133805383932,0.6798326977572869,0.42657237507454,0.6662104840360116,0.4463804930204035,0.723876869925065,0.37587742818884684,0.723876869925065,0.37587742818884684,0.723876869925065,0.37587742818884684,0.6528813394389581,0.4634351344803453,0.7188135775409173,0.3848062707153448,0.7188135775409173,0.3848062707153448,0.723876869925065,0.37587742818884684,0.09163911426067352,0.05029277005917666,0.07039569866657257,0.02033953662245826,0.16676575326919554,0.028495387278332417
0.04807692307692308,0.6709067931256723,0.43830916105392476,0.6709067931256723,0.43830916105392476,0.723876869925065,0.37587742818884684,0.6603037244162988,0.4535133805383932,0.6798326977572869,0.42657237507454,0.6662104840360116,0.4463804930204035,0.723876869925065,0.37587742818884684,0.723876869925065,0.37587742818884684,0.723876869925065,0.37587742818884684,0.6528813394389581,0.4634351344803453,0.7188135775409173,0.3848062707153448,0.7188135775409173,0.3848062707153448,0.723876869925065,0.37587742818884684,0.09163911426067352,0.05029277005917666,0.07039569866657257,0.02033953662245826,0.16676575326919554,0.028495387278332417
0.057692307692307696,0.6709067931256723,0.43830916105392476,0.6709067931256723,0.43830916105392476,0.723876869925065,0.37587742818884684,0.6603037244162988,0.4535133805383932,0.6798326977572869,0.42657237507454,0.6662104840360116,0.4463804930204035,0.723876869925065,0.37587742818884684,0.723876869925065,0.37587742818884684,0.723876869925065,0.37587742818884684,0.6528813394389581,0.4634351344803453,0.7188135775409173,0.3848062707153448,0.7188135775409173,0.3848062707153448,0.723876869925065,0.37587742818884684,0.09163911426067352,0.05029277005917666,0.07039569866657257,0.02033953662245826,0.16676575326919554,0.028495387278332417
0.0673076923076923,0.6709067931256723,0.43830916105392476,0.6709067931256723,0.43830916105392476,0.723876869925065,0.37587742818884684,0.6603037244162988,0.4535133805383932,0.6798326977572869,0.42657237507454,0.6662104840360116,0.4463804930204035,0.723876869925065,0.37587742818884684,0.723876869925065,0.37587742818884684,0.723876869925065,0.37587742818884684,0.6528813394389581,0.4634351344803453,0.7188135775409173,0.3848062707153448,0.7188135775409173,0.3848062707153448,0.723876869925065,0.37587742818884684,0.09163911426067352,0.05029277005917666,0.07039569866657257,0.02033953662245826,0.16676575326919554,0.028495387278332417
0.07692307692307693,0.6709067931256723,0.43830916105392476,0.6709067931256723,0.43830916105392476,0.723876869925065,0.37587742818884684,0.6603037244162988,0.4535133805383932,0.6798326977572869,0.42657237507454,0.6662104840360116,0.4463804930204035,0.723876869925065,0.37587742818884684,0.723876869925065,0.37587742818884684,0.723876869925065,0.37587742818884684,0.6528813394389581,0.4634351344803453,0.7188135775409173,0.3848062707153448,0.7188135775409173,0.3848062707153448,0.723876869925065,0.37587742818884684,0.09163911426067352,0.05029277005917666,0.07039569866657257,0.02033953662245826,0.16676575326919554,0.028495387278332417
0.08653846153846154,0.6709067931256723,0.43830916105392476,0.6709067931256723,0.43830916105392476,0.723876869925065,0.37587742818884684,0.6603037244162988,0.4535133805383932,0.6798326977572869,0.42657237507454,0.6662104840360116,0.4463804930204035,0.723876869925065,0.37587742818884684,0.723876869925065,0.37587742818884684,0.723876869925065,0.37587742818884684,0.6528813394389581,0.4634351344803453,0.7188135775409173,0.3848062707153448,0.7188135775409173,0.3848062707153448,0.723876869925065,0.37587742818884684,0.09163911426067352,0.05029277005917666,0.07039569866657257,0.02033953662245826,0.16676575326919554,0.028495387278332417
