Coverage,Threshold 0.3 (Mean Risk),Threshold 0.3 (Std Dev),Threshold 0.5 (Mean Risk),Threshold 0.5 (Std Dev),Equally-w. class avg. (Mean Risk),Equally-w. class avg. (Std Dev),Quantile fg. ratio (Mean Risk),Quantile fg. ratio (Std Dev),Quantile 0.9 (Mean Risk),Quantile 0.9 (Std Dev),GMM (Mean Risk),GMM (Std Dev),Patch 20 (Mean Risk),Patch 20 (Std Dev),GMM_spatial (Mean Risk),GMM_spatial (Std Dev),GMM_pixel (Mean Risk),GMM_pixel (Std Dev),Patch 50 (Mean Risk),Patch 50 (Std Dev),Quantile 0.75 (Mean Risk),Quantile 0.75 (Std Dev),Quantile 0.6 (Mean Risk),Quantile 0.6 (Std Dev),Patch 10 (Mean Risk),Patch 10 (Std Dev),Imbalance-w. class avg. (Mean Risk),Imbalance-w. class avg. (Std Dev),Mean (Mean Risk),Mean (Std Dev),Threshold 0.7 (Mean Risk),Threshold 0.7 (Std Dev)
0.0,0.42771848489109493,0.05573611417437363,0.6071618175987774,0.06881486372214268,0.6139281584933782,0.054365607856504,0.350861450186664,0.042827452200449936,0.28806338262212483,0.06407197843058797,0.6061166593454611,0.03944759958954541,0.5572114242568845,0.07782739981492286,0.48813150006152045,0.0749335107223089,0.46108963147840276,0.033662677499989725,0.4621603425222832,0.04489362152572178,0.5465358283597644,0.11707001479762309,0.32499032393038896,0.09479817188019123,0.3797464309011957,0.056040080307816015,0.3534033893099747,0.049408380076121854,0.42239093963534924,0.12510211135888807,0.4039338339783731,0.034078986626891135
0.013333333333333334,0.42771848489109493,0.05573611417437363,0.6071618175987774,0.06881486372214268,0.6139281584933782,0.054365607856504,0.350861450186664,0.042827452200449936,0.28806338262212483,0.06407197843058797,0.6061166593454611,0.03944759958954541,0.5572114242568845,0.07782739981492286,0.48813150006152045,0.0749335107223089,0.46108963147840276,0.033662677499989725,0.4621603425222832,0.04489362152572178,0.5465358283597644,0.11707001479762309,0.32499032393038896,0.09479817188019123,0.3797464309011957,0.056040080307816015,0.3534033893099747,0.049408380076121854,0.42239093963534924,0.12510211135888807,0.4039338339783731,0.034078986626891135
0.02666666666666667,0.42771848489109493,0.05573611417437363,0.6071618175987774,0.06881486372214268,0.6139281584933782,0.054365607856504,0.350861450186664,0.042827452200449936,0.28806338262212483,0.06407197843058797,0.6061166593454611,0.03944759958954541,0.5572114242568845,0.07782739981492286,0.48813150006152045,0.0749335107223089,0.46108963147840276,0.033662677499989725,0.4621603425222832,0.04489362152572178,0.5465358283597644,0.11707001479762309,0.32499032393038896,0.09479817188019123,0.3797464309011957,0.056040080307816015,0.3534033893099747,0.049408380076121854,0.42239093963534924,0.12510211135888807,0.4039338339783731,0.034078986626891135
0.04,0.42771848489109493,0.05573611417437363,0.6071618175987774,0.06881486372214268,0.6139281584933782,0.054365607856504,0.350861450186664,0.042827452200449936,0.28806338262212483,0.06407197843058797,0.6061166593454611,0.03944759958954541,0.5572114242568845,0.07782739981492286,0.48813150006152045,0.0749335107223089,0.46108963147840276,0.033662677499989725,0.4621603425222832,0.04489362152572178,0.5465358283597644,0.11707001479762309,0.32499032393038896,0.09479817188019123,0.3797464309011957,0.056040080307816015,0.3534033893099747,0.049408380076121854,0.42239093963534924,0.12510211135888807,0.4039338339783731,0.034078986626891135
0.05333333333333334,0.42771848489109493,0.05573611417437363,0.6071618175987774,0.06881486372214268,0.6139281584933782,0.054365607856504,0.350861450186664,0.042827452200449936,0.28806338262212483,0.06407197843058797,0.6061166593454611,0.03944759958954541,0.5572114242568845,0.07782739981492286,0.48813150006152045,0.0749335107223089,0.46108963147840276,0.033662677499989725,0.4621603425222832,0.04489362152572178,0.5465358283597644,0.11707001479762309,0.32499032393038896,0.09479817188019123,0.3797464309011957,0.056040080307816015,0.3534033893099747,0.049408380076121854,0.42239093963534924,0.12510211135888807,0.4039338339783731,0.034078986626891135
0.06666666666666667,0.42771848489109493,0.05573611417437363,0.6071618175987774,0.06881486372214268,0.6139281584933782,0.054365607856504,0.350861450186664,0.042827452200449936,0.28806338262212483,0.06407197843058797,0.6061166593454611,0.03944759958954541,0.5572114242568845,0.07782739981492286,0.48813150006152045,0.0749335107223089,0.46108963147840276,0.033662677499989725,0.4621603425222832,0.04489362152572178,0.5465358283597644,0.11707001479762309,0.32499032393038896,0.09479817188019123,0.3797464309011957,0.056040080307816015,0.3534033893099747,0.049408380076121854,0.42239093963534924,0.12510211135888807,0.4039338339783731,0.034078986626891135
0.08,0.42771848489109493,0.05573611417437363,0.6071618175987774,0.06881486372214268,0.6139281584933782,0.054365607856504,0.350861450186664,0.042827452200449936,0.28806338262212483,0.06407197843058797,0.6061166593454611,0.03944759958954541,0.5572114242568845,0.07782739981492286,0.48813150006152045,0.0749335107223089,0.46108963147840276,0.033662677499989725,0.4621603425222832,0.04489362152572178,0.5465358283597644,0.11707001479762309,0.32499032393038896,0.09479817188019123,0.3797464309011957,0.056040080307816015,0.3534033893099747,0.049408380076121854,0.42239093963534924,0.12510211135888807,0.4039338339783731,0.034078986626891135
0.09333333333333334,0.42771848489109493,0.05573611417437363,0.6071618175987774,0.06881486372214268,0.6139281584933782,0.054365607856504,0.350861450186664,0.042827452200449936,0.28806338262212483,0.06407197843058797,0.6061166593454611,0.03944759958954541,0.5572114242568845,0.07782739981492286,0.48813150006152045,0.0749335107223089,0.46108963147840276,0.033662677499989725,0.4621603425222832,0.04489362152572178,0.5465358283597644,0.11707001479762309,0.32499032393038896,0.09479817188019123,0.3797464309011957,0.056040080307816015,0.3534033893099747,0.049408380076121854,0.42239093963534924,0.12510211135888807,0.4039338339783731,0.034078986626891135
0.10666666666666667,0.42771848489109493,0.05573611417437363,0.6071618175987774,0.06881486372214268,0.6139281584933782,0.054365607856504,0.350861450186664,0.042827452200449936,0.28806338262212483,0.06407197843058797,0.6061166593454611,0.03944759958954541,0.5572114242568845,0.07782739981492286,0.48813150006152045,0.0749335107223089,0.46108963147840276,0.033662677499989725,0.4621603425222832,0.04489362152572178,0.5465358283597644,0.11707001479762309,0.32499032393038896,0.09479817188019123,0.3797464309011957,0.056040080307816015,0.3534033893099747,0.049408380076121854,0.42239093963534924,0.12510211135888807,0.4039338339783731,0.034078986626891135
0.12,0.42771848489109493,0.05573611417437363,0.6071618175987774,0.06881486372214268,0.6139281584933782,0.054365607856504,0.350861450186664,0.042827452200449936,0.28806338262212483,0.06407197843058797,0.6061166593454611,0.03944759958954541,0.5572114242568845,0.07782739981492286,0.48813150006152045,0.0749335107223089,0.46108963147840276,0.033662677499989725,0.4621603425222832,0.04489362152572178,0.5465358283597644,0.11707001479762309,0.32499032393038896,0.09479817188019123,0.3797464309011957,0.056040080307816015,0.3534033893099747,0.049408380076121854,0.42239093963534924,0.12510211135888807,0.4039338339783731,0.034078986626891135
