Aggregator,AURC,AURC_std,EAURC,EAURC_std
GMM_pixel,0.5998369533578978,0.019457250337839502,0.20538233481438506,0.01426611549735095
GMM_spatial,0.6023809669986127,0.016921881062299703,0.20792634845510002,0.012202381151684108
GMM,0.6076823000563104,0.019332217176244382,0.21322768151279783,0.014123978243738726
Quantile fg. ratio,0.6669710267644072,0.017230678011223778,0.27251640822089473,0.012941833845198683
Threshold 0.3,0.6689090844676014,0.017136047601429342,0.27445446592408884,0.012952684808746296
Threshold 0.7,0.6767900879419683,0.016911814736468536,0.28233546939845566,0.012542724238845008
Threshold 0.5,0.6830067422942124,0.0174200452016102,0.28855212375069983,0.01294603168193116
Patch 10,0.7078174152731304,0.016566539120577154,0.31336279672961775,0.011500981961482299
Equally-w. class avg.,0.7289568199629151,0.016323245178436946,0.33450220141940223,0.010931715316400687
Patch 20,0.7305712484730168,0.015904599780076963,0.33611662992950425,0.010727453667049735
Patch 50,0.7461946921233885,0.01557644104824242,0.3517400735798759,0.01048161900213639
Quantile 0.9,0.7533542354276495,0.014931732256100677,0.3588996168841369,0.009822464436262227
Mean,0.7666593696905707,0.01490476551475597,0.372204751147058,0.009993857002835674
Imbalance-w. class avg.,0.7674238662196385,0.014908743968767315,0.3729692476761259,0.010012866982770008
Quantile 0.6,0.7712113043962848,0.014516263502267828,0.37675668585277233,0.009432210028471753
Quantile 0.75,0.7753788110877727,0.01413277946834578,0.38092419254426024,0.009209010232095307
