Aggregator,AURC,AURC_std
Quantile fg. ratio,0.13633794788084647,0.0
Equally-w. class avg.,0.1516062005407785,0.0
Imbalance-w. class avg.,0.1516062005407785,0.0
GMM,0.16003448059738232,0.0
Patch 10,0.17760170383622567,0.0
Patch 20,0.1831340425526302,0.0
Mean,0.18463507523502243,0.0
Quantile 0.75,0.18463507523502243,0.0
Quantile 0.9,0.18463507523502243,0.0
Quantile 0.6,0.18463507523502243,0.0
Patch 50,0.1846950660295636,0.0
Threshold 0.3,0.2114167789351436,0.0
Threshold 0.5,0.2739745270682072,0.0
Threshold 0.7,0.29143497209993063,0.0
