Aggregator,AURC,AURC_std,EAURC,EAURC_std
GMM,0.6244080175040558,0.018022047487548813,0.21193159577170578,0.01344756951219138
GMM_pixel,0.6357180775007673,0.017110530855620767,0.22324165576841726,0.013019374443625996
GMM_spatial,0.6546772849348532,0.016411777208563436,0.2422008632025032,0.012305642444944743
Patch 10,0.6989837358886744,0.015683893767209134,0.28650731415632447,0.011923312297417887
Threshold 0.3,0.7023530622797373,0.01609942577850039,0.2898766405473873,0.012275241584774029
Threshold 0.7,0.7059802124922502,0.015882605255369112,0.2935037907599002,0.01173233414710257
Threshold 0.5,0.7113529761492159,0.015364533740846523,0.29887655441686584,0.011513346757433785
Patch 20,0.7242669616840047,0.016302041183542428,0.31179053995165473,0.011447778667170694
Quantile fg. ratio,0.7292063536176968,0.014943454830290895,0.31672993188534676,0.010524754469432152
Patch 50,0.7297878721862848,0.016089971336354043,0.317311450453935,0.011169536617241769
Equally-w. class avg.,0.7631878962192691,0.014683712769960286,0.3507114744869191,0.009537961014639844
Quantile 0.6,0.7666306917438805,0.014721892953181867,0.3541542700115305,0.009995350941545548
Mean,0.7677939332625969,0.014720244050757607,0.35531751153024693,0.009961131474706654
Imbalance-w. class avg.,0.768369038669623,0.014678607507305437,0.35589261693727314,0.009931614520715568
Quantile 0.75,0.768519049138312,0.014587356789282756,0.3560426274059621,0.009837160511782244
Quantile 0.9,0.7749055107430615,0.01428977867628987,0.3624290890107114,0.009481531154219206
