Coverage,GMM_pixel (Mean Risk),GMM_pixel (Std Dev),GMM_spatial (Mean Risk),GMM_spatial (Std Dev),GMM (Mean Risk),GMM (Std Dev),Threshold 0.7 (Mean Risk),Threshold 0.7 (Std Dev),Quantile fg. ratio (Mean Risk),Quantile fg. ratio (Std Dev),Threshold 0.3 (Mean Risk),Threshold 0.3 (Std Dev),Threshold 0.5 (Mean Risk),Threshold 0.5 (Std Dev),Patch 10 (Mean Risk),Patch 10 (Std Dev),Patch 20 (Mean Risk),Patch 20 (Std Dev),Equally-w. class avg. (Mean Risk),Equally-w. class avg. (Std Dev),Patch 50 (Mean Risk),Patch 50 (Std Dev),Quantile 0.9 (Mean Risk),Quantile 0.9 (Std Dev),Mean (Mean Risk),Mean (Std Dev),Imbalance-w. class avg. (Mean Risk),Imbalance-w. class avg. (Std Dev),Quantile 0.6 (Mean Risk),Quantile 0.6 (Std Dev),Quantile 0.75 (Mean Risk),Quantile 0.75 (Std Dev)
0.0,1.0000000000001794,2.4812331993209916e-13,0.9999833333335818,0.0002629955639715174,0.99998333333357,0.00026299556396897544,0.9999141824749422,0.0013668483470739617,0.9799479978670578,0.013156496536573642,0.9866153551204432,0.0049859277383001235,0.9984000000004031,0.02524757414089321,0.9984000000002864,0.02524757414090107,1.0000000000000375,2.524906617553988e-13,0.9742697570415314,0.005814076698035334,0.9999999999999831,2.489909163667139e-13,1.0000000000000961,2.3361504895712163e-13,1.0000000000001656,2.5317458282924454e-13,0.3837909407116917,0.10532640827245754,0.6070987545483185,0.1610008873782229,0.7020281154663855,0.13941729261966715
0.0018450184501845018,1.0000000000001794,2.4812331993209916e-13,0.9999833333335818,0.0002629955639715174,0.99998333333357,0.00026299556396897544,0.9999141824749422,0.0013668483470739617,0.9799479978670578,0.013156496536573642,0.9866153551204432,0.0049859277383001235,0.9984000000004031,0.02524757414089321,0.9984000000002864,0.02524757414090107,1.0000000000000375,2.524906617553988e-13,0.9742697570415314,0.005814076698035334,0.9999999999999831,2.489909163667139e-13,1.0000000000000961,2.3361504895712163e-13,1.0000000000001656,2.5317458282924454e-13,0.3837909407116917,0.10532640827245754,0.6070987545483185,0.1610008873782229,0.7020281154663855,0.13941729261966715
0.0036900369003690036,1.0000000000001794,2.4812331993209916e-13,0.9999833333335818,0.0002629955639715174,0.99998333333357,0.00026299556396897544,0.9999141824749422,0.0013668483470739617,0.9799479978670578,0.013156496536573642,0.9866153551204432,0.0049859277383001235,0.9984000000004031,0.02524757414089321,0.9984000000002864,0.02524757414090107,1.0000000000000375,2.524906617553988e-13,0.9742697570415314,0.005814076698035334,0.9999999999999831,2.489909163667139e-13,1.0000000000000961,2.3361504895712163e-13,1.0000000000001656,2.5317458282924454e-13,0.3837909407116917,0.10532640827245754,0.6070987545483185,0.1610008873782229,0.7020281154663855,0.13941729261966715
0.005535055350553505,1.0000000000001794,2.4812331993209916e-13,0.9999833333335818,0.0002629955639715174,0.99998333333357,0.00026299556396897544,0.9999141824749422,0.0013668483470739617,0.9799479978670578,0.013156496536573642,0.9866153551204432,0.0049859277383001235,0.9984000000004031,0.02524757414089321,0.9984000000002864,0.02524757414090107,1.0000000000000375,2.524906617553988e-13,0.9742697570415314,0.005814076698035334,0.9999999999999831,2.489909163667139e-13,1.0000000000000961,2.3361504895712163e-13,1.0000000000001656,2.5317458282924454e-13,0.3837909407116917,0.10532640827245754,0.6070987545483185,0.1610008873782229,0.7020281154663855,0.13941729261966715
0.007380073800738007,1.0000000000001794,2.4812331993209916e-13,0.9999833333335818,0.0002629955639715174,0.99998333333357,0.00026299556396897544,0.9999141824749422,0.0013668483470739617,0.9799479978670578,0.013156496536573642,0.9866153551204432,0.0049859277383001235,0.9984000000004031,0.02524757414089321,0.9984000000002864,0.02524757414090107,1.0000000000000375,2.524906617553988e-13,0.9742697570415314,0.005814076698035334,0.9999999999999831,2.489909163667139e-13,1.0000000000000961,2.3361504895712163e-13,1.0000000000001656,2.5317458282924454e-13,0.3837909407116917,0.10532640827245754,0.6070987545483185,0.1610008873782229,0.7020281154663855,0.13941729261966715
0.00922509225092251,1.0000000000001794,2.4812331993209916e-13,0.9999833333335818,0.0002629955639715174,0.99998333333357,0.00026299556396897544,0.9999141824749422,0.0013668483470739617,0.9799479978670578,0.013156496536573642,0.9866153551204432,0.0049859277383001235,0.9984000000004031,0.02524757414089321,0.9984000000002864,0.02524757414090107,1.0000000000000375,2.524906617553988e-13,0.9742697570415314,0.005814076698035334,0.9999999999999831,2.489909163667139e-13,1.0000000000000961,2.3361504895712163e-13,1.0000000000001656,2.5317458282924454e-13,0.3837909407116917,0.10532640827245754,0.6070987545483185,0.1610008873782229,0.7020281154663855,0.13941729261966715
0.01107011070110701,1.0000000000001794,2.4812331993209916e-13,0.9999833333335818,0.0002629955639715174,0.99998333333357,0.00026299556396897544,0.9999141824749422,0.0013668483470739617,0.9799479978670578,0.013156496536573642,0.9866153551204432,0.0049859277383001235,0.9984000000004031,0.02524757414089321,0.9984000000002864,0.02524757414090107,1.0000000000000375,2.524906617553988e-13,0.9742697570415314,0.005814076698035334,0.9999999999999831,2.489909163667139e-13,1.0000000000000961,2.3361504895712163e-13,1.0000000000001656,2.5317458282924454e-13,0.3837909407116917,0.10532640827245754,0.6070987545483185,0.1610008873782229,0.7020281154663855,0.13941729261966715
0.012915129151291513,1.0000000000001794,2.4812331993209916e-13,0.9999833333335818,0.0002629955639715174,0.99998333333357,0.00026299556396897544,0.9999141824749422,0.0013668483470739617,0.9799479978670578,0.013156496536573642,0.9866153551204432,0.0049859277383001235,0.9984000000004031,0.02524757414089321,0.9984000000002864,0.02524757414090107,1.0000000000000375,2.524906617553988e-13,0.9742697570415314,0.005814076698035334,0.9999999999999831,2.489909163667139e-13,1.0000000000000961,2.3361504895712163e-13,1.0000000000001656,2.5317458282924454e-13,0.3837909407116917,0.10532640827245754,0.6070987545483185,0.1610008873782229,0.7020281154663855,0.13941729261966715
0.014760147601476014,1.0000000000001794,2.4812331993209916e-13,0.9999833333335818,0.0002629955639715174,0.99998333333357,0.00026299556396897544,0.9999141824749422,0.0013668483470739617,0.9799479978670578,0.013156496536573642,0.9866153551204432,0.0049859277383001235,0.9984000000004031,0.02524757414089321,0.9984000000002864,0.02524757414090107,1.0000000000000375,2.524906617553988e-13,0.9742697570415314,0.005814076698035334,0.9999999999999831,2.489909163667139e-13,1.0000000000000961,2.3361504895712163e-13,1.0000000000001656,2.5317458282924454e-13,0.3837909407116917,0.10532640827245754,0.6070987545483185,0.1610008873782229,0.7020281154663855,0.13941729261966715
0.016605166051660517,1.0000000000001794,2.4812331993209916e-13,0.9999833333335818,0.0002629955639715174,0.99998333333357,0.00026299556396897544,0.9999141824749422,0.0013668483470739617,0.9799479978670578,0.013156496536573642,0.9866153551204432,0.0049859277383001235,0.9984000000004031,0.02524757414089321,0.9984000000002864,0.02524757414090107,1.0000000000000375,2.524906617553988e-13,0.9742697570415314,0.005814076698035334,0.9999999999999831,2.489909163667139e-13,1.0000000000000961,2.3361504895712163e-13,1.0000000000001656,2.5317458282924454e-13,0.3837909407116917,0.10532640827245754,0.6070987545483185,0.1610008873782229,0.7020281154663855,0.13941729261966715
