Aggregator,AURC,AURC_std,EAURC,EAURC_std
Equally-w. class avg.,0.3344993813767638,0.009363585699182731,0.038039232275105195,0.00502582977816095
GMM_spatial,0.3441268800805409,0.008441844575974048,0.04766673097888223,0.00452313059110059
GMM,0.3547459479686276,0.007199921824298526,0.058285798866968844,0.005111451876517964
Quantile fg. ratio,0.35785771757794727,0.010517672002465098,0.06139756847628856,0.00593329623870518
Imbalance-w. class avg.,0.36101035911303503,0.010166614945512936,0.06455021001137635,0.006058607044964155
Mean,0.36379745376363,0.010184229187115684,0.06733730466197126,0.00626083201530191
GMM_pixel,0.3736952293706769,0.008865187937257851,0.07723508026901817,0.008083138907298299
Quantile 0.6,0.37456631511421734,0.010423644853546285,0.07810616601255865,0.007342208247879076
Quantile 0.75,0.3792340670549239,0.010599329756966121,0.08277391795326527,0.007694908135633117
Patch 10,0.38681323720635785,0.011498588128596,0.09035308810469914,0.008631870829356233
Quantile 0.9,0.3878998307839395,0.011000116563249847,0.09143968168228087,0.008422764185511161
Patch 50,0.3886633884882951,0.01098356796036867,0.0922032393866365,0.00872775860475946
Patch 20,0.3905040178766842,0.010914793529103222,0.0940438687750255,0.008521071013866928
Threshold 0.3,0.39290497424662524,0.011792687421550492,0.09644482514496656,0.0088482042551447
Threshold 0.7,0.40174081411962687,0.012790041108803406,0.10528066501796818,0.009622608796931748
Threshold 0.5,0.40762516821816946,0.012581773441792243,0.11116501911651078,0.009842993932572488
