uq_map_name,BCA,ICA,AVG,ATA 0.3,ATA 0.5,ATA 0.7,AQA 0.60,AQA 0.75,AQA 0.90,QFR,PLM 10,PLM 20,PLM 50,is_ood,GMM-All,GMM-Int,GMM-Spa
crag_57_TILE_4,0.44614754887132524,0.30323213213855355,0.2286901990730722,0.346724734630171,0.6008018276299798,0.7361024986750045,0.33927148354582687,0.35927028600383726,0.38291883712747543,0.35797252333400786,0.6266347912271147,0.4410705662966624,0.33432460570000055,0,0.0059988663984129,0.0078249671318186,0.32887715728903
crag_57_TILE_34,0.3987251675266139,0.3208157305962317,0.24011511245698824,0.3524176501767034,0.591020301424703,0.7543978595833722,0.34732261755605265,0.3688687932541163,0.4059686197461907,0.36782664401398585,0.6138814302647407,0.45926496396868516,0.36459670438154285,0,0.0113601535907509,0.0122964006550687,0.4544279798217648
crag_45_TILE_10,0.35875521938702604,0.31635783224458597,0.1960651013142266,0.3482995372787619,0.5722399340103898,0.7832840792742065,0.3289786481427968,0.35711383081596204,0.3817710149283299,0.3621952274853955,0.5560841769982675,0.4862392947459412,0.34236532376716006,0,0.0006195106680935,0.0009932571860081,0.0128461410741033
crag_45_TILE_14,0.47592366593857827,0.31763533097121893,0.25064416549479673,0.3464375430821318,0.5476376971560273,0.7229204708824473,0.3484039837402555,0.36197614293180835,0.382418606393847,0.35976561694327447,0.4977687596317002,0.3992308539952972,0.34415059042376583,0,0.0019613151131014,0.0019830514209067,0.1341462219603236
crag_45_TILE_28,0.30599981032532536,0.30599981032532536,0.16588885632629036,0.34268813352044875,0.548903941842948,0.0,0.3010311928162494,0.34479151919144385,0.3631723559204904,0.35323125501134384,0.4842714003367447,0.36505460681230884,0.3320101968903321,0,0.0009988747354447,0.0015906228371592,0.0356230336853324
crag_12_TILE_31,0.4483316821989684,0.3341994588245127,0.15999455870139176,0.36631401702658506,0.5773705595305468,0.7201389192246322,0.2671502400981508,0.3365732522334972,0.4061577612999685,0.38652153608749074,0.5917007447306711,0.4200758241418044,0.31905789792524286,0,0.003813497671289,0.0045675492361917,0.0329054310282014
crag_47_TILE_8,0.42611497314978397,0.3265565233200935,0.2359058713571281,0.3612898489008732,0.5767343319862985,0.7459676070884904,0.34403783075654976,0.3757218770074448,0.4316780168119442,0.38347599701979423,0.628278362585768,0.45205520609654704,0.3737509890929884,0,0.0011635414016643,0.0013142211350171,0.0897142659430091
crag_63_TILE_10,0.47630341052840935,0.3854753474350002,0.20904767880254851,0.38864283456950194,0.5620370562108447,0.7090985794311774,0.33373494250437197,0.392013919756872,0.483974637783479,0.44599747560117015,0.6112680263410195,0.47067915929827897,0.3524094972936665,0,0.046164891954972,0.0409098036910557,0.3838656963362503
crag_63_TILE_16,0.335029182172471,0.29992857535142337,0.1697527438483144,0.34905060706947116,0.5734043334305245,0.7541705240786847,0.2903039819956599,0.3418859834967721,0.38094167095135084,0.35712746802479683,0.5063416780238207,0.3618888499949639,0.3196951739000413,0,0.021218210848719,0.0243167294460933,0.1576495193667123
crag_63_TILE_17,0.4683550251816309,0.3282639122647659,0.16380743844823725,0.3721318093972782,0.5869376636472013,0.7576632174960802,0.28604987444354313,0.3517509321361261,0.42635952128634036,0.3862564570292637,0.7279841762286492,0.4368082588171322,0.3167174946544391,0,0.0128824559570915,0.0100206281409987,0.0815268153483504
