uq_map_name,dataset_name,noise_level,mean,above_threshold_mean_0.3,above_threshold_mean_0.5,above_threshold_mean_0.7,above_threshold_mean_0.9,above_threshold_mean_0.95,above_quantile_mean_0.3,above_quantile_mean_0.5,above_quantile_mean_0.7,above_quantile_mean_0.9,above_quantile_mean_fg_ratio,patch_aggregation_10,patch_aggregation_20,patch_aggregation_40,patch_aggregation_80,patch_aggregation_100,"class_mean_w_equal_weights_configurable_{'include_background': False, 'ignore_index': 0}","class_mean_weighted_by_occurrence_configurable_{'include_background': False, 'ignore_index': 0}",gmm_normalized_score
crag_57_TILE_4,joint_noise_lizard_instance_glas_set_dropout_pu_0_00,0_00,0.4046611722724265,0.7453672996481171,0.8093411390122823,0.8789158938567843,0.9914274810724878,1.020905822593709,0.5764649351510645,0.7552665865733041,0.8903531725567662,1.015464743208384,0.8819166519812793,1.0424755859375001,0.9706439208984375,0.8269395446777343,0.6094857724010944,0.519639690876007,0.6963057821734739,0.673498903140606,9.043256638674687e-05
crag_57_TILE_16,joint_noise_lizard_instance_glas_set_dropout_pu_0_00,0_00,0.40023017068324407,0.7273967511217758,0.7970109340342897,0.8713666578489762,0.9903894467866723,1.020254615869317,0.5685964345251212,0.738439123879672,0.873137282743391,1.0034234734441652,0.8680328644779379,1.0371972656250004,0.8735028076171873,0.7676343345642089,0.661833748817444,0.6263745046615601,0.7040351034186998,0.6870191960085297,
crag_57_TILE_19,joint_noise_lizard_instance_glas_set_dropout_pu_0_00,0_00,0.34446453726377513,0.7695665669874587,0.830349826098217,0.8946624485442106,0.9972375084627993,1.023402103020219,0.4920082122532483,0.6811984688868481,0.8821808402876646,1.0218304016669832,0.9183028102362053,1.0530615234375003,0.970994873046875,0.8971928787231443,0.6552806245535614,0.5520927653551101,0.737786339194509,0.7142732596691745,
crag_57_TILE_34,joint_noise_lizard_instance_glas_set_dropout_pu_0_00,0_00,0.46552003582200996,0.7569293302111241,0.811804149322253,0.8768515606371458,0.9884635849887464,1.018009494737359,0.6610374456503878,0.8164463453539333,0.9149429884707196,1.0223778194592739,0.8990400745067512,1.0575048828125002,0.9521929931640625,0.8343753051757813,0.7106491500139238,0.6796112371444704,0.7442108806671992,0.7400746053161913,0.0005069035166747
crag_57_TILE_35,joint_noise_lizard_instance_glas_set_dropout_pu_0_00,0_00,0.28913805833781225,0.7418151620979985,0.801672341301584,0.8729800014155342,0.9887865185136555,1.017858313632632,0.41294381329395724,0.5766495286952704,0.8143614931120633,0.9797789038681403,0.8807029370292558,1.0171142578125,0.9600866699218747,0.7447158670425416,0.6246997350454333,0.5780189064502717,0.7062616650215834,0.6971626002126963,
crag_45_TILE_10,joint_noise_lizard_instance_glas_set_dropout_pu_0_00,0_00,0.1856567346067095,0.7109354672287829,0.7959665280963303,0.8772455702799286,0.9943042859547904,1.0196686820787018,0.2648035812303094,0.3688990787276889,0.5939595813535865,0.9166374666285279,0.8503388115284974,1.0358154296875002,0.8936067199707032,0.6229570460319519,0.3817610578797758,0.3127907606124878,0.7005467947166029,0.6718937189252545,3.698249410689592e-05
crag_45_TILE_14,joint_noise_lizard_instance_glas_set_dropout_pu_0_00,0_00,0.35880988647295453,0.7369880361048178,0.8176319263599537,0.8870691278929351,0.9922164206613125,1.0212544153650502,0.5104031551475915,0.6864006966352463,0.8676061048267137,1.008889157925297,0.9012796726583364,1.0325390625,0.9035705566406247,0.6866580247879028,0.5388286976516247,0.5069142173767089,0.7121848370266213,0.6781280710234925,2.2208130021533025e-05
crag_45_TILE_28,joint_noise_lizard_instance_glas_set_dropout_pu_0_00,0_00,0.25320551619279286,0.7271808438683653,0.819222830204604,0.8975068403608666,0.9981132798808272,1.0236296958111701,0.3606381712037796,0.4984683967779606,0.741229177891523,0.9831562642542192,0.9289312364615189,1.0621044921875002,0.9691552734374997,0.718892126083374,0.42581506513059153,0.3625608782708646,0.7563289615735815,0.7370301133501862,2.793601196078946e-05
crag_12_TILE_26,joint_noise_lizard_instance_glas_set_dropout_pu_0_00,0_00,0.24720660534785566,0.7261022851774231,0.806369490719093,0.8766995748938043,0.9867708851297939,1.0176416847247567,0.35288353330915756,0.4914973621391108,0.7393554389479807,0.9587385598851166,0.8421400663783599,1.005908203125,0.8570581054687498,0.6902959930896759,0.3763171411771329,0.3276549255609512,0.689714341328513,0.6290046855950293,
crag_12_TILE_31,joint_noise_lizard_instance_glas_set_dropout_pu_0_00,0_00,0.2102529804851656,0.7009503738775908,0.7797716987168015,0.8625780649739031,0.9881792900584146,1.0177615209865858,0.30012088936104814,0.4179954245945259,0.6539478410638572,0.915417603395827,0.8100149416817816,1.0208740234375002,0.9191754150390622,0.7502148032188414,0.41639498185366397,0.35048508139252665,0.6513012298630303,0.6236972234771047,2.84094365191404e-05
crag_47_TILE_8,joint_noise_lizard_instance_glas_set_dropout_pu_0_00,0_00,0.2599930245314681,0.702071067140381,0.7705697732983373,0.8509962657171485,0.9852456158960585,1.0165385269909073,0.37097324519681685,0.5149802179075778,0.7468384142925482,0.9307493238610391,0.8269669310911775,0.9705322265625,0.8037108993530273,0.48336625307798387,0.3332611799240112,0.30657125048637396,0.6987947825545882,0.6981012938989877,5.658560344867392e-05
crag_47_TILE_11,joint_noise_lizard_instance_glas_set_dropout_pu_0_00,0_00,0.2969684339268497,0.6855465298128272,0.7591299860570433,0.8472852712011771,0.9837431838851186,1.0147943042573475,0.423769864327776,0.5828113135674541,0.7723526015716355,0.9376510355191517,0.809146483311142,1.0243310546875,0.8507082271575926,0.4950167678296566,0.425541917681694,0.3938515196561813,0.672334369011693,0.6728516655187696,
crag_47_TILE_19,joint_noise_lizard_instance_glas_set_dropout_pu_0_00,0_00,0.24758624654714367,0.6925357917143363,0.7632543840918612,0.8434792004646943,0.9795050652472528,1.0130052116048995,0.35345248497531784,0.49148078775033355,0.7252341699253508,0.9117504540628809,0.8080011625941345,0.9568505859375003,0.7027696609497069,0.4440815341472626,0.36171009615063676,0.35071729361414916,0.6790161499311425,0.6760156394653536,
crag_47_TILE_22,joint_noise_lizard_instance_glas_set_dropout_pu_0_00,0_00,0.2500996662220132,0.6916238122594817,0.7673544949889497,0.8529253615149088,0.988182766154661,1.019477430190366,0.3569309226719495,0.49538183165714145,0.725201450779343,0.9240521905987795,0.8293722704158855,0.9800048828125,0.7990078544616697,0.5049609637260435,0.3993286431580783,0.388758855843544,0.6885537484614175,0.6878397266613702,
crag_63_TILE_2,joint_noise_lizard_instance_glas_set_dropout_pu_0_00,0_00,0.008665000984365179,0.3948413745777027,0.5943359375,0.76708984375,0.0,0.0,0.011786787165192863,0.014863362791553874,0.02032453831656233,0.03704440990234971,0.76708984375,0.14039007186889652,0.05542540788650513,0.02263908743858337,0.014556775093078615,0.012925393152236942,0.0,0.0,
crag_63_TILE_10,joint_noise_lizard_instance_glas_set_dropout_pu_0_00,0_00,0.017849411557108397,0.6525169670914804,0.7922679890129684,0.9007546561104911,1.0099143288352272,1.0310375838629944,0.025212038337369777,0.03455058949042461,0.05561389172262705,0.15445567348547148,0.9997782389322917,0.876572265625,0.39318152427673325,0.25875707566738126,0.12252535730600361,0.08259208482503894,0.9967128246240046,0.9887899614278242,0.0017604260937433
crag_63_TILE_16,joint_noise_lizard_instance_glas_set_dropout_pu_0_00,0_00,0.05107103113368794,0.6856120982396254,0.7906543776382667,0.8750541180416874,0.9850000943538647,1.0149255701013513,0.07283331941888495,0.10168515532859601,0.16810625661506493,0.4738267579019015,0.9202584285864094,0.9052075195312499,0.45091767072677597,0.24736520394682882,0.10693981535732747,0.08604361061453819,0.8130256192169669,0.8123096343009703,0.0001960959142268
crag_63_TILE_17,joint_noise_lizard_instance_glas_set_dropout_pu_0_00,0_00,0.06094949752969114,0.68477295527683,0.7769752358490566,0.8698789765886725,1.0008498288272472,1.0279796338263358,0.08701112860879957,0.1215074399557175,0.20071820055476866,0.5539585884612176,0.8588742381046008,0.8978955078125003,0.5450981521606445,0.45577054202556594,0.20271306660026311,0.1697632201611996,0.7701232980621209,0.7706291862286625,0.0001909806596056
crag_29_TILE_0,joint_noise_lizard_instance_glas_set_dropout_pu_0_00,0_00,0.3073109784108965,0.7264093307993895,0.8035367879555146,0.8789526470255645,0.9908771478094855,1.0198664089501728,0.43798690624271985,0.6036371868103743,0.8175799824702487,0.9858825971714634,0.878244453239721,1.0356640625000002,0.96729248046875,0.7294564437866211,0.5246617413312198,0.4332806952357292,0.695302782236356,0.6682811267641633,1.3793860024102367e-05
