0,mean,above_threshold_mean_0.3,above_threshold_mean_0.5,above_threshold_mean_0.7,above_threshold_mean_0.9,above_threshold_mean_0.95,above_quantile_mean_0.3,above_quantile_mean_0.5,above_quantile_mean_0.7,above_quantile_mean_0.9,above_quantile_mean_fg_ratio,patch_aggregation_10,patch_aggregation_20,patch_aggregation_40,patch_aggregation_80,patch_aggregation_100,"class_mean_w_equal_weights_configurable_{'include_background': False, 'ignore_index': 0}","class_mean_weighted_by_occurrence_configurable_{'include_background': False, 'ignore_index': 0}"
mean,1.0,0.5373737373737374,0.6068686868686869,0.5781818181818182,0.5353535353535355,0.49010101010101015,0.9854545454545456,0.9652525252525254,0.9349494949494952,0.8832323232323234,0.5818181818181819,0.5260606060606061,0.5062626262626264,0.5729292929292931,0.6791919191919193,0.6876767676767678,0.5616161616161617,0.5842424242424242
above_threshold_mean_0.3,0.5373737373737374,1.0,0.6783838383838385,0.5793939393939395,0.5559595959595961,0.4816161616161617,0.5381818181818183,0.5422222222222223,0.5523232323232324,0.6113131313131314,0.5490909090909092,0.44000000000000006,0.4428282828282829,0.47070707070707074,0.46222222222222237,0.4884848484848486,0.5660606060606062,0.5886868686868687
above_threshold_mean_0.5,0.6068686868686869,0.6783838383838385,1.0,0.7983838383838385,0.6076767676767678,0.5486868686868688,0.6068686868686869,0.6092929292929293,0.604848484848485,0.6985858585858586,0.7187878787878789,0.503030303030303,0.5204040404040405,0.5272727272727274,0.5034343434343436,0.5216161616161618,0.6468686868686869,0.696969696969697
above_threshold_mean_0.7,0.5781818181818182,0.5793939393939395,0.7983838383838385,1.0,0.7292929292929294,0.6533333333333334,0.5830303030303031,0.587878787878788,0.5890909090909092,0.6804040404040405,0.7822222222222224,0.5325252525252526,0.5886868686868687,0.5640404040404041,0.4553535353535354,0.4800000000000001,0.7822222222222224,0.7870707070707071
above_threshold_mean_0.9,0.5353535353535355,0.5559595959595961,0.6076767676767678,0.7292929292929294,1.0,0.8779797979797982,0.5450505050505051,0.5563636363636365,0.5705050505050505,0.6286868686868687,0.6997979797979799,0.5074747474747475,0.5442424242424243,0.5494949494949496,0.418989898989899,0.4565656565656567,0.7046464646464647,0.7070707070707072
above_threshold_mean_0.95,0.49010101010101015,0.4816161616161617,0.5486868686868688,0.6533333333333334,0.8779797979797982,1.0,0.4981818181818183,0.5062626262626264,0.5195959595959596,0.5672727272727274,0.6779797979797981,0.44525252525252534,0.47797979797979806,0.4872727272727273,0.38828282828282834,0.4282828282828283,0.623030303030303,0.6440404040404041
above_quantile_mean_0.3,0.9854545454545456,0.5381818181818183,0.6068686868686869,0.5830303030303031,0.5450505050505051,0.4981818181818183,1.0,0.9789898989898991,0.9462626262626265,0.8896969696969699,0.585858585858586,0.5276767676767677,0.511919191919192,0.5802020202020203,0.675959595959596,0.6844444444444445,0.5721212121212121,0.5915151515151515
above_quantile_mean_0.5,0.9652525252525254,0.5422222222222223,0.6092929292929293,0.587878787878788,0.5563636363636365,0.5062626262626264,0.9789898989898991,1.0,0.9656565656565659,0.8969696969696971,0.5874747474747476,0.530909090909091,0.5175757575757577,0.5907070707070708,0.6727272727272728,0.6836363636363638,0.5842424242424242,0.5995959595959597
above_quantile_mean_0.7,0.9349494949494952,0.5523232323232324,0.604848484848485,0.5890909090909092,0.5705050505050505,0.5195959595959596,0.9462626262626265,0.9656565656565659,1.0,0.9022222222222224,0.5894949494949496,0.528888888888889,0.5260606060606061,0.6000000000000001,0.661818181818182,0.6783838383838385,0.5991919191919193,0.6105050505050507
above_quantile_mean_0.9,0.8832323232323234,0.6113131313131314,0.6985858585858586,0.6804040404040405,0.6286868686868687,0.5672727272727274,0.8896969696969699,0.8969696969696971,0.9022222222222224,1.0,0.6589898989898991,0.5692929292929294,0.5713131313131314,0.6258585858585859,0.661010101010101,0.688888888888889,0.6654545454545455,0.6816161616161617
