uq_map_name,dataset_name,mean,above_threshold_mean_0.3,above_threshold_mean_0.5,above_threshold_mean_0.7,above_threshold_mean_0.9,above_threshold_mean_0.95,above_quantile_mean_0.3,above_quantile_mean_0.5,above_quantile_mean_0.7,above_quantile_mean_0.9,above_quantile_mean_fg_ratio,patch_aggregation_10,patch_aggregation_20,patch_aggregation_40,patch_aggregation_80,patch_aggregation_100,"class_mean_w_equal_weights_configurable_{'include_background': False, 'ignore_index': 0}","class_mean_weighted_by_occurrence_configurable_{'include_background': False, 'ignore_index': 0}",gmm_normalized_score
308,joint_noise_arctique_semantic_blood_cells_dropout_pu_0_75,0.31464925531327026,0.5140609568822695,0.6590303186268937,0.8464342238651548,1.0551966543416031,1.0903694214458806,0.43055282081242474,0.5153801776624786,0.6144866194675941,0.7663502243110574,0.6571856562032545,1.0918164062500002,0.8850955200195313,0.5892409515380858,0.5322858715057373,0.514333071899414,0.6298348565712794,0.5103391959633186,0.0784021516700583
235,joint_noise_arctique_semantic_blood_cells_dropout_pu_0_75,0.39017427594808396,0.5316706299220691,0.6727266990110057,0.8520034238884202,1.0381090545141225,1.0718602562216701,0.5148074337345018,0.5883636414115868,0.6823723864069347,0.8383540859357191,0.6994431873970607,1.2082861328125,0.9014929199218753,0.7164106750488282,0.611092414855957,0.5831986907958985,0.736772358427386,0.5749517832467709,0.1811063589905013
309,joint_noise_arctique_semantic_blood_cells_dropout_pu_0_75,0.5023595365528308,0.571937325214081,0.6580332812455526,0.8109071012473985,1.0313514234050445,1.075111575165399,0.6114015392729816,0.668600967692167,0.7353073013108706,0.8542239094643604,0.6985424986594039,1.1691943359375,0.865814208984375,0.7573237609863281,0.698316535949707,0.6734513671875,0.7013100617892054,0.5829127603638495,0.3146668698708361
254,joint_noise_arctique_semantic_blood_cells_dropout_pu_0_75,0.3773924828710733,0.5345655161368659,0.6756099072000271,0.8551459688528603,1.0430660879441005,1.0769860588299967,0.5066613742193588,0.5838068327368765,0.6807954613298308,0.8406853739555339,0.7095742969079581,1.170458984375,0.9014343261718751,0.6412464141845703,0.5632035064697266,0.5488710693359375,0.7606102563689134,0.5905917447268713,0.2187159220108884
312,joint_noise_arctique_semantic_blood_cells_dropout_pu_0_75,0.5610461298419978,0.5838156220404203,0.6798808046404584,0.8777151368904641,1.0509736443301343,1.0873115148142742,0.6482344388316467,0.7088176787090055,0.796013070703522,0.9864332981402811,0.7855739414875158,1.2342431640625,1.0842602539062502,0.7722830200195312,0.6490872001647949,0.6331400009155274,0.8134037141887248,0.6777968407644566,1.0
207,joint_noise_arctique_semantic_blood_cells_dropout_pu_0_75,0.36881978741439525,0.5102142307784031,0.6693770983400229,0.8374702385938566,1.0333160810205908,1.069060663292567,0.47677923518549664,0.5475428306854482,0.6456546777873553,0.8051509124976245,0.6899142196176551,1.1097998046875004,0.8479275512695312,0.6380291748046875,0.5908428001403808,0.57207607421875,0.693535170212819,0.5736001742871418,0.0755976921033941
258,joint_noise_arctique_semantic_blood_cells_dropout_pu_0_75,0.38366655039135367,0.5279083639807818,0.6690034006311748,0.8436433935500304,1.0428199496372557,1.0787761382603858,0.5052092981916059,0.5792933726423866,0.6733648459536682,0.824827318772465,0.7010464985244941,1.1370458984375,0.8404937744140625,0.6423541259765624,0.5486387336254119,0.5319845458984375,0.7298162148533311,0.5738421416161689,0.1563246073808636
260,joint_noise_arctique_semantic_blood_cells_dropout_pu_0_75,0.5008608236676082,0.5398198954006989,0.7012319633571419,0.8860327538517626,1.0577711620145631,1.0912032386237036,0.5894889634979779,0.6597071797103722,0.7615010313056121,0.9641186214587144,0.7813964312552099,1.319033203125,1.0676885986328128,0.6988072204589844,0.5735509014129638,0.5552145112991334,0.7382538393402522,0.6679706664147987,0.6992382208472034
238,joint_noise_arctique_semantic_blood_cells_dropout_pu_0_75,0.4589149299172277,0.5648667283811037,0.6706524256603859,0.8557562535165041,1.0587300289861723,1.0922635371437746,0.5885622876973278,0.6551561815897081,0.7366842583586518,0.8947806115927036,0.7315715569368157,1.21181640625,1.05967041015625,0.7057171630859375,0.6331165885925293,0.6076283233642578,0.7718624065600392,0.6233272780749014,0.5744872921183355
305,joint_noise_arctique_semantic_blood_cells_dropout_pu_0_75,0.4339627457302413,0.5699698799881522,0.6643723868853039,0.8476591402495783,1.041702143033932,1.0764497257056735,0.5765942966297924,0.644712374100998,0.7249885505437926,0.8752107510913756,0.758582250223978,1.2589892578125,0.9748388671875001,0.7157620239257811,0.617875690460205,0.598867995262146,0.7139864647027508,0.6386566846600176,0.4919496892239137
302,joint_noise_arctique_semantic_blood_cells_dropout_pu_0_75,0.3572793837665813,0.5406658971602634,0.6730176426027165,0.8579945522785989,1.0435817583869484,1.0790031051781286,0.4864677380726153,0.5716796506227209,0.671867521114167,0.8239348819655763,0.6888386674953284,1.189091796875,0.8856600952148438,0.686368408203125,0.6121386528015136,0.5848765747070311,0.7231779600255034,0.5459448216953049,0.1443329709105279
226,joint_noise_arctique_semantic_blood_cells_dropout_pu_0_75,0.47929228167049587,0.5524581144317794,0.6831180664122879,0.8710960243112637,1.0427964873708717,1.0777059005871845,0.5888925954332985,0.6559022863139112,0.7476506932553877,0.9283822522944305,0.7621893375477893,1.1826904296875,0.9323181152343747,0.666651916503906,0.5909642219543457,0.5760921630859375,0.7142303251325186,0.6276355429862748,0.4554669378559263
