Aggregator,AUROC,AUROC_std,Noise_Level
GMM_spatial,0.9301624279330578,0.0299047240228232,0_75
Quantile fg. ratio,0.9029791872791357,0.0374881745193301,0_75
Equally-w. class avg.,0.8853695864663682,0.03639158365190496,0_75
Imbalance-w. class avg.,0.8771179671473968,0.04561559772883275,0_75
Threshold 0.3,0.8726159820810826,0.04686610339009439,0_75
Quantile 0.9,0.8545911371031418,0.04676922845268782,0_75
Threshold 0.5,0.8364560447725315,0.049232248238184464,0_75
GMM,0.8246225447939289,0.052753903877465765,0_75
GMM_pixel,0.7864873599429716,0.05207633089999151,0_75
Patch 20,0.7761091669148609,0.0523484993853514,0_75
Quantile 0.75,0.7510196165548613,0.05946104259192328,0_75
Quantile 0.6,0.7113130252337435,0.06416363896494755,0_75
Patch 10,0.6615610847942544,0.062492448946531956,0_75
Patch 50,0.6499058073954125,0.08110373048382014,0_75
Mean,0.6237344164104086,0.06385083269180006,0_75
Threshold 0.7,0.4217980443646523,0.07264055723997918,0_75
