Aggregator,AUROC,AUROC_std,Noise_Level
Quantile 0.75,0.8117187161401115,0.021276938914230607,1_00
Quantile 0.6,0.8049985882490044,0.019401946769324586,1_00
Mean,0.7855959800527467,0.022157399158858775,1_00
Quantile 0.9,0.7631122983914815,0.021285762293115226,1_00
Patch 50,0.7422173031466084,0.022883127520359762,1_00
Patch 20,0.7186074727021634,0.022096903882116936,1_00
Equally-w. class avg.,0.6638297833684484,0.024187395947415025,1_00
Patch 10,0.6578511447642913,0.02403284784923102,1_00
Threshold 0.5,0.5782489738795745,0.027318125343581058,1_00
Imbalance-w. class avg.,0.5692658462655747,0.02658841195570733,1_00
Threshold 0.7,0.5683884409000526,0.027037754602545826,1_00
Threshold 0.3,0.5654570496491853,0.02476607834318239,1_00
Quantile fg. ratio,0.5598598469769067,0.025802604368183234,1_00
GMM_pixel,0.43059302059170307,0.026111184733120244,1_00
GMM,0.42920161436769344,0.028632429373746087,1_00
GMM_spatial,0.4144665271481834,0.026734931443498443,1_00
