Aggregator,AUROC,AUROC_std,Noise_Level
Quantile 0.75,0.763394244662414,0.024378779965439887,1_00
Mean,0.7607270408225498,0.024392295931853183,1_00
Quantile 0.6,0.7601814208013871,0.02109178058300838,1_00
Quantile 0.9,0.7375267334265762,0.02499801237492877,1_00
Patch 50,0.6740325518493324,0.02537352661966419,1_00
Threshold 0.3,0.661996322296162,0.025439847131597904,1_00
Imbalance-w. class avg.,0.6591857915318264,0.026109596732335715,1_00
Patch 20,0.6591710204921731,0.023625201429098918,1_00
Quantile fg. ratio,0.629149740561223,0.024761759256258682,1_00
Equally-w. class avg.,0.6242721888975933,0.026672882944341537,1_00
Patch 10,0.6201353104366053,0.024866985678060706,1_00
Threshold 0.5,0.5874042464577524,0.0254375377579456,1_00
Threshold 0.7,0.5173662692799919,0.0271251537101083,1_00
GMM_spatial,0.45408005500379844,0.027054561086684806,1_00
GMM_pixel,0.4289417420073588,0.027525167060674916,1_00
GMM,0.4046702354482074,0.02617651290954062,1_00
