Aggregator,AUROC,AUROC_std,Noise_Level
GMM_pixel,0.9367799521063682,0.028836976045369715,1_00
GMM,0.9338614381373993,0.0274383192258083,1_00
GMM_spatial,0.8855648302874053,0.02713852715872488,1_00
Equally-w. class avg.,0.6254241348507751,0.06049390213623953,1_00
Imbalance-w. class avg.,0.6105472572301884,0.05660063466022354,1_00
Quantile fg. ratio,0.5970927276532316,0.061915999262703005,1_00
Patch 20,0.5660337873979784,0.04519698386472436,1_00
Patch 50,0.5630159802684745,0.04838755840801546,1_00
Patch 10,0.5018668240710275,0.04424896829846768,1_00
Threshold 0.5,0.4616336568563298,0.04316467184086401,1_00
Threshold 0.3,0.44474890245576465,0.04154643427686398,1_00
Threshold 0.7,0.3875333036220853,0.04364395517731541,1_00
Quantile 0.6,0.32625482219485347,0.05436733810107961,1_00
Mean,0.3222533229454858,0.0561810606125086,1_00
Quantile 0.75,0.31613840863277515,0.05157426510498535,1_00
Quantile 0.9,0.30905335551170765,0.04883966958145625,1_00
