Aggregator,AUROC,AUROC_std,Noise_Level
GMM_spatial,1.0,4.0029660424867215e-17,1_00
GMM,0.9968447110244077,0.0030760928459944163,1_00
Equally-w. class avg.,0.9325113794630656,0.009674881628174188,1_00
Imbalance-w. class avg.,0.889423207196613,0.014566598109653876,1_00
GMM_pixel,0.7947938673407887,0.018236433784406602,1_00
Mean,0.7854160873268969,0.019162080810194115,1_00
Quantile 0.6,0.6726989492250979,0.02190746180968652,1_00
Quantile fg. ratio,0.6678996418643931,0.022691697036523562,1_00
Quantile 0.75,0.6051526526833468,0.024034589570282254,1_00
Patch 50,0.4391358482157554,0.024296311663584577,1_00
Quantile 0.9,0.4212462119347374,0.026180189852672443,1_00
Patch 20,0.3883986987724582,0.025279190875573686,1_00
Patch 10,0.3854772033477807,0.02462769381632168,1_00
Threshold 0.3,0.30190042875328765,0.02283835538116721,1_00
Threshold 0.7,0.28395278533222823,0.02219265266236284,1_00
Threshold 0.5,0.25437540782404555,0.02056372225133792,1_00
