Aggregator,AUROC,AUROC_std,Noise_Level
Equally-w. class avg.,0.6425982241415543,0.0912095627491406,1_00
Imbalance-w. class avg.,0.6386366219654275,0.09238948852282709,1_00
Quantile fg. ratio,0.6161556791476113,0.08439624623522983,1_00
GMM_pixel,0.580676339257755,0.0687493694837293,1_00
GMM_spatial,0.5791595863305927,0.07272735504783703,1_00
GMM,0.5468046605900825,0.0826128916754019,1_00
Threshold 0.7,0.5,0.0,1_00
Threshold 0.5,0.5,0.0,1_00
Patch 10,0.44775819493509805,0.0792933295051188,1_00
Quantile 0.9,0.40898833779106963,0.0760598561421864,1_00
Patch 50,0.40494391720822587,0.07446875115358552,1_00
Quantile 0.75,0.40456014528667794,0.0717570215187555,1_00
Mean,0.40420203444618813,0.07021465757106671,1_00
Quantile 0.6,0.4027896812201111,0.07158424766164186,1_00
Patch 20,0.401241872945857,0.07510602100318217,1_00
Threshold 0.3,0.34243963197000526,0.062176535577804476,1_00
