Aggregator,AUROC,AUROC_std,Noise_Level
Quantile 0.6,0.7680388275298912,0.023618517872000425,1_00
Mean,0.7679879692758123,0.023572904707756536,1_00
Quantile 0.75,0.7666232825830893,0.022290302050764363,1_00
Quantile 0.9,0.7608282631513983,0.023652622528961893,1_00
Quantile fg. ratio,0.734168493047138,0.02311153374016316,1_00
Imbalance-w. class avg.,0.6956552968967012,0.025068051040870173,1_00
Patch 50,0.6902095875554648,0.024775403252358726,1_00
Patch 20,0.6819738794856396,0.022961486956496205,1_00
Patch 10,0.6634963498431622,0.024085140247079737,1_00
Equally-w. class avg.,0.6557795210973447,0.02498538449008371,1_00
Threshold 0.3,0.6037595065524495,0.02541114978449853,1_00
GMM,0.5530371413088866,0.02755785474894212,1_00
Threshold 0.5,0.5248868223432103,0.027667037219809433,1_00
GMM_pixel,0.521321874663995,0.02601042877092502,1_00
GMM_spatial,0.512294503373546,0.02546841265854492,1_00
Threshold 0.7,0.5,0.0,1_00
