Aggregator,AUROC,AUROC_std,Noise_Level
Threshold 0.5,0.8765497807148045,0.04019626458313572,0_75
Equally-w. class avg.,0.8742105439106052,0.041744945654338304,0_75
Threshold 0.3,0.8677096521847907,0.044105943580726566,0_75
Quantile fg. ratio,0.8469097222540061,0.04674215880632527,0_75
GMM_spatial,0.8388953896276473,0.06062220300253773,0_75
Imbalance-w. class avg.,0.8276030866088517,0.05069263531455675,0_75
GMM,0.814297220428484,0.04997558412052075,0_75
GMM_pixel,0.8133998316951111,0.05246776465620698,0_75
Quantile 0.9,0.7152244182801331,0.05838223693799614,0_75
Quantile 0.6,0.674611019770643,0.06851222277871968,0_75
Quantile 0.75,0.6658124034384121,0.06600851435583109,0_75
Patch 20,0.6632783361934318,0.0596470442135519,0_75
Mean,0.622105170227063,0.07617238834334317,0_75
Threshold 0.7,0.5566143668326752,0.08005346233326295,0_75
Patch 50,0.5455182881471781,0.08085204671302743,0_75
Patch 10,0.5012145061088306,0.06751569839668908,0_75
